row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-005877,marche_lorraine's_puppet,Character,536,パペマル,パペマル,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-005885,van_gogh_(first_ascension)_(fate),Character,536,ヴァン・ゴッホ（第一再臨）,ヴァン・ゴッホ（第一再臨）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005886,abyssal_admiral_(kancolle),Character,535,深海提督,深海提督 | 深海棲提督,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-005892,hoozuki_(hoozuki_no_reitetsu),Character,535,鬼灯,鬼灯,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-005895,mortenax_blade_(honkai:_star_rail),Character,535,Mortenax Blade,Mortenax Blade,要確認,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-005903,hungry_nun_(diva),Character,534,空腹の修道女（Diva）,空腹の修道女（Diva）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005906,saegusa_akina,Character,534,三枝明那,三枝明那,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-005910,kylar_(male)_(degrees_of_lewdity),Character,533,Kylar（男性）,Kylar（男性）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005928,gecqua,Character,531,ミオリー,ミオリー,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-005933,yangyang_(xuanling)_(wuthering_waves),Character,531,秧秧・玄翎,秧秧・玄翎,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005943,kama_(assassin)_(third_ascension)_(fate),Character,529,カーマ（アサシン・第三再臨）,カーマ（アサシン・第三再臨）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005944,meruccubus_(merunyaa),Character,529,メルクバス（Merunyaa）,メルクバス（Merunyaa）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005953,purple_heart_(lost_purple)_(neptunia),Character,528,パープルハート,パープルハート,要確認,variant_lost_qualifier_batch003_03.csv,,,,,,,,,,
I70-005971,nyen_(randal's_friends),Character,525,Nyen,Nyen,要確認,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-005984,briar_(league),Character,523,ブライアー,ブライアー,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005990,oldest_dream,Character,523,最古の夢,最古の夢,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
