row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-043229,magna_carta_crimson_stigmata,Copyright,65,マグナカルタ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-043346,kiki_kaikai_(series),Copyright,63,奇々怪界,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-043350,mirror's_edge_(series),Copyright,63,Mirror's Edge,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-043423,siren_1,Copyright,62,SIREN,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-043622,kiki_kaikai,Copyright,59,奇々怪界,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-043683,coraline_(movie),Copyright,58,コララインとボタンの魔女,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-043820,artificial_utopia_in_ruins,Copyright,56,霊長新益京,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_accepted_noflag_batch009.csv,,,,,,,,,,
I70-043851,kamen_rider_black_sun_(series),Copyright,56,仮面ライダーBLACK SUN,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-043913,echo_(vocaloid),Copyright,55,ECHO,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-043936,mario_&_sonic_at_the_olympic_games_(2007),Copyright,55,マリオ＆ソニック AT 北京オリンピック,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
