canonical_tag,home_copyright,evidence_url,evidence_type,evidence_claim,scope_note
amano_soraha,assault_lily,https://anime.assaultlily-pj.com/character/,OFFICIAL_ANIME_CHARACTER_ROSTER,"The official Assault Lily BOUQUET character page lists Amano Soraha (天野天葉) among the named characters of the Assault Lily project.",Exact matching catalog Character name in the official anime character roster.
banshouya_ena,assault_lily,https://anime.assaultlily-pj.com/character/,OFFICIAL_ANIME_CHARACTER_ROSTER,"The official Assault Lily BOUQUET character page lists Banshouya Ena (番匠谷依奈) among the named characters of the Assault Lily project.",Exact matching catalog Character name in the official anime character roster.
egawa_kusumi,assault_lily,https://anime.assaultlily-pj.com/character/,OFFICIAL_ANIME_CHARACTER_ROSTER,"The official Assault Lily BOUQUET character page lists Egawa Kusumi (江川樟美) among the named characters of the Assault Lily project.",Exact matching catalog Character name in the official anime character roster.
endou_araya,assault_lily,https://anime.assaultlily-pj.com/character/,OFFICIAL_ANIME_CHARACTER_ROSTER,"The official Assault Lily BOUQUET character page lists Endou Araya (遠藤亜羅椰) among the named characters of the Assault Lily project.",Exact matching catalog Character name in the official anime character roster.
mashima_moyu,assault_lily,https://anime.assaultlily-pj.com/character/,OFFICIAL_ANIME_CHARACTER_ROSTER,"The official Assault Lily BOUQUET character page lists Mashima Moyu (真島百由) among the named characters of the Assault Lily project.",Exact matching catalog Character name in the official anime character roster.
tanaka_ichi,assault_lily,https://anime.assaultlily-pj.com/character/,OFFICIAL_ANIME_CHARACTER_ROSTER,"The official Assault Lily BOUQUET character page lists Tanaka Ichi (田中壱) among the named characters of the Assault Lily project.",Exact matching catalog Character name in the official anime character roster.
aizawa_kazuha,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Aizawa Kazuha (相澤一葉) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
futagawa_fumi,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Futagawa Fumi (二川二水) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
hatsukano_yo,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Hatsukano Yo (初鹿野瑤) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
iijima_renka,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Iijima Renka (飯島恋花) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
kuo_shenlin,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Kuo Shenlin (郭神琳) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
miyagawa_takane,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Miyagawa Takane (宮川高嶺) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
sadamori_himeka,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Sadamori Himeka (定盛姫歌) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
sasaki_ran,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Sasaki Ran (佐々木藍) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
serizawa_chikaru,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Serizawa Chikaru (芹沢千香瑠) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
tamba_akari,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Tamba Akari (丹羽灯莉) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
toki_kureha,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Toki Kureha (土岐紅巴) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
wang_yujia,assault_lily,https://assaultlily.jp/character/,OFFICIAL_GAME_CHARACTER_ROSTER,"The official Assault Lily Last Bullet character roster names Wang Yujia (王雨嘉) as a character in the Assault Lily project.",Exact matching catalog Character name in the official project game's named character roster.
