canonical_tag,home_copyright,evidence_url,evidence_type,evidence_claim,scope_note
calamaramon,digimon,https://digimon.net/reference/detail.php?directory_name=calamaramon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled カルマーラモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
culumon,digimon,https://digimon.net/reference/detail.php?directory_name=culumon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled CULUMON / クルモン and explicitly describes it as a Digimon with an individual profile.",Exact encyclopedia entity; direct HOME only.
picodevimon,digimon,https://digimon.net/reference/detail.php?directory_name=picodevimon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled ピコデビモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
pukamon,digimon,https://digimon.net/reference/detail.php?directory_name=pukamon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled プカモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
tunomon,digimon,https://digimon.net/reference/detail.php?directory_name=tunomon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled ツノモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
agnimon,digimon,https://digimon.net/reference/detail.php?directory_name=agnimon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled AGNIMON / アグニモン and classifies the named entity as a Digimon.",Exact encyclopedia entity; direct HOME only.
beelzebumon,digimon,https://digimon.net/reference/detail.php?directory_name=beelzebumon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled ベルゼブモン and describes Beelzebumon as a Digimon with its profile and attacks.",Exact encyclopedia entity; direct HOME only; no Beelzebumon Blast Mode inference.
blacktailmon,digimon,https://digimon.net/reference/detail.php?directory_name=blacktailmon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled ブラックテイルモン and provides its Digimon profile.",Exact encyclopedia entity; direct HOME only.
chibimon,digimon,https://digimon.net/reference/detail.php?directory_name=chibimon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled チビモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
duftmon,digimon,https://digimon.net/reference/detail.php?directory_name=duftmon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled DUFTMON / ドゥフトモン and identifies it as a Royal Knight Digimon.",Exact encyclopedia entity; direct HOME only.
