cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039547,mass_effect_3,Copyright,206,質量効果3,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,マスエフェクト 3,,OFFICIAL_TITLE,HIGH,https://www.ea.com/ja-jp/games/mass-effect/mass-effect-3-leviathan,EA日本語公式が関連ゲーム名を「マスエフェクト 3」と表記,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039550,sengoku_musou_4,Copyright,206,戦国無双4,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE,HIGH,https://www.gamecity.ne.jp/sengoku4/dx/,GAMECITY公式で『戦国無双４』を確認。表記差は全角数字のみで現表示を維持,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039581,lotus_eaters,Copyright,202,東方酔蝶華,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE,HIGH,https://www.kadokawa.co.jp/topics/15295/,KADOKAWA公式で『東方酔蝶華 ～ロータスイーター達の酔醒』を確認,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039629,phoenix_wright:_ace_attorney_-_justice_for_all,Copyright,198,逆転裁判2,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE,HIGH,https://www.capcom.co.jp/support/faq/full_platform_wii_gyakutensaiban2.html,カプコン公式サポートで「逆転裁判2」を確認,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039665,gensou_suikoden_iv,Copyright,194,幻想水滸伝iv,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,幻想水滸伝IV,,OFFICIAL_TITLE,HIGH,https://www.konami.com/games/jp/ja/products/gen4_ps2best_ps2/,KONAMI公式の商品名は「幻想水滸伝IV」,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039672,seirei_gensouki,Copyright,194,精霊幻想記,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE,HIGH,https://seireigensouki.com/,アニメ公式で「精霊幻想記」を確認,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-058019,kawasaki_tadataka,Artist,169,川崎直孝,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://chiochan.jp/products/,TVアニメ公式商品情報で「原作川崎直孝」を確認,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-058042,nakamura_tetsuya,Artist,169,中村哲也,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://www.kadokawa.co.jp/product/301510000155/,KADOKAWA公式著者表記「中村哲也」を確認,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-058200,aida_yuu,Artist,167,相田裕,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://www.kadokawa.co.jp/product/200111000255/,KADOKAWA公式著者表記「相田裕」を確認,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-058841,fujisaka_kimihiko,Artist,161,藤坂公彦,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://store.jp.square-enix.com/estore/g/gMNR0416-BOX/,スクウェア・エニックス公式商品説明で「藤坂公彦氏」を確認,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004633,amakusa_shirou_(fate),Character,701,天草四郎,天草四郎,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME,HIGH,https://news.fate-go.jp/2025/ordeal_call_4_pu2/,Fate/Grand Order公式で「天草四郎」を確認,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004647,mousse_(ranma_1/2),Character,699,ムース,ムース,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME,HIGH,https://ranma-pr.com/news/1276/,TVアニメ公式でキャラクター名「ムース」を確認,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004652,arsene_lupin_iii,Character,698,ルパン三世,ルパン三世,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME,HIGH,https://lupin-3rd.net/,公式サイトで「ルパン三世」を確認,PROPOSED
cycle-0004,4,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004748,cait_sith_(ff7),Character,682,ケット・シー,ケット・シー,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME,HIGH,https://www.jp.square-enix.com/ffvii_rebirth/character/caitsith.html,SQUARE ENIX公式キャラクターページで「ケット・シー」を確認,PROPOSED
