identity_key,candidate_state,human_intent,review_note
bib_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
brown_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
brown_sailor_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
flower_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
fluffy_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
fold-over_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
frilled_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
frilled_dress_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
frilled_sailor_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
frilled_shirt_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
fur-trimmed_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
fur_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
gold_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
green_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
leather_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
linked_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
mandarin_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
medici_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
metal_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
orange_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
orange_sailor_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
over_the_collar_(idolmaster),FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
padlocked_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
puffy_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
purple_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
purple_sailor_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
red_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
red_sailor_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
silver_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
two-tone_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
white_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
white_sailor_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
yellow_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
yellow_sailor_collar,FULL_REVIEW_EVERYDAY_RESTRAINT_FLAG_V52,,
