cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-036709,world_cup,Copyright,1767,ワールドカップ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,FIFAワールドカップ,,SEED_VERIFIED,HIGH,https://www.fifa.com/ja/tournaments/mens/worldcup/canadamexicousa2026/news,FIFA official Japanese World Cup surface consistently uses FIFAワールドカップ; current ワールドカップ is too generic.,PROPOSED
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037288,koumajou_densetsu,Copyright,844,紅魔城伝説 緋色の交響曲,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,紅魔城レミリア 緋色の交響曲,,SEED_VERIFIED,HIGH,https://www.youtube.com/watch?v=01tHkoatrCs,CFK official promotion identifies the title as 紅魔城レミリア 緋色の交響曲; current display omits レミリア.,PROPOSED
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037527,hololive_dreams,Copyright,654,ホロライブドリームス,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,hololive Dreams,ホロライブドリームス | ホロドリ,SEED_VERIFIED,HIGH,https://hololive.hololivepro.com/news/20260723-01-401/,hololive official release uses hololive Dreams and gives ホロライブドリームス plus official abbreviation ホロドリ.,PROPOSED
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037531,homestuck,Copyright,651,ホームスタック,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,Homestuck,,SEED_VERIFIED,HIGH,https://homestuck.com/,Creator-owned official site uses Homestuck; no verified Japanese localized title supports ホームスタック.,PROPOSED
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037536,starward,Copyright,649,星の翼,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://apps.apple.com/jp/app/%E6%98%9F%E3%81%AE%E7%BF%BC/id6654894830,Official Japanese distribution by SINGAPORE SHENGTIAN NETWORK TECHNOLOGY uses 星の翼 exactly.,PROPOSED
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037537,ef_(visual_novel),Copyright,648,ef - a fairy tale of the two.,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://www.kadokawa.co.jp/product/310667900010/,KADOKAWA official publication page explicitly identifies the source PC game as ef - a fairy tale of the two.; current display is exact.,PROPOSED
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037586,bang_dream!_our_notes,Copyright,624,アワーノーツ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,BanG Dream! Our Notes,アワーノーツ | バンドリ！アワーノーツ,SEED_VERIFIED,HIGH,https://bang-dream.com/news/2278/,BanG Dream official site uses BanG Dream! Our Notes and the Japanese reading バンドリ！アワーノーツ; current display is only the short reading.,PROPOSED
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037594,mahou_shoujo_ikusei_keikaku_unmarked,Copyright,622,魔法少女育成計画 unmarked,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,魔法少女育成計画,,SEED_VERIFIED,HIGH,https://store.tkj.jp/shopdetail/000000006876/,Takarajimasha official first-volume page uses 魔法少女育成計画; unmarked is a Danbooru discriminator and not part of the work title.,PROPOSED
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037655,blackpink,Copyright,592,BLACKPINK,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://ygfamily.com/jp/artists/blackpink/profile,YG Entertainment official Japanese profile uses BLACKPINK exactly.,PROPOSED
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037932,transformers_(live_action),Copyright,482,トランスフォーマー（実写映画）,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://paramount.jp/transformers/,Paramount official Japanese franchise site groups the live-action Transformers films under トランスフォーマー; existing parenthetical safely preserves the tag scope.,PROPOSED
cycle-0001,1,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037977,gfriend,Copyright,467,GFRIEND,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://weverse.io/gfriend/highlight,Official GFRIEND artist surface uses GFRIEND exactly; current display is identity-safe.,PROPOSED
