cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,review_status,review_reason,evidence_refs,audit_note
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005877,marche_lorraine's_puppet,Character,536,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005885,van_gogh_(first_ascension)_(fate),Character,536,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005886,abyssal_admiral_(kancolle),Character,535,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005892,hoozuki_(hoozuki_no_reitetsu),Character,535,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005895,mortenax_blade_(honkai:_star_rail),Character,535,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005903,hungry_nun_(diva),Character,534,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005906,saegusa_akina,Character,534,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005910,kylar_(male)_(degrees_of_lewdity),Character,533,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005928,gecqua,Character,531,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005933,yangyang_(xuanling)_(wuthering_waves),Character,531,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-005943,kama_(assassin)_(third_ascension)_(fate),Character,529,REVIEWED_UNRESOLVED,Bounded first-party evidence check did not establish a HIGH-confidence official Japanese identity/name.,,Single reasonable pass completed; deferred rather than guessing.
