"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-004501","jade_(honkai:_star_rail)","4","Character","727","","","","ジェイド(スターレイル)","","","[{""copyright"":""honkai:_star_rail"",""co_posts"":699,""character_coverage"":1.0},{""copyright"":""honkai_(series)"",""co_posts"":699,""character_coverage"":1.0},{""copyright"":""fate_(series)"",""co_posts"":6,""character_coverage"":0.008584},{""copyright"":""mihoyo"",""co_posts"":6,""character_coverage"":0.008584},{""copyright"":""fate/stay_night"",""co_posts"":5,""character_coverage"":0.007153}]","","","PENDING",""
"I70-004502","sasha_blouse","4","Character","727","sasha_braus,sasha_browse","sasha braus | sasha browse","","サシャ・ブラウス","芋女","","[{""copyright"":""shingeki_no_kyojin"",""co_posts"":677,""character_coverage"":1.0},{""copyright"":""perfume_(band)"",""co_posts"":7,""character_coverage"":0.01034},{""copyright"":""bocchi_the_rock!"",""co_posts"":4,""character_coverage"":0.005908},{""copyright"":""kantai_collection"",""co_posts"":4,""character_coverage"":0.005908},{""copyright"":""vocaloid"",""co_posts"":4,""character_coverage"":0.005908}]","","","PENDING",""
"I70-004503","son_biten","4","Character","727","","","","","孙美天 | 孫美天","손미천 | 손비텐","[{""copyright"":""touhou"",""co_posts"":668,""character_coverage"":1.0},{""copyright"":""unfinished_dream_of_all_living_ghost"",""co_posts"":134,""character_coverage"":0.200599},{""copyright"":""touhou_(pc-98)"",""co_posts"":13,""character_coverage"":0.019461},{""copyright"":""dragon_ball"",""co_posts"":12,""character_coverage"":0.017964},{""copyright"":""touhou_lostword"",""co_posts"":11,""character_coverage"":0.016467}]","","","PENDING",""
"I70-004504","aokumo_rin","4","Character","726","","","","","青雲凛","","[{""copyright"":""stellive"",""co_posts"":667,""character_coverage"":1.0},{""copyright"":""blue_archive"",""co_posts"":4,""character_coverage"":0.005997},{""copyright"":""chainsaw_man"",""co_posts"":3,""character_coverage"":0.004498},{""copyright"":""hololive"",""co_posts"":3,""character_coverage"":0.004498},{""copyright"":""hololive_english"",""co_posts"":3,""character_coverage"":0.004498}]","","","PENDING",""
"I70-004505","flayn_(fire_emblem)","4","Character","726","","","","フレン | フレン(FE)","","","[{""copyright"":""fire_emblem"",""co_posts"":674,""character_coverage"":1.0},{""copyright"":""fire_emblem:_three_houses"",""co_posts"":672,""character_coverage"":0.997033},{""copyright"":""fire_emblem_heroes"",""co_posts"":108,""character_coverage"":0.160237},{""copyright"":""fire_emblem_fates"",""co_posts"":20,""character_coverage"":0.029674},{""copyright"":""fire_emblem_warriors:_three_hopes"",""co_posts"":16,""character_coverage"":0.023739}]","","","PENDING",""
"I70-004506","kariya_masaki","4","Character","726","","","","","狩屋マサキ","","[{""copyright"":""inazuma_eleven_(series)"",""co_posts"":710,""character_coverage"":1.0},{""copyright"":""inazuma_eleven_go"",""co_posts"":706,""character_coverage"":0.994366},{""copyright"":""inazuma_eleven_go_chrono_stone"",""co_posts"":43,""character_coverage"":0.060563},{""copyright"":""inazuma_eleven"",""co_posts"":35,""character_coverage"":0.049296},{""copyright"":""inazuma_eleven_go_galaxy"",""co_posts"":8,""character_coverage"":0.011268}]","","","PENDING",""
"I70-004507","mars_(cookie)","4","Character","726","","","","","MZ姉貴","","[{""copyright"":""cookie_(touhou)"",""co_posts"":694,""character_coverage"":1.0},{""copyright"":""touhou"",""co_posts"":694,""character_coverage"":1.0},{""copyright"":""pokemon"",""co_posts"":112,""character_coverage"":0.161383},{""copyright"":""manatsu_no_yo_no_inmu"",""co_posts"":51,""character_coverage"":0.073487},{""copyright"":""niconico"",""co_posts"":10,""character_coverage"":0.014409}]","","","PENDING",""
"I70-004508","oosawa_aya","4","Character","726","","","","","大沢綾","","[{""copyright"":""kininatteru_hito_ga_otoko_ja_nakatta"",""co_posts"":719,""character_coverage"":1.0},{""copyright"":""nirvana_(band)"",""co_posts"":45,""character_coverage"":0.062587},{""copyright"":""gorillaz"",""co_posts"":6,""character_coverage"":0.008345},{""copyright"":""radiohead_(band)"",""co_posts"":6,""character_coverage"":0.008345},{""copyright"":""alien_stage"",""co_posts"":5,""character_coverage"":0.006954}]","","","PENDING",""
"I70-004509","sebastian_michaelis","4","Character","726","","","","セバスチャン・ミカエリス","塞巴斯蒂安·米卡利斯 | 塞巴斯蒂安米卡利斯","","[{""copyright"":""kuroshitsuji"",""co_posts"":669,""character_coverage"":1.0},{""copyright"":""final_fantasy"",""co_posts"":5,""character_coverage"":0.007474},{""copyright"":""fullmetal_alchemist"",""co_posts"":5,""character_coverage"":0.007474},{""copyright"":""touhou"",""co_posts"":5,""character_coverage"":0.007474},{""copyright"":""axis_powers_hetalia"",""co_posts"":4,""character_coverage"":0.005979}]","","","PENDING",""
"I70-004510","aesc_(rain_witch)_(fate)","4","Character","725","tonelico_(first_ascension)_(fate)","tonelico (first ascension) (fate)","","","雨の魔女トネリコ","","[{""copyright"":""fate/grand_order"",""co_posts"":696,""character_coverage"":1.0},{""copyright"":""fate_(series)"",""co_posts"":696,""character_coverage"":1.0},{""copyright"":""comiket_103"",""co_posts"":2,""character_coverage"":0.002874},{""copyright"":""fate/apocrypha"",""co_posts"":2,""character_coverage"":0.002874},{""copyright"":""fate/extra"",""co_posts"":2,""character_coverage"":0.002874}]","","","PENDING",""
"I70-004511","izumi_(blue_archive)","4","Character","725","shishidou_izumi","shishidou izumi","","獅子堂イズミ","","시시도우이즈미","[{""copyright"":""blue_archive"",""co_posts"":705,""character_coverage"":1.0},{""copyright"":""vocaloid"",""co_posts"":8,""character_coverage"":0.011348},{""copyright"":""mcdonald's"",""co_posts"":3,""character_coverage"":0.004255},{""copyright"":""blue_archive_the_animation"",""co_posts"":2,""character_coverage"":0.002837},{""copyright"":""doom_(series)"",""co_posts"":2,""character_coverage"":0.002837}]","","","PENDING",""
"I70-004512","kasugano_urara_(precure)","4","Character","725","kasugano_urara_(yes!_precure_5)","kasugano urara (yes! precure 5)","","","春日野うらら","","[{""copyright"":""precure"",""co_posts"":669,""character_coverage"":1.0},{""copyright"":""yes!_precure_5"",""co_posts"":668,""character_coverage"":0.998505},{""copyright"":""yes!_precure_5_gogo!"",""co_posts"":296,""character_coverage"":0.442451},{""copyright"":""fresh_precure!"",""co_posts"":139,""character_coverage"":0.207773},{""copyright"":""futari_wa_precure"",""co_posts"":132,""character_coverage"":0.197309}]","","","PENDING",""
"I70-004513","selvaria_bles","4","Character","725","","","","セルベリア | セルベリア・ブレス","","","[{""copyright"":""senjou_no_valkyria_(series)"",""co_posts"":631,""character_coverage"":1.0},{""copyright"":""senjou_no_valkyria_1"",""co_posts"":429,""character_coverage"":0.679873},{""copyright"":""senjou_no_valkyria_2"",""co_posts"":17,""character_coverage"":0.026941},{""copyright"":""senjou_no_valkyria_3"",""co_posts"":16,""character_coverage"":0.025357},{""copyright"":""fate_(series)"",""co_posts"":9,""character_coverage"":0.014263}]","","","PENDING",""
"I70-004514","zdrada_(helltaker)","4","Character","725","","","","ズドラーダ | ズドラーダ_(helltaker)","","","[{""copyright"":""helltaker"",""co_posts"":603,""character_coverage"":1.0},{""copyright"":""doom_(series)"",""co_posts"":3,""character_coverage"":0.004975},{""copyright"":""fate_(series)"",""co_posts"":3,""character_coverage"":0.004975},{""copyright"":""team_fortress_2"",""co_posts"":3,""character_coverage"":0.004975},{""copyright"":""apple_inc."",""co_posts"":2,""character_coverage"":0.003317}]","","","PENDING",""
"I70-004515","alcina_dimitrescu","4","Character","724","dimitrescu,lady_dimitrescu","dimitrescu | lady dimitrescu","","オルチーナ・ドミトレスク | ドミトレスク","","LadyDimitrescu","[{""copyright"":""resident_evil"",""co_posts"":580,""character_coverage"":0.998279},{""copyright"":""resident_evil_village"",""co_posts"":570,""character_coverage"":0.981067},{""copyright"":""resident_evil_4"",""co_posts"":29,""character_coverage"":0.049914},{""copyright"":""resident_evil_4_(remake)"",""co_posts"":26,""character_coverage"":0.04475},{""copyright"":""capcom"",""co_posts"":17,""character_coverage"":0.02926}]","","","PENDING",""
"I70-004516","eldridge_(azur_lane)","4","Character","724","","","","エルドリッジ | エルドリッジ(アズールレーン)","埃尔德里奇(碧蓝航线)","","[{""copyright"":""azur_lane"",""co_posts"":708,""character_coverage"":1.0},{""copyright"":""minecraft"",""co_posts"":6,""character_coverage"":0.008475},{""copyright"":""kobayashi-san_chi_no_maidragon"",""co_posts"":3,""character_coverage"":0.004237},{""copyright"":""back_to_the_future"",""co_posts"":2,""character_coverage"":0.002825},{""copyright"":""blue_archive"",""co_posts"":2,""character_coverage"":0.002825}]","","","PENDING",""
"I70-004517","germany_(hetalia)","4","Character","724","ludwig_(hetalia)","ludwig (hetalia)","","ルートヴィッヒ","","","[{""copyright"":""axis_powers_hetalia"",""co_posts"":686,""character_coverage"":1.0},{""copyright"":""world_cup"",""co_posts"":19,""character_coverage"":0.027697},{""copyright"":""2010_fifa_world_cup"",""co_posts"":16,""character_coverage"":0.023324},{""copyright"":""kantai_collection"",""co_posts"":13,""character_coverage"":0.01895},{""copyright"":""vocaloid"",""co_posts"":8,""character_coverage"":0.011662}]","","","PENDING",""
"I70-004518","mipha","4","Character","724","","","","ミファー","","","[{""copyright"":""the_legend_of_zelda"",""co_posts"":683,""character_coverage"":1.0},{""copyright"":""the_legend_of_zelda:_breath_of_the_wild"",""co_posts"":674,""character_coverage"":0.986823},{""copyright"":""hyrule_warriors:_age_of_calamity"",""co_posts"":36,""character_coverage"":0.052709},{""copyright"":""the_legend_of_zelda:_tears_of_the_kingdom"",""co_posts"":25,""character_coverage"":0.036603},{""copyright"":""the_legend_of_zelda:_ocarina_of_time"",""co_posts"":22,""character_coverage"":0.032211}]","","","PENDING",""
"I70-004519","phainon_(flame_reaver)_(honkai:_star_rail)","4","Character","724","flame_reaver_of_the_deepest_dark","flame reaver of the deepest dark","","","フレイムスティーラー","","[{""copyright"":""honkai:_star_rail"",""co_posts"":589,""character_coverage"":1.0},{""copyright"":""honkai_(series)"",""co_posts"":589,""character_coverage"":1.0},{""copyright"":""fate_(series)"",""co_posts"":6,""character_coverage"":0.010187},{""copyright"":""fate/stay_night"",""co_posts"":5,""character_coverage"":0.008489},{""copyright"":""fate/unlimited_blade_works"",""co_posts"":3,""character_coverage"":0.005093}]","","","PENDING",""
"I70-004520","white_pikmin","4","Character","724","","","","","白ピクミン","","[{""copyright"":""pikmin_(series)"",""co_posts"":707,""character_coverage"":1.0},{""copyright"":""pikmin_2"",""co_posts"":61,""character_coverage"":0.08628},{""copyright"":""pikmin_4"",""co_posts"":59,""character_coverage"":0.083451},{""copyright"":""super_smash_bros."",""co_posts"":40,""character_coverage"":0.056577},{""copyright"":""pikmin_bloom"",""co_posts"":28,""character_coverage"":0.039604}]","","","PENDING",""
"I70-004521","gareth_(fate)","4","Character","723","gareth_(fate/grand_order)","gareth (fate/grand order)","","ガレス(Fate)","","","[{""copyright"":""fate_(series)"",""co_posts"":690,""character_coverage"":1.0},{""copyright"":""fate/grand_order"",""co_posts"":688,""character_coverage"":0.997101},{""copyright"":""fate/apocrypha"",""co_posts"":17,""character_coverage"":0.024638},{""copyright"":""fate/extra"",""co_posts"":17,""character_coverage"":0.024638},{""copyright"":""learning_with_manga!_fgo"",""co_posts"":15,""character_coverage"":0.021739}]","","","PENDING",""
"I70-004522","hinoka_(fire_emblem)","4","Character","723","hinoka_(fire_emblem_if)","hinoka (fire emblem if)","","ヒノカ","","","[{""copyright"":""fire_emblem"",""co_posts"":650,""character_coverage"":1.0},{""copyright"":""fire_emblem_fates"",""co_posts"":650,""character_coverage"":1.0},{""copyright"":""fire_emblem_heroes"",""co_posts"":163,""character_coverage"":0.250769},{""copyright"":""fire_emblem_awakening"",""co_posts"":27,""character_coverage"":0.041538},{""copyright"":""fire_emblem_cipher"",""co_posts"":25,""character_coverage"":0.038462}]","","","PENDING",""
"I70-004523","ines_fujin_(umamusume)","4","Character","723","","","","アイネスフウジン | アイネスフウジン(ウマ娘) | アイネス私服 | オールタイム・フィーバー | パイネスフウジン","","","[{""copyright"":""umamusume"",""co_posts"":690,""character_coverage"":1.0},{""copyright"":""umamusume:_cinderella_gray"",""co_posts"":10,""character_coverage"":0.014493},{""copyright"":""uber_eats"",""co_posts"":7,""character_coverage"":0.010145},{""copyright"":""idolmaster"",""co_posts"":5,""character_coverage"":0.007246},{""copyright"":""idolmaster_cinderella_girls"",""co_posts"":4,""character_coverage"":0.005797}]","","","PENDING",""
"I70-004524","kawashima_ami","4","Character","723","","","","","川嶋亜美","","[{""copyright"":""toradora!"",""co_posts"":651,""character_coverage"":1.0},{""copyright"":""suzumiya_haruhi_no_yuuutsu"",""co_posts"":8,""character_coverage"":0.012289},{""copyright"":""megami_magazine"",""co_posts"":5,""character_coverage"":0.00768},{""copyright"":""vocaloid"",""co_posts"":5,""character_coverage"":0.00768},{""copyright"":""k-on!"",""co_posts"":4,""character_coverage"":0.006144}]","","","PENDING",""
"I70-004525","miraidon","4","Character","723","","","","ミライドン","","","[{""copyright"":""pokemon"",""co_posts"":696,""character_coverage"":1.0},{""copyright"":""pokemon_scarlet_and_violet"",""co_posts"":310,""character_coverage"":0.445402},{""copyright"":""vocaloid"",""co_posts"":63,""character_coverage"":0.090517},{""copyright"":""project_voltage"",""co_posts"":62,""character_coverage"":0.08908},{""copyright"":""pokemon_sun_and_moon"",""co_posts"":16,""character_coverage"":0.022989}]","","","PENDING",""
"I70-004526","player_character_(female)_(degrees_of_lewdity)","4","Character","723","","","","","","","[{""copyright"":""degrees_of_lewdity"",""co_posts"":560,""character_coverage"":1.0},{""copyright"":""original"",""co_posts"":166,""character_coverage"":0.296429},{""copyright"":""sanrio"",""co_posts"":2,""character_coverage"":0.003571},{""copyright"":""the_kiss"",""co_posts"":2,""character_coverage"":0.003571},{""copyright"":""aishite_aishite_aishite_(vocaloid)"",""co_posts"":1,""character_coverage"":0.001786}]","","","PENDING",""
"I70-004527","riliane_lucifen_d'autriche","4","Character","723","","","","リリアンヌ=ルシフェン=ドートゥリシュ","","","[{""copyright"":""vocaloid"",""co_posts"":692,""character_coverage"":0.998557},{""copyright"":""evillious_nendaiki"",""co_posts"":664,""character_coverage"":0.958153},{""copyright"":""aku_no_musume_(vocaloid)"",""co_posts"":573,""character_coverage"":0.82684},{""copyright"":""aku_no_meshitsukai_(vocaloid)"",""co_posts"":311,""character_coverage"":0.448773},{""copyright"":""miku_symphony_(vocaloid)"",""co_posts"":54,""character_coverage"":0.077922}]","","","PENDING",""
"I70-004528","sweety_(zenless_zone_zero)","4","Character","723","","","","","紅豆(ゼンゼロ)","","[{""copyright"":""zenless_zone_zero"",""co_posts"":684,""character_coverage"":1.0},{""copyright"":""hololive"",""co_posts"":2,""character_coverage"":0.002924},{""copyright"":""blue_archive"",""co_posts"":1,""character_coverage"":0.001462},{""copyright"":""comiket_107"",""co_posts"":1,""character_coverage"":0.001462},{""copyright"":""limbus_company"",""co_posts"":1,""character_coverage"":0.001462}]","","","PENDING",""
"I70-004529","tristan_(fate)","4","Character","723","tristan_(fate/grand_order)","tristan (fate/grand order)","","トリスタン(Fate)","","","[{""copyright"":""fate_(series)"",""co_posts"":706,""character_coverage"":1.0},{""copyright"":""fate/grand_order"",""co_posts"":705,""character_coverage"":0.998584},{""copyright"":""fate/extra"",""co_posts"":105,""character_coverage"":0.148725},{""copyright"":""fate/apocrypha"",""co_posts"":63,""character_coverage"":0.089235},{""copyright"":""fate/stay_night"",""co_posts"":53,""character_coverage"":0.075071}]","","","PENDING",""
"I70-004530","gummy_(arknights)","4","Character","722","","","","グム | グム(アークナイツ) | リム","古米","rym | Гум","[{""copyright"":""arknights"",""co_posts"":708,""character_coverage"":1.0},{""copyright"":""rainbow_six_siege"",""co_posts"":8,""character_coverage"":0.011299},{""copyright"":""dungeon_meshi"",""co_posts"":5,""character_coverage"":0.007062},{""copyright"":""a_deer_of_nine_colors"",""co_posts"":3,""character_coverage"":0.004237},{""copyright"":""bilibili"",""co_posts"":3,""character_coverage"":0.004237}]","","","PENDING",""
"I70-004531","hitotsuyanagi_riri","4","Character","722","","","","","一柳梨璃","","[{""copyright"":""assault_lily"",""co_posts"":713,""character_coverage"":1.0},{""copyright"":""megami_magazine"",""co_posts"":7,""character_coverage"":0.009818},{""copyright"":""yuuki_yuuna_wa_yuusha_de_aru"",""co_posts"":5,""character_coverage"":0.007013},{""copyright"":""yuusha_de_aru"",""co_posts"":5,""character_coverage"":0.007013},{""copyright"":""fate_(series)"",""co_posts"":4,""character_coverage"":0.00561}]","","","PENDING",""
"I70-004532","judith_(tales)","4","Character","722","judith","judith","","ジュディス","","","[{""copyright"":""tales_of_(series)"",""co_posts"":670,""character_coverage"":0.997024},{""copyright"":""tales_of_vesperia"",""co_posts"":670,""character_coverage"":0.997024},{""copyright"":""tales_of_asteria"",""co_posts"":33,""character_coverage"":0.049107},{""copyright"":""tales_of_the_abyss"",""co_posts"":27,""character_coverage"":0.040179},{""copyright"":""tales_of_symphonia"",""co_posts"":18,""character_coverage"":0.026786}]","","","PENDING",""
"I70-004533","pawmi","4","Character","722","","","","パモ","","","[{""copyright"":""pokemon"",""co_posts"":691,""character_coverage"":1.0},{""copyright"":""pokemon_scarlet_and_violet"",""co_posts"":239,""character_coverage"":0.345876},{""copyright"":""pokemon_(anime)"",""co_posts"":23,""character_coverage"":0.033285},{""copyright"":""original"",""co_posts"":18,""character_coverage"":0.026049},{""copyright"":""pokemon_horizons"",""co_posts"":10,""character_coverage"":0.014472}]","","","PENDING",""
"I70-004534","riko_(made_in_abyss)","4","Character","722","","","","リコ | リコ(メイドインアビス)","","","[{""copyright"":""made_in_abyss"",""co_posts"":677,""character_coverage"":1.0},{""copyright"":""hololive"",""co_posts"":4,""character_coverage"":0.005908},{""copyright"":""hololive_english"",""co_posts"":3,""character_coverage"":0.004431},{""copyright"":""pokemon"",""co_posts"":3,""character_coverage"":0.004431},{""copyright"":""animal_crossing"",""co_posts"":2,""character_coverage"":0.002954}]","","","PENDING",""
"I70-004535","zinnia_(pokemon)","4","Character","722","higana_(pokemon)","higana (pokemon)","","ヒガナ | ヒガナ(ポケモン)","","","[{""copyright"":""pokemon"",""co_posts"":637,""character_coverage"":1.0},{""copyright"":""pokemon_omega_ruby_and_alpha_sapphire"",""co_posts"":600,""character_coverage"":0.941915},{""copyright"":""pokemon_masters_ex"",""co_posts"":55,""character_coverage"":0.086342},{""copyright"":""pokemon_heartgold_and_soulsilver"",""co_posts"":19,""character_coverage"":0.029827},{""copyright"":""pokemon_black_and_white"",""co_posts"":14,""character_coverage"":0.021978}]","","","PENDING",""
"I70-004536","chel_(el_dorado)","4","Character","721","chel_(the_road_to_el_dorado)","chel (the road to el dorado)","","","チェル(エル・ドラド)","","[{""copyright"":""the_road_to_el_dorado"",""co_posts"":510,""character_coverage"":0.998043},{""copyright"":""atlantis:_the_lost_empire"",""co_posts"":10,""character_coverage"":0.019569},{""copyright"":""boku_no_hero_academia"",""co_posts"":8,""character_coverage"":0.015656},{""copyright"":""original"",""co_posts"":7,""character_coverage"":0.013699},{""copyright"":""lilo_&_stitch"",""co_posts"":6,""character_coverage"":0.011742}]","","","PENDING",""
"I70-004537","nelliel_tu_odelschwanck","4","Character","721","nelliel,nel_tu,neliel_tu_oderschvank","nel tu | neliel tu oderschvank | nelliel","","ネリエル | ネリエル・トゥ・オーデルシュヴァンク","","","[{""copyright"":""bleach"",""co_posts"":596,""character_coverage"":1.0},{""copyright"":""bleach:_sennen_kessen-hen"",""co_posts"":79,""character_coverage"":0.13255},{""copyright"":""bleach:_brave_souls"",""co_posts"":25,""character_coverage"":0.041946},{""copyright"":""bleach:_the_high_school_warfare"",""co_posts"":16,""character_coverage"":0.026846},{""copyright"":""bleach:_epilogue"",""co_posts"":11,""character_coverage"":0.018456}]","","","PENDING",""
"I70-004538","raiden_mei_(apho)","4","Character","721","","","","","雷电芽衣 | 雷電芽衣(後崩壊書)","raidenmei","[{""copyright"":""honkai_(series)"",""co_posts"":667,""character_coverage"":1.0},{""copyright"":""honkai_impact_3rd"",""co_posts"":667,""character_coverage"":1.0},{""copyright"":""honkai:_star_rail"",""co_posts"":31,""character_coverage"":0.046477},{""copyright"":""mihoyo"",""co_posts"":20,""character_coverage"":0.029985},{""copyright"":""genshin_impact"",""co_posts"":18,""character_coverage"":0.026987}]","","","PENDING",""
"I70-004539","shannon_(umineko)","4","Character","721","","","","","紗音","","[{""copyright"":""umineko_no_naku_koro_ni"",""co_posts"":679,""character_coverage"":0.998529},{""copyright"":""higurashi_no_naku_koro_ni"",""co_posts"":28,""character_coverage"":0.041176},{""copyright"":""ougon_musou_kyoku"",""co_posts"":8,""character_coverage"":0.011765},{""copyright"":""touhou"",""co_posts"":6,""character_coverage"":0.008824},{""copyright"":""dawn_of_the_golden_witch"",""co_posts"":4,""character_coverage"":0.005882}]","","","PENDING",""
"I70-004540","akatsuki_kai_ni_(kancolle)","4","Character","720","","","","","暁改二","","[{""copyright"":""kantai_collection"",""co_posts"":708,""character_coverage"":1.0},{""copyright"":""escape_from_tarkov"",""co_posts"":7,""character_coverage"":0.009887},{""copyright"":""gundam"",""co_posts"":3,""character_coverage"":0.004237},{""copyright"":""kamen_rider"",""co_posts"":3,""character_coverage"":0.004237},{""copyright"":""azur_lane"",""co_posts"":2,""character_coverage"":0.002825}]","","","PENDING",""
"I70-004541","testament_(guilty_gear)","4","Character","720","","","","テスタメント | テスタメント(ギルティギア)","","","[{""copyright"":""guilty_gear"",""co_posts"":630,""character_coverage"":1.0},{""copyright"":""guilty_gear_strive"",""co_posts"":462,""character_coverage"":0.733333},{""copyright"":""guilty_gear_xx"",""co_posts"":86,""character_coverage"":0.136508},{""copyright"":""guilty_gear_x"",""co_posts"":37,""character_coverage"":0.05873},{""copyright"":""guilty_gear_xrd"",""co_posts"":27,""character_coverage"":0.042857}]","","","PENDING",""
"I70-004542","yamagou_ayumi","4","Character","720","","","","ウサギさんチーム | 山郷あゆみ","","","[{""copyright"":""girls_und_panzer"",""co_posts"":669,""character_coverage"":1.0},{""copyright"":""girls_und_panzer_motto_love_love_sakusen_desu!"",""co_posts"":30,""character_coverage"":0.044843},{""copyright"":""girls_und_panzer_senshadou_daisakusen!"",""co_posts"":20,""character_coverage"":0.029895},{""copyright"":""gekitotsu!_joshikousei_oiroke_sensha_gundan"",""co_posts"":17,""character_coverage"":0.025411},{""copyright"":""girls_und_panzer_gekijouban"",""co_posts"":3,""character_coverage"":0.004484}]","","","PENDING",""
"I70-004543","hiei_kai_ni_(kancolle)","4","Character","719","","","","","hiei kai ni（kancolle）","","[{""copyright"":""kantai_collection"",""co_posts"":711,""character_coverage"":1.0},{""copyright"":""dragon_ball"",""co_posts"":13,""character_coverage"":0.018284},{""copyright"":""dragon_ball_z"",""co_posts"":12,""character_coverage"":0.016878},{""copyright"":""idolmaster"",""co_posts"":4,""character_coverage"":0.005626},{""copyright"":""idolmaster_cinderella_girls"",""co_posts"":4,""character_coverage"":0.005626}]","","","PENDING",""
"I70-004544","hikigaya_hachiman","4","Character","719","","","","ヒッキー","八結 | 八雪 | 比企谷八幡","","[{""copyright"":""yahari_ore_no_seishun_lovecome_wa_machigatteiru."",""co_posts"":673,""character_coverage"":1.0},{""copyright"":""seishun_buta_yarou"",""co_posts"":5,""character_coverage"":0.007429},{""copyright"":""youkoso_jitsuryoku_shijou_shugi_no_kyoushitsu_e"",""co_posts"":4,""character_coverage"":0.005944},{""copyright"":""chiba_lotte_marines"",""co_posts"":3,""character_coverage"":0.004458},{""copyright"":""fate_(series)"",""co_posts"":3,""character_coverage"":0.004458}]","","","PENDING",""
"I70-004545","kaori_(splatoon)","4","Character","719","","","","","","","[{""copyright"":""splatoon_(series)"",""co_posts"":587,""character_coverage"":0.989882},{""copyright"":""splatoon_1"",""co_posts"":361,""character_coverage"":0.608769},{""copyright"":""super_smash_bros."",""co_posts"":110,""character_coverage"":0.185497},{""copyright"":""mario_(series)"",""co_posts"":77,""character_coverage"":0.129848},{""copyright"":""pokemon"",""co_posts"":58,""character_coverage"":0.097808}]","","","PENDING",""
"I70-004546","karyl_(summer)_(princess_connect!)","4","Character","719","","","","","キャル(サマー)","","[{""copyright"":""princess_connect!"",""co_posts"":710,""character_coverage"":1.0},{""copyright"":""rwby"",""co_posts"":2,""character_coverage"":0.002817},{""copyright"":""animedia"",""co_posts"":1,""character_coverage"":0.001408},{""copyright"":""dragon_ball"",""co_posts"":1,""character_coverage"":0.001408},{""copyright"":""love_live!"",""co_posts"":1,""character_coverage"":0.001408}]","","","PENDING",""
"I70-004547","nekomiya_hinata","4","Character","719","","","","ルーブルひなた | 猫宮ひなた","","HinataCat","[{""copyright"":""hinata_channel"",""co_posts"":693,""character_coverage"":0.997122},{""copyright"":""mirai_akari_project"",""co_posts"":25,""character_coverage"":0.035971},{""copyright"":""hololive"",""co_posts"":24,""character_coverage"":0.034532},{""copyright"":""nijisanji"",""co_posts"":22,""character_coverage"":0.031655},{""copyright"":""kemomimi_oukoku_kokuei_housou"",""co_posts"":21,""character_coverage"":0.030216}]","","","PENDING",""
"I70-004548","rhein_kraft_(umamusume)","4","Character","719","","","","ラインクラフト | ラインクラフト(ウマ娘)","","","[{""copyright"":""umamusume"",""co_posts"":687,""character_coverage"":1.0},{""copyright"":""pakatube"",""co_posts"":15,""character_coverage"":0.021834},{""copyright"":""real_life"",""co_posts"":10,""character_coverage"":0.014556},{""copyright"":""minecraft"",""co_posts"":9,""character_coverage"":0.0131},{""copyright"":""cygames"",""co_posts"":6,""character_coverage"":0.008734}]","","","PENDING",""
