"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-078001","hinokey_(hinokey0126)","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078002","hiragi_murasaki","1","Artist","74","purple_(jobseeking)","purple (jobseeking)","","","パープル（求人）","","","","","PENDING",""
"I70-078003","hirama_hirokazu","1","Artist","74","","","","","hirama hirokazu","","","","","PENDING",""
"I70-078004","hiromin","1","Artist","74","","","","","ヒロミン","","","","","PENDING",""
"I70-078005","hirose_(10011)","1","Artist","74","hrs_1001","hrs 1001","","","Hirose（10011）","","","","","PENDING",""
"I70-078006","hoki11","1","Artist","74","weibo_3296367455","weibo 3296367455","","","","","","","","PENDING",""
"I70-078007","homura_(haku89)","1","Artist","74","","","","","ホムラ（haku89）","","","","","PENDING",""
"I70-078008","honya_lala","1","Artist","74","","","","","Honya Lala","","","","","PENDING",""
"I70-078009","hooh_lin","1","Artist","74","ho-oh_(artist)","ho-oh (artist)","","","","","","","","PENDING",""
"I70-078010","hoonzino","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078011","hotaru_sen","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078012","hscatter","1","Artist","74","","","","","hscatter","","","","","PENDING",""
"I70-078013","hyokun1004","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078014","hyuu_(sing-dog)","1","Artist","74","","","","","ヒュー（シングドッグ）","","","","","PENDING",""
"I70-078015","ia_(ilwmael9)","1","Artist","74","","","","","IA（ilwmael9）","","","","","PENDING",""
"I70-078016","igawa_hikaru","1","Artist","74","igawa_(460180189)","igawa (460180189)","","","","","","","","PENDING",""
"I70-078017","illustica_phantom","1","Artist","74","","","","","イルスティカ・ファントム","","","","","PENDING",""
"I70-078018","ivizard","1","Artist","74","imavizard","imavizard","","","","","","","","PENDING",""
"I70-078019","jadea5124","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078020","jianpan_xiafang_de_da_kongge","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078021","jigoku_no_soko_de_coffee_wo_nomu_neko","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078022","jijing_zishui","1","Artist","74","","","","","ジジン・ジシュイ","","","","","PENDING",""
"I70-078023","jjong_(7_jjong_9)","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078024","jsq012","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078025","jun_tsugumi","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078026","jwthor","1","Artist","74","","","","","jwthor","","","","","PENDING",""
"I70-078027","k0bo43","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078028","kab00m_chuck","1","Artist","74","kaboom-chuck","kaboom-chuck","","","kab00mチャック","","","","","PENDING",""
"I70-078029","kaburagi_(pnoir087)","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078030","kajiya_no_masa","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078031","kakitsubata_tsukune","1","Artist","74","","","","","Kakitsubata tsukune","","","","","PENDING",""
"I70-078032","kana_tako","1","Artist","74","","","","","カナタコ","","","","","PENDING",""
"I70-078033","kaneko_shizue","1","Artist","74","","","","","Kaneko Shizue","","","","","PENDING",""
"I70-078034","karamiti","1","Artist","74","","","","","カラミティ","","","","","PENDING",""
"I70-078035","kari_(karinimooreha)","1","Artist","74","","","","","カリ（カリニムーレハ）","","","","","PENDING",""
"I70-078036","kashiwamochi_(kashiwakashiwa)","1","Artist","74","","","","","kashiwamochi（kashiwakashiwa）","","","","","PENDING",""
"I70-078037","kasia_nie","1","Artist","74","kate_(sucharek),kate_niemczyk","kate (sucharek) | kate niemczyk","","","","","","","","PENDING",""
"I70-078038","katao_smth","1","Artist","74","kuruto.","kuruto.","","","クルート。","","","","","PENDING",""
"I70-078039","katou_(hyaena)","1","Artist","74","","","","","katou（hyaena）","","","","","PENDING",""
"I70-078040","kayakooooo","1","Artist","74","","","","","kayakooooo","","","","","PENDING",""
"I70-078041","kebab_(blackdoll)","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078042","kei_(nvew8238)","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078043","kerotan_(belle_reinedesu)","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078044","kidanieru","1","Artist","74","","","","","Kidanieru","","","","","PENDING",""
"I70-078045","kiki_fushigi","1","Artist","74","","","","","キキフシジ","","","","","PENDING",""
"I70-078046","kimhiro","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078047","kimineri","1","Artist","74","","","","","キミネリ","","","","","PENDING",""
"I70-078048","kimura_akiyoshi","1","Artist","74","catysummer","catysummer","","","木村秋野","","","","","PENDING",""
"I70-078049","kinakotatu","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078050","kinokosuke","1","Artist","74","","","","","kinokosuke","","","","","PENDING",""
"I70-078051","kirin3145","1","Artist","74","","","","","Kirin3145","","","","","PENDING",""
"I70-078052","kiso_(wjnomcuzqmdjcql)","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078053","kiyoi_(qingyisama)","1","Artist","74","kiyoi_(gyhw8444)","kiyoi (gyhw8444)","","","","","","","","PENDING",""
"I70-078054","klq_gm","1","Artist","74","iim_qum","iim qum","","","","","","","","PENDING",""
"I70-078055","komo_da","1","Artist","74","komoda","komoda","","","KomoDa","","","","","PENDING",""
"I70-078056","konataeru","1","Artist","74","","","","","コナタル","","","","","PENDING",""
"I70-078057","kotera_ryou","1","Artist","74","","","","","Kotera ryou","","","","","PENDING",""
"I70-078058","kou_2008","1","Artist","74","","","","","Kou 2008","","","","","PENDING",""
"I70-078059","koyubisennti","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078060","ktovhinao","1","Artist","74","kthovhinao_virmi","kthovhinao virmi","","","Ktovhinao","","","","","PENDING",""
"I70-078061","kugatsu_tooka","1","Artist","74","","","","","クガツ・タケタ","","","","","PENDING",""
"I70-078062","kuku123","1","Artist","74","","","","","Kuku123","","","","","PENDING",""
"I70-078063","kumateya","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078064","kumbomb_(voice_actor)","1","Artist","74","kumbomb","kumbomb","","","","","","","","PENDING",""
"I70-078065","kurogane_(majesticrune)","1","Artist","74","","","","","Kurogane（Majesticrune）","","","","","PENDING",""
"I70-078066","kurogane_daichi","1","Artist","74","","","","","Kurogane daichi","","","","","PENDING",""
"I70-078067","kurohiba","1","Artist","74","","","","","","","","","","PENDING",""
"I70-078068","kuroi_ani","1","Artist","74","kuroiani","kuroiani","","","","","","","","PENDING",""
