"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-014501","maelle_(expedition_33)","4","Character","174","","","","","","","[{""copyright"":""clair_obscur:_expedition_33"",""co_posts"":161,""character_coverage"":1.0},{""copyright"":""hollow_knight"",""co_posts"":4,""character_coverage"":0.024845},{""copyright"":""hollow_knight:_silksong"",""co_posts"":4,""character_coverage"":0.024845},{""copyright"":""donkey_kong_(series)"",""co_posts"":2,""character_coverage"":0.012422},{""copyright"":""donkey_kong_bananza"",""co_posts"":2,""character_coverage"":0.012422}]","","","PENDING",""
"I70-014502","marco_bott","4","Character","174","marco_bodt","marco bodt","","","マルコ・ボット","","[{""copyright"":""shingeki_no_kyojin"",""co_posts"":168,""character_coverage"":1.0},{""copyright"":""persona"",""co_posts"":2,""character_coverage"":0.011905},{""copyright"":""the_little_mermaid_(disney)"",""co_posts"":2,""character_coverage"":0.011905},{""copyright"":""assassin's_creed_(series)"",""co_posts"":1,""character_coverage"":0.005952},{""copyright"":""assassin's_creed_ii"",""co_posts"":1,""character_coverage"":0.005952}]","","","PENDING",""
"I70-014503","marnie_(summer_2021)_(pokemon)","4","Character","174","","","","マリィ(21シーズン)","","","[{""copyright"":""pokemon"",""co_posts"":162,""character_coverage"":1.0},{""copyright"":""pokemon_masters_ex"",""co_posts"":162,""character_coverage"":1.0},{""copyright"":""pokemon_sun_and_moon"",""co_posts"":9,""character_coverage"":0.055556},{""copyright"":""pokemon_sword_and_shield"",""co_posts"":9,""character_coverage"":0.055556},{""copyright"":""pokemon_diamond/pearl/platinum"",""co_posts"":5,""character_coverage"":0.030864}]","","","PENDING",""
"I70-014504","mashiko_kaoru","4","Character","174","","","","","益子薫","","[{""copyright"":""toji_no_miko"",""co_posts"":173,""character_coverage"":1.0},{""copyright"":""toji_no_miko:_kizamishi_issen_no_tomoshibi"",""co_posts"":62,""character_coverage"":0.358382},{""copyright"":""megami_magazine"",""co_posts"":3,""character_coverage"":0.017341},{""copyright"":""toaru_kagaku_no_railgun"",""co_posts"":2,""character_coverage"":0.011561},{""copyright"":""toaru_majutsu_no_index"",""co_posts"":2,""character_coverage"":0.011561}]","","","PENDING",""
"I70-014505","matara_kan_(1st_costume)","4","Character","174","","","","","","","[{""copyright"":""vshojo"",""co_posts"":124,""character_coverage"":0.805195},{""copyright"":""indie_virtual_youtuber"",""co_posts"":54,""character_coverage"":0.350649},{""copyright"":""hololive"",""co_posts"":2,""character_coverage"":0.012987},{""copyright"":""real_life"",""co_posts"":2,""character_coverage"":0.012987},{""copyright"":""helldivers_(series)"",""co_posts"":1,""character_coverage"":0.006494}]","","","PENDING",""
"I70-014506","medusa_gorgon","4","Character","174","medusa_(soul_eater)","medusa (soul eater)","","メデューサ(ソウルイーター) | メデューサ・ゴーゴン","","Medusa","[{""copyright"":""soul_eater"",""co_posts"":141,""character_coverage"":1.0},{""copyright"":""soul_eater_not!"",""co_posts"":13,""character_coverage"":0.092199},{""copyright"":""pokemon"",""co_posts"":6,""character_coverage"":0.042553},{""copyright"":""mario_(series)"",""co_posts"":5,""character_coverage"":0.035461},{""copyright"":""touhou"",""co_posts"":5,""character_coverage"":0.035461}]","","","PENDING",""
"I70-014507","moblit_berner","4","Character","174","","","","","モブリット・バーナー","","[{""copyright"":""shingeki_no_kyojin"",""co_posts"":173,""character_coverage"":1.0},{""copyright"":""toki_wo_kakeru_shoujo"",""co_posts"":2,""character_coverage"":0.011561},{""copyright"":""umamusume"",""co_posts"":1,""character_coverage"":0.00578}]","","","PENDING",""
"I70-014508","monica_von_ochs","4","Character","174","","","","モニカ=フォン=オックス","","","[{""copyright"":""fire_emblem"",""co_posts"":154,""character_coverage"":1.0},{""copyright"":""fire_emblem:_three_houses"",""co_posts"":154,""character_coverage"":1.0},{""copyright"":""fire_emblem_warriors:_three_hopes"",""co_posts"":124,""character_coverage"":0.805195},{""copyright"":""fire_emblem_heroes"",""co_posts"":11,""character_coverage"":0.071429},{""copyright"":""fire_emblem_engage"",""co_posts"":2,""character_coverage"":0.012987}]","","","PENDING",""
"I70-014509","murasaki_shion_(school_uniform)","4","Character","174","murasaki_shion_(7th_costume)","murasaki shion (7th costume)","","紫咲シオン(制服風衣装)","","","[{""copyright"":""hololive"",""co_posts"":169,""character_coverage"":1.0},{""copyright"":""hololive_english"",""co_posts"":7,""character_coverage"":0.04142},{""copyright"":""mario_(series)"",""co_posts"":2,""character_coverage"":0.011834},{""copyright"":""comiket_103"",""co_posts"":1,""character_coverage"":0.005917},{""copyright"":""comiket_104"",""co_posts"":1,""character_coverage"":0.005917}]","","","PENDING",""
"I70-014510","nameless_bard_(genshin_impact)","4","Character","174","","","","","無名の吟遊詩人（Genshin Impact）","venti's_friend","[{""copyright"":""genshin_impact"",""co_posts"":172,""character_coverage"":1.0},{""copyright"":""mahou_shoujo_madoka_magica"",""co_posts"":2,""character_coverage"":0.011628},{""copyright"":""mahou_shoujo_madoka_magica_(anime)"",""co_posts"":2,""character_coverage"":0.011628},{""copyright"":""inuyasha"",""co_posts"":1,""character_coverage"":0.005814}]","","","PENDING",""
