"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-043001","onanie_master_kurosawa","3","Copyright","69","onani_master_kurosawa","onani master kurosawa","","","オナニーマスター黒沢","","","","","PENDING",""
"I70-043002","police_and_lady","3","Copyright","69","","","","","えまちづ","","","","","PENDING",""
"I70-043003","project_qt","3","Copyright","69","","","","","","","","","","PENDING",""
"I70-043004","reactivate_majestical_imperial","3","Copyright","69","","","","","鏈縁无現里","","","","","PENDING",""
"I70-043005","sagawa_express","3","Copyright","69","","","","","佐川急便","","","","","PENDING",""
"I70-043006","sakura_kakumei","3","Copyright","69","","","","","サクラ革命","","","","","PENDING",""
"I70-043007","salamander_(vocaloid)","3","Copyright","69","","","","","サラマンダー","","","","","PENDING",""
"I70-043008","star_ocean_ex","3","Copyright","69","","","","","スターオーシャンEX","","","","","PENDING",""
"I70-043009","strategic_lovers","3","Copyright","69","","","","","ストラテジックラバーズ","","","","","PENDING",""
"I70-043010","street_fighter:_duel","3","Copyright","69","","","","","ストリートファイター:デュエル","","","","","PENDING",""
"I70-043011","the_caster_chronicles","3","Copyright","69","","","","","魔法少女ザ・デュエル","","","","","PENDING",""
"I70-043012","tonari_no_seki_no_yankee_shimizu-san_ga_kami_wo_kuroku_somete_kita","3","Copyright","69","","","","","隣の席のヤンキー清水さんが髪を黒く染めてきた","","","","","PENDING",""
"I70-043013","transformers:_energon","3","Copyright","69","transformers_energon,transformers_superlink","transformers energon | transformers superlink","","","スーパーリンク","","","","","PENDING",""
"I70-043014","uruwashi_no_yoi_no_tsuki","3","Copyright","69","","","","","うるわしの宵の月","","","","","PENDING",""
"I70-043015","uta_no_prince-sama_maji_love_2000%","3","Copyright","69","uta_no_prince-sama_maji_love_2000_percent","uta no prince-sama maji love 2000 percent","","","うたの☆プリンスさまっ♪マジLOVE2000%","","","","","PENDING",""
"I70-043016","x-men_evolution","3","Copyright","69","","","","","X-MENエボリューション","","","","","PENDING",""
"I70-043017","yukata_to_rape_to_aniki_to_ore_to.","3","Copyright","69","","","","","浴衣とレイプとアニキと俺と。","","","","","PENDING",""
"I70-043018","yuke_yuke!!_trouble_makers","3","Copyright","69","mischief_makers","mischief makers","","","ゆけゆけ!!トラブルメーカーズ","","","","","PENDING",""
"I70-043019","zero_project","3","Copyright","69","","","","","ゼロプロジェクト","","","","","PENDING",""
"I70-043020","zetsuen_no_tempest","3","Copyright","69","","","","","絶園のテンペスト","","","","","PENDING",""
"I70-043021","217find!","3","Copyright","68","","","","","","","","","","PENDING",""
"I70-043022","artemis_program","3","Copyright","68","artemis_ii","artemis ii","","","アルテミス計画","","","","","PENDING",""
"I70-043023","black_desert_online","3","Copyright","68","","","","","黒い砂漠","","","","","PENDING",""
"I70-043024","call_of_duty:_mobile","3","Copyright","68","","","","","CODモバイル","","","","","PENDING",""
"I70-043025","chiisana_mori_no_ookami-chan","3","Copyright","68","","","","","","","","","","PENDING",""
"I70-043026","deep_rock_galactic","3","Copyright","68","","","","","","","","","","PENDING",""
"I70-043027","dragon_ball_z_kami_to_kami","3","Copyright","68","","","","","神と神","","","","","PENDING",""
"I70-043028","dream_c_club_gogo.","3","Copyright","68","dream_c_club_gogo","dream c club gogo","","","ドリームクラブgogo.","","","","","PENDING",""
"I70-043029","final_sword","3","Copyright","68","","","","","ファイナルソード","","","","","PENDING",""
"I70-043030","fushigi_mahou_fun_fun_pharmacy","3","Copyright","68","","","","","ふしぎ魔法ファンファンファーマシィー","","","","","PENDING",""
"I70-043031","gal_dolva!!","3","Copyright","68","","","","","ギャルドルバ!!","","","","","PENDING",""
"I70-043032","gekokujou_(vocaloid)","3","Copyright","68","","","","","下剋上(完)","","","","","PENDING",""
"I70-043033","hand_maid_may","3","Copyright","68","handmaidmay","handmaidmay","","","ハンドメイドメイ","","","","","PENDING",""
"I70-043034","henkei_shoujo","3","Copyright","68","","","","","変形少女","","","","","PENDING",""
"I70-043035","higeki_no_genkyou_tonaru_saikyou_gedou_last_boss_joou_wa_tami_no_tame_ni_tsukushimasu","3","Copyright","68","the_most_heretical_last_boss_queen:_from_villainess_to_savior","the most heretical last boss queen: from villainess to savior","","","ラス為","","","","","PENDING",""
"I70-043036","hyrule_warriors:_age_of_imprisonment","3","Copyright","68","","","","","ゼルダ無双封印戦記","","","","","PENDING",""
"I70-043037","iris_out_(song)","3","Copyright","68","","","","","","","","","","PENDING",""
"I70-043038","iwamotochou_geinousha","3","Copyright","68","","","","","岩本町芸能社","","","","","PENDING",""
"I70-043039","jojo_no_kimyou_na_bouken:_mirai_e_no_isan","3","Copyright","68","jojo's_bizarre_adventure:_heritage_for_the_future","jojo's bizarre adventure: heritage for the future","","","未来への遺産","","","","","PENDING",""
"I70-043040","joshi_kousei_no_mudazukai","3","Copyright","68","","","","","女子高生の無駄づかい","","","","","PENDING",""
"I70-043041","kamipani!","3","Copyright","68","","","","","かみぱに!","","","","","PENDING",""
"I70-043042","kemonomichi","3","Copyright","68","hataage!_kemonomichi","hataage! kemonomichi","","","けものみち","","","","","PENDING",""
"I70-043043","langrisser_v","3","Copyright","68","","","","","ラングリッサーV","","","","","PENDING",""
"I70-043044","long_riders!","3","Copyright","68","","","","","ろんぐらいだぁす!","","","","","PENDING",""
"I70-043045","love_live!_school_idol_festival_~after_school_activity~","3","Copyright","68","","","","","ラブライブ!スクールアイドルフェスティバル_~after_school_ACTIVITY~","","","","","PENDING",""
"I70-043046","mahou_no_shimai_lulutto_lilly","3","Copyright","68","","","","","魔法の姉妹ルルットリリィ","","","","","PENDING",""
"I70-043047","monster_high_(g3)","3","Copyright","68","","","","","","","","","","PENDING",""
"I70-043048","nikki_up2u","3","Copyright","68","","","","","","","","","","PENDING",""
"I70-043049","nkshoujo","3","Copyright","68","","","","","Nkshoujo","","","","","PENDING",""
"I70-043050","nuye","3","Copyright","68","","","","","ヌエ","","","","","PENDING",""
"I70-043051","onegai_aipri","3","Copyright","68","","","","","おねがいアイプリ","","","","","PENDING",""
"I70-043052","orange_memories","3","Copyright","68","","","","","","","","","","PENDING",""
"I70-043053","othellonia","3","Copyright","68","","","","","逆転オセロニア","","","","","PENDING",""
"I70-043054","pixiv_shadow","3","Copyright","68","","","","","ぴくカゲ","","","","","PENDING",""
"I70-043055","project_a.d.a.","3","Copyright","68","","","","","プロジェクトa.d.a.","","","","","PENDING",""
"I70-043056","qp_shooting","3","Copyright","68","","","","","QP撮影","","","","","PENDING",""
"I70-043057","quartett!","3","Copyright","68","quartett","quartett","","","カルテット!","","","","","PENDING",""
"I70-043058","ragna_crimson","3","Copyright","68","","","","","ラグナクリムゾン","","","","","PENDING",""
"I70-043059","rance_01","3","Copyright","68","","","","","ランス01","","","","","PENDING",""
"I70-043060","saikin_osen_(vocaloid)","3","Copyright","68","bacterial_contamination_(vocaloid),saikin_osen_-_bacterial_contamination_-_(vocaloid)","bacterial contamination (vocaloid) | saikin osen - bacterial contamination - (vocaloid)","","","細菌汚染","","","","","PENDING",""
"I70-043061","seikyouiku_series","3","Copyright","68","","","","","性教育シリーズ","","","","","PENDING",""
"I70-043062","sengoku_hime","3","Copyright","68","","","","","戦極姫","","","","","PENDING",""
"I70-043063","shiroi_yuki_no_princess_wa_(vocaloid)","3","Copyright","68","the_snow_white_princess_is_(vocaloid)","the snow white princess is (vocaloid)","","","白い雪のプリンセスは","","","","","PENDING",""
"I70-043064","shota_oni","3","Copyright","68","","","","","ショタおに","","","","","PENDING",""
"I70-043065","sokushi_cheat_ga_saikyou_sugite_isekai_no_yatsura_ga_marude_aite_ni_naranai_n_desu_ga","3","Copyright","68","","","","","即死チートが最強すぎて、異世界のやつらがまるで相手にならないんですが。","","","","","PENDING",""
"I70-043066","spider-man_1_(2002)","3","Copyright","68","","","","","スパイダーマン(映画)","","","","","PENDING",""
"I70-043067","sweetest_music","3","Copyright","68","","","","","最も甘い音楽","","","","","PENDING",""
"I70-043068","tales_of_the_world_radiant_mythology_3","3","Copyright","68","","","","","テイルズオブザワールドレディアントマイソロジー3","","","","","PENDING",""
"I70-043069","tatakau_shisho","3","Copyright","68","the_book_of_bantorra","the book of bantorra","","","戦う司書","","","","","PENDING",""
"I70-043070","the_hungry_lamb:_traveling_in_the_late_ming_dynasty","3","Copyright","68","epiao","epiao","","","飢えた子羊","","","","","PENDING",""
"I70-043071","the_office","3","Copyright","68","","","","","","","","","","PENDING",""
"I70-043072","torinoko_city_(vocaloid)","3","Copyright","68","","","","","トリノコシティ","","","","","PENDING",""
"I70-043073","triptych","3","Copyright","68","","","","","トリプティック","","","","","PENDING",""
"I70-043074","tsuma_to_mama_to_boin","3","Copyright","68","","","","","妻とママとボイン","","","","","PENDING",""
"I70-043075","uefa_euros","3","Copyright","68","","","","","UEFA欧州選手権","","","","","PENDING",""
"I70-043076","ultraman_leo_(series)","3","Copyright","68","","","","","ウルトラマンレオ","","","","","PENDING",""
"I70-043077","usotsuki_hime_to_moumoku_ouji","3","Copyright","68","the_liar_princess_and_the_blind_prince","the liar princess and the blind prince","","","嘘つき姫と盲目王子","","","","","PENDING",""
"I70-043078","virtual_insanity_(song)","3","Copyright","68","","","","","","","","","","PENDING",""
"I70-043079","who_made_me_a_princess","3","Copyright","68","eoneu_nal_gongjuga_doeeobeoryeotda","eoneu nal gongjuga doeeobeoryeotda","","","ある日、お姫様になってしまった件について","","","","","PENDING",""
"I70-043080","yoidore_shirazu_(vocaloid)","3","Copyright","68","","","","","酔いどれ知らず","","","","","PENDING",""
"I70-043081","yong_jie_wujian","3","Copyright","68","naraka:_bladepoint","naraka: bladepoint","","","永劫无间","","","","","PENDING",""
"I70-043082","yubisaki_kara_no_honki_no_netsujou","3","Copyright","68","fire_in_his_fingertips","fire in his fingertips","","","指先から本気の熱情","","","","","PENDING",""
"I70-043083","a_summer's_end:_hong_kong_1986","3","Copyright","67","","","","","夏天的一天_—_香港_1986","","","","","PENDING",""
"I70-043084","ai_kotoba_iii_(vocaloid)","3","Copyright","67","","","","","愛言葉III","","","","","PENDING",""
"I70-043085","ananta","3","Copyright","67","project_mugen","project mugen","","","无限大","","","","","PENDING",""
"I70-043086","anitore!_ex","3","Copyright","67","","","","","あにトレ!EX","","","","","PENDING",""
"I70-043087","appleseed","3","Copyright","67","","","","","アップルシード","","","","","PENDING",""
"I70-043088","aura_kingdom","3","Copyright","67","","","","","幻想神域","","","","","PENDING",""
"I70-043089","blot_plot","3","Copyright","67","","","","","ブロットプロット","","","","","PENDING",""
"I70-043090","cosmic_break_2","3","Copyright","67","","","","","","","","","","PENDING",""
"I70-043091","ero_zemi","3","Copyright","67","","","","","えろゼミ","","","","","PENDING",""
"I70-043092","for_honor","3","Copyright","67","","","","","フォーオナー","","","","","PENDING",""
"I70-043093","gaiking:_legend_of_daikuu_maryuu","3","Copyright","67","","","","","ガイキングレジェンドオブダイクウマリュウ","","","","","PENDING",""
"I70-043094","girls_logic_observatory","3","Copyright","67","","","","","少女理論観測所","","","","","PENDING",""
"I70-043095","gundam_suisei_no_majo:_seishun_frontier","3","Copyright","67","","","","","青春フロンティア","","","","","PENDING",""
"I70-043096","hakata_tonkotsu_ramens","3","Copyright","67","","","","","博多豚骨ラーメンズ","","","","","PENDING",""
"I70-043097","hitsugi_katsugi_no_kuro","3","Copyright","67","shoulder-a-coffin_kuro","shoulder-a-coffin kuro","","","棺担ぎのクロ。","","","","","PENDING",""
"I70-043098","insomniac_workers","3","Copyright","67","","","","","","","","","","PENDING",""
"I70-043099","isaku","3","Copyright","67","","","","","遺作(ゲーム)","","","","","PENDING",""
"I70-043100","kamisama_minarai:_himitsu_no_cocotama","3","Copyright","67","","","","","ヒミツのここたま","","","","","PENDING",""
"I70-043101","kateikyoushi_no_onee-san","3","Copyright","67","","","","","家庭教師のおねえさん","","","","","PENDING",""
"I70-043102","kekkaishi","3","Copyright","67","","","","","結界師","","","","","PENDING",""
"I70-043103","kou_iu_no_ga_ii","3","Copyright","67","","","","","こういうのがいい","","","","","PENDING",""
"I70-043104","kuraku_kuroku_(zutomayo)","3","Copyright","67","","","","","","","","","","PENDING",""
"I70-043105","kyuukyoku_shinka_shita_full_dive_rpg_ga_genjitsu_yori_mo_kusoge_dattara","3","Copyright","67","full_dive","full dive","","","究極進化したフルダイブRPGが現実よりもクソゲーだったら","","","","","PENDING",""
"I70-043106","lotte_(company)","3","Copyright","67","","","","","ロッテ","","","","","PENDING",""
