"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-047001","fumutarou","1","Artist","504","eijsvl","eijsvl","","","","","","","","PENDING",""
"I70-047002","ikemeru19","1","Artist","504","shijiu_(adamhutt)","shijiu (adamhutt)","","","ikemeru19","","","","","PENDING",""
"I70-047003","kinta_(distortion)","1","Artist","504","","","","","キンタ（歪み）","","","","","PENDING",""
"I70-047004","magion02","1","Artist","504","","","","","MAGION02","","","","","PENDING",""
"I70-047005","mark_gavatino","1","Artist","504","","","","","マーク・ガヴァティーノ","","","","","PENDING",""
"I70-047006","mizuga","1","Artist","504","","","","","ミズガ","","","","","PENDING",""
"I70-047007","nakano_maru","1","Artist","504","imo_(evekelu-111)","imo (evekelu-111)","","","中野丸","","","","","PENDING",""
"I70-047008","sam_yang","1","Artist","504","sam_yang_(samdoesarts)","sam yang (samdoesarts)","","","サム・ヤン","","","","","PENDING",""
"I70-047009","sugue_tettou","1","Artist","504","","","","","サグ・テトゥー","","","","","PENDING",""
"I70-047010","tantanmen72","1","Artist","504","","","","","Tantanmen72","","","","","PENDING",""
"I70-047011","beeeeen","1","Artist","503","","","","","beeeeen","","","","","PENDING",""
"I70-047012","danimaru","1","Artist","503","iriehana","iriehana","","","ダニマル","","","","","PENDING",""
"I70-047013","goomyloid","1","Artist","503","woomyume","woomyume","","","","","","","","PENDING",""
"I70-047014","kawachi_koorogi","1","Artist","503","kawauchi_kirigirisu","kawauchi kirigirisu","","","川koorogi","","","","","PENDING",""
"I70-047015","kiryu_manzoku","1","Artist","503","","","","","キリウマンゾク","","","","","PENDING",""
"I70-047016","leonmandala","1","Artist","503","","","","","レオンマンダラ","","","","","PENDING",""
"I70-047017","mofu_namako","1","Artist","503","","","","","久子ナマコ","","","","","PENDING",""
"I70-047018","try_(lsc)","1","Artist","503","try","try","","","try（lsc）","","","","","PENDING",""
"I70-047019","ui_frara","1","Artist","503","","","","","","","","","","PENDING",""
"I70-047020","volkor","1","Artist","503","","","","","Volkor","","","","","PENDING",""
"I70-047021","beudelb","1","Artist","502","","","","","Beudelb","","","","","PENDING",""
"I70-047022","goyain","1","Artist","502","jewriel","jewriel","","","ゴヤイン","","","","","PENDING",""
"I70-047023","huanxiang_heitu","1","Artist","502","gensou_kuro_usagi","gensou kuro usagi","","","Huanxiang heitu","","","","","PENDING",""
"I70-047024","izumi_mahiru","1","Artist","502","","","","","イズミ・マヒル","","","","","PENDING",""
"I70-047025","saburou_(hgmg)","1","Artist","502","","","","","saburou（hgmg）","","","","","PENDING",""
"I70-047026","tachimi_(basue)","1","Artist","502","","","","","タチミ（バス）","","","","","PENDING",""
"I70-047027","tenchisouha","1","Artist","502","jenimaro","jenimaro","","","Tenchisouha","","","","","PENDING",""
"I70-047028","haruki_(colorful_macaron)","1","Artist","501","haruki_5050","haruki 5050","","","丸木（カラフルなマカロン）","","","","","PENDING",""
"I70-047029","kei_(soundcross)","1","Artist","501","","","","","kei（soundcross）","","","","","PENDING",""
"I70-047030","kougi_hiroshi","1","Artist","501","frlztete","frlztete","","","kougi hiroshi","","","","","PENDING",""
"I70-047031","maki_daikichi","1","Artist","501","","","","","マキ・ダイキチ","","","","","PENDING",""
"I70-047032","merc_storia_art_team","1","Artist","501","","","","","","","","","","PENDING",""
"I70-047033","myusha","1","Artist","501","","","","","ミーシャ","","","","","PENDING",""
"I70-047034","namonashi","1","Artist","501","","","","","ナモナシ","","","","","PENDING",""
"I70-047035","neco","1","Artist","501","","","","","neco","","","","","PENDING",""
"I70-047036","regular_mow","1","Artist","501","","","","","通常の刈り取り","","","","","PENDING",""
"I70-047037","shan","1","Artist","501","","","","","シャン","","","","","PENDING",""
"I70-047038","swav","1","Artist","501","","","","","swav","","","","","PENDING",""
"I70-047039","tokyo_(great_akuta)","1","Artist","501","","","","","東京（グレートアクタ）","","","","","PENDING",""
"I70-047040","artsy-rc","1","Artist","500","","","","","Artsy-RC","","","","","PENDING",""
"I70-047041","capura_lin","1","Artist","500","capura.l","capura.l","","","カプラリン","","","","","PENDING",""
"I70-047042","edobox","1","Artist","500","","","","","edobox","","","","","PENDING",""
"I70-047043","hirunagi","1","Artist","500","harzola","harzola","","","hirunagi","","","","","PENDING",""
"I70-047044","mana_(remana)","1","Artist","500","remana","remana","","","マナ（レマーナ）","","","","","PENDING",""
"I70-047045","masuishi_kinoto","1","Artist","500","","","","","キノトを積んだ","","","","","PENDING",""
"I70-047046","nicchi","1","Artist","500","","","","","ニカ","","","","","PENDING",""
"I70-047047","ryogo","1","Artist","500","","","","","リョゴ","","","","","PENDING",""
"I70-047048","sw_(taco)","1","Artist","500","","","","","SW（タコス）","","","","","PENDING",""
"I70-047049","thomasz","1","Artist","500","hujiya_honten","hujiya honten","","","トーマス","","","","","PENDING",""
"I70-047050","watage_modoki","1","Artist","500","watagemodoki,mii0512","mii0512 | watagemodoki","","","","","","","","PENDING",""
"I70-047051","kinbakuman","1","Artist","499","","","","","キンバクマン","","","","","PENDING",""
"I70-047052","leonat","1","Artist","499","","","","","レオナト","","","","","PENDING",""
"I70-047053","super_zombie","1","Artist","499","","","","","スーパーゾンビ","","","","","PENDING",""
"I70-047054","aduti_momoyama","1","Artist","498","","","","","Aduti Momoyama","","","","","PENDING",""
"I70-047055","buran_buta","1","Artist","498","blancpig_yryr","blancpig yryr","","","ブラン・ブタ","","","","","PENDING",""
"I70-047056","dolustoy","1","Artist","498","","","","","ドロストイ","","","","","PENDING",""
"I70-047057","hato_haru","1","Artist","498","","","","","ハトハル","","","","","PENDING",""
"I70-047058","huu_(dighapdlxm12)","1","Artist","498","sugar_(dndi888)","sugar (dndi888)","","","砂糖（DNDI888）","","","","","PENDING",""
"I70-047059","kitajima_yuuki","1","Artist","498","","","","","北島ゆく","","","","","PENDING",""
"I70-047060","kyou_(fr39)","1","Artist","498","kyou_(user_gpks5753)","kyou (user gpks5753)","","","キョウ（FR39）","","","","","PENDING",""
"I70-047061","mak066","1","Artist","498","","","","","MAK066","","","","","PENDING",""
"I70-047062","nanohana_(november.)","1","Artist","498","nanohana_linestamp","nanohana linestamp","","","ナノハナ（11月）","","","","","PENDING",""
"I70-047063","radioneet","1","Artist","498","","","","","radioneet","","","","","PENDING",""
"I70-047064","retsumaru","1","Artist","498","","","","","Retsumaru","","","","","PENDING",""
"I70-047065","kamonari_ahiru","1","Artist","497","kamo_nari","kamo nari","","","カモナリ・アヒル","","","","","PENDING",""
"I70-047066","nagasioo","1","Artist","497","","","","","ナガシオー","","","","","PENDING",""
"I70-047067","sadahiro_(chicken_nugget_gyuuniku_aji)","1","Artist","497","","","","","サダヒロ（チキンナゲットギューニクアジ）","","","","","PENDING",""
"I70-047068","shuga_(soranote)","1","Artist","497","","","","","shuga（ソラノート）","","","","","PENDING",""
"I70-047069","suzuho_hotaru","1","Artist","497","","","","","スズホ・ホタル","","","","","PENDING",""
"I70-047070","taiyang_yu","1","Artist","497","","","","","","","","","","PENDING",""
"I70-047071","birii","1","Artist","496","","","","","birii","","","","","PENDING",""
"I70-047072","dema_hmw","1","Artist","496","daima_hmw,hmw_(pixiv7054584)","daima hmw | hmw (pixiv7054584)","","","デマHMW","","","","","PENDING",""
"I70-047073","jilu","1","Artist","496","","","","","ジル","","","","","PENDING",""
"I70-047074","judo_fuu","1","Artist","496","jyudofu,jyudo_fu","jyudo fu | jyudofu","","","柔道フー","","","","","PENDING",""
"I70-047075","kohsaka_jun","1","Artist","496","kousaka_jun","kousaka jun","","","kohsaka jun","","","","","PENDING",""
"I70-047076","makochan42","1","Artist","496","","","","","Makochan42","","","","","PENDING",""
"I70-047077","mocchi_(mocchichani)","1","Artist","496","mocchichani","mocchichani","","","モッキ（Mocchichani）","","","","","PENDING",""
"I70-047078","noumen","1","Artist","496","","","","","noumen","","","","","PENDING",""
"I70-047079","rella","1","Artist","496","","","","","レラ","","","","","PENDING",""
"I70-047080","shift_(waage)","1","Artist","496","shift_(0808)","shift (0808)","","","シフト（ウェージ）","","","","","PENDING",""
"I70-047081","yuran","1","Artist","496","","","","","ユラン","","","","","PENDING",""
"I70-047082","gogalking","1","Artist","495","","","","","ゴーガルキング","","","","","PENDING",""
"I70-047083","hayama_eishi","1","Artist","495","","","","","Hayama eishi","","","","","PENDING",""
"I70-047084","j@ck","1","Artist","495","","","","","J@ck","","","","","PENDING",""
"I70-047085","kabuyama_kaigi","1","Artist","495","","","","","Kabuyama Kaigi","","","","","PENDING",""
"I70-047086","kaoling","1","Artist","495","caramell0501","caramell0501","","","カオール","","","","","PENDING",""
"I70-047087","nero_augustus","1","Artist","495","","","","","ネロ・オーガスタス","","","","","PENDING",""
"I70-047088","nonaka_ritsu","1","Artist","495","","","","","Nonaka ritsu","","","","","PENDING",""
"I70-047089","rkrk","1","Artist","495","orzrkrk","orzrkrk","","","rkrk","","","","","PENDING",""
"I70-047090","shizuma_yoshinori","1","Artist","495","","","","","ヨシノリ球","","","","","PENDING",""
"I70-047091","shuvi_(shuvi1125)","1","Artist","495","shuvui","shuvui","","","shuvi（shuvi1125）","","","","","PENDING",""
"I70-047092","ao_usagi","1","Artist","494","","","","","ao uasagi","","","","","PENDING",""
"I70-047093","atelier_bono","1","Artist","494","atoriebono","atoriebono","","","","","","","","PENDING",""
"I70-047094","dduck_kong","1","Artist","494","lee_seok_ho","lee seok ho","","","Dduck Kong","","","","","PENDING",""
"I70-047095","eiwa","1","Artist","494","","","","","eiwa","","","","","PENDING",""
"I70-047096","nishizuki_shino","1","Artist","494","nijizuki_shino,sino24tsuki","nijizuki shino | sino24tsuki","","","","","","","","PENDING",""
"I70-047097","sun_iiinu","1","Artist","494","","","","","","","","","","PENDING",""
"I70-047098","umikochannart","1","Artist","494","","","","","","","","","","PENDING",""
"I70-047099","wanaata","1","Artist","494","","","","","ワナタ","","","","","PENDING",""
"I70-047100","wasabi_(legemd)","1","Artist","494","","","","","わさび（レグムド）","","","","","PENDING",""
"I70-047101","ahenn","1","Artist","493","","","","","アセン","","","","","PENDING",""
"I70-047102","ai-wa","1","Artist","493","","","","","ai-wa","","","","","PENDING",""
"I70-047103","kaname_aomame","1","Artist","493","","","","","kaname aomame","","","","","PENDING",""
"I70-047104","raika9","1","Artist","493","","","","","raika9","","","","","PENDING",""
