"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-086501","hozure","1","Artist","58","horace_h","horace h","","","","","","","","PENDING",""
"I70-086502","hrgm","1","Artist","58","liquidbenki","liquidbenki","","","","","","","","PENDING",""
"I70-086503","ht8207","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086504","huaca","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086505","humany","1","Artist","58","","","","","人間","","","","","PENDING",""
"I70-086506","hydroxy_122","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086507","ibui_matsumoto","1","Artist","58","","","","","イブイ松本","","","","","PENDING",""
"I70-086508","ichigoame","1","Artist","58","","","","","Ichigoame","","","","","PENDING",""
"I70-086509","ichiko_oharu","1","Artist","58","oharu_(pixiv85447),oharu_(koigusuri)","oharu (koigusuri) | oharu (pixiv85447)","","","西島大島","","","","","PENDING",""
"I70-086510","ichina_(osabakitina)","1","Artist","58","","","","","イチナ（オサバキティナ）","","","","","PENDING",""
"I70-086511","ichinose_aki","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086512","ichiya_refi","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086513","im_honeybread","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086514","inori_(pokemoart)","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086515","ioi_33333","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086516","iyau","1","Artist","58","","","","","iyau","","","","","PENDING",""
"I70-086517","iznal","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086518","janome_yuiwa","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086519","jibung","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086520","jinnai10","1","Artist","58","","","","","jinnai10","","","","","PENDING",""
"I70-086521","jnsghsi","1","Artist","58","","","","","","","","","","PENDING",""
"I70-086522","joraffasalmon","1","Artist","58","salmon_(657931354)","salmon (657931354)","","","サーモン（657931354）","","","","","PENDING",""
