"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-010001","kasamoto_eri","4","Character","281","","","","エリ・カサモト","","","[{""copyright"":""metal_slug"",""co_posts"":257,""character_coverage"":1.0},{""copyright"":""snk"",""co_posts"":12,""character_coverage"":0.046693},{""copyright"":""the_king_of_fighters"",""co_posts"":10,""character_coverage"":0.038911},{""copyright"":""metal_slug_attack"",""co_posts"":7,""character_coverage"":0.027237},{""copyright"":""fatal_fury"",""co_posts"":4,""character_coverage"":0.015564}]","","","PENDING",""
"I70-010002","kitazawa_hagumi","4","Character","281","","","","北沢はぐみ","","","[{""copyright"":""bang_dream!"",""co_posts"":272,""character_coverage"":1.0},{""copyright"":""bang_dream!_girls_band_party!"",""co_posts"":269,""character_coverage"":0.988971},{""copyright"":""bang_dream!_it's_mygo!!!!!"",""co_posts"":4,""character_coverage"":0.014706},{""copyright"":""gochuumon_wa_usagi_desu_ka?"",""co_posts"":4,""character_coverage"":0.014706},{""copyright"":""bang_dream!_yumemita"",""co_posts"":3,""character_coverage"":0.011029}]","","","PENDING",""
"I70-010003","legoshi","4","Character","281","legosi","legosi","","","レゴシ","","[{""copyright"":""beastars"",""co_posts"":246,""character_coverage"":0.991935},{""copyright"":""brand_new_animal"",""co_posts"":5,""character_coverage"":0.020161},{""copyright"":""pokemon"",""co_posts"":5,""character_coverage"":0.020161},{""copyright"":""aggressive_retsuko"",""co_posts"":4,""character_coverage"":0.016129},{""copyright"":""animal_crossing"",""co_posts"":4,""character_coverage"":0.016129}]","","","PENDING",""
"I70-010004","lute_(fire_emblem)","4","Character","281","","","","ルーテ","","","[{""copyright"":""fire_emblem"",""co_posts"":247,""character_coverage"":1.0},{""copyright"":""fire_emblem:_the_sacred_stones"",""co_posts"":245,""character_coverage"":0.991903},{""copyright"":""fire_emblem_heroes"",""co_posts"":93,""character_coverage"":0.376518},{""copyright"":""fire_emblem:_three_houses"",""co_posts"":17,""character_coverage"":0.068826},{""copyright"":""fire_emblem:_the_blazing_blade"",""co_posts"":15,""character_coverage"":0.060729}]","","","PENDING",""
"I70-010005","manhattan_cafe_(casual)_(umamusume)","4","Character","281","","","","","","","[{""copyright"":""umamusume"",""co_posts"":239,""character_coverage"":1.0},{""copyright"":""bunny_garden_2"",""co_posts"":1,""character_coverage"":0.004184},{""copyright"":""comiket_107"",""co_posts"":1,""character_coverage"":0.004184},{""copyright"":""fate/grand_order"",""co_posts"":1,""character_coverage"":0.004184},{""copyright"":""fate_(series)"",""co_posts"":1,""character_coverage"":0.004184}]","","","PENDING",""
"I70-010006","margaretha_sorin","4","Character","281","margaretha_solin","margaretha solin","","","マーガレッタ=ソリン","","[{""copyright"":""ragnarok_online"",""co_posts"":265,""character_coverage"":1.0},{""copyright"":""durarara!!"",""co_posts"":3,""character_coverage"":0.011321},{""copyright"":""monster_hunter_(series)"",""co_posts"":3,""character_coverage"":0.011321},{""copyright"":""persona"",""co_posts"":2,""character_coverage"":0.007547},{""copyright"":""ragnarok_masters"",""co_posts"":2,""character_coverage"":0.007547}]","","","PENDING",""
"I70-010007","nevada_(kancolle)","4","Character","281","","","","Nevada(艦これ) | Nevada(艦隊これくしょん) | ネバダ | ネバダ(艦これ) | ネバダ(艦隊これくしょん) | ネヴァダ | ネヴァダ(艦これ) | ネヴァダ(艦隊これくしょん)","","Nevada","[{""copyright"":""kantai_collection"",""co_posts"":269,""character_coverage"":1.0},{""copyright"":""azur_lane"",""co_posts"":2,""character_coverage"":0.007435},{""copyright"":""comiket_104"",""co_posts"":2,""character_coverage"":0.007435},{""copyright"":""ranma_1/2"",""co_posts"":2,""character_coverage"":0.007435},{""copyright"":""chainsaw_man"",""co_posts"":1,""character_coverage"":0.003717}]","","","PENDING",""
"I70-010008","nidoran_(male)","4","Character","281","","","","ニドラン♂","","male_nidoran | malenidoran | nidoran_m | nidoran_male | nidoranm | nidoranmale | nidoran♂","[{""copyright"":""pokemon"",""co_posts"":252,""character_coverage"":1.0},{""copyright"":""pokemon_(anime)"",""co_posts"":44,""character_coverage"":0.174603},{""copyright"":""pokemon_red/green/blue/yellow"",""co_posts"":25,""character_coverage"":0.099206},{""copyright"":""pokemon_(classic_anime)"",""co_posts"":21,""character_coverage"":0.083333},{""copyright"":""poketoon"",""co_posts"":20,""character_coverage"":0.079365}]","","","PENDING",""
"I70-010009","ohno_kanako","4","Character","281","oono_kanako","oono kanako","","","加奈子 | 大野 | 大野加奈子","","[{""copyright"":""genshiken"",""co_posts"":231,""character_coverage"":1.0},{""copyright"":""kujibiki_unbalance"",""co_posts"":23,""character_coverage"":0.099567},{""copyright"":""final_fantasy"",""co_posts"":7,""character_coverage"":0.030303},{""copyright"":""final_fantasy_vii"",""co_posts"":6,""character_coverage"":0.025974},{""copyright"":""gundam"",""co_posts"":6,""character_coverage"":0.025974}]","","","PENDING",""
"I70-010010","plumeria_(pokemon)","4","Character","281","plumeri_(pokemon)","plumeri (pokemon)","","プルメリ | プルメリ(トレーナー)","","","[{""copyright"":""pokemon"",""co_posts"":231,""character_coverage"":1.0},{""copyright"":""pokemon_sun_and_moon"",""co_posts"":217,""character_coverage"":0.939394},{""copyright"":""pokemon_(anime)"",""co_posts"":15,""character_coverage"":0.064935},{""copyright"":""pokemon_the_series:_sun_&_moon"",""co_posts"":13,""character_coverage"":0.056277},{""copyright"":""pokemon_sword_and_shield"",""co_posts"":11,""character_coverage"":0.047619}]","","","PENDING",""
"I70-010011","raven_(honkai_impact)","4","Character","281","natasha_cioara,raven_(honkai_impact_3rd)","natasha cioara | raven (honkai impact 3rd)","","ナターシャ・キオラ","娜塔莎·希奥拉 | 渡鸦","","[{""copyright"":""honkai_(series)"",""co_posts"":267,""character_coverage"":1.0},{""copyright"":""honkai_impact_3rd"",""co_posts"":267,""character_coverage"":1.0},{""copyright"":""mihoyo"",""co_posts"":11,""character_coverage"":0.041199},{""copyright"":""genshin_impact"",""co_posts"":10,""character_coverage"":0.037453},{""copyright"":""honkai:_star_rail"",""co_posts"":2,""character_coverage"":0.007491}]","","","PENDING",""
