"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-071501","favnvs_(s910a_ib6)","1","Artist","92","s910a_ib6,painday","painday | s910a ib6","","","","","","","","PENDING",""
"I70-071502","femuto","1","Artist","92","","","","","大腿骨","","","","","PENDING",""
"I70-071503","freeeeeeeeeee","1","Artist","92","","","","","","","","","","PENDING",""
"I70-071504","freestyle18","1","Artist","92","letheyori","letheyori","","","","","","","","PENDING",""
"I70-071505","fujimachine_(clayten)","1","Artist","92","clayten","clayten","","","フジマシン（クレイテン）","","","","","PENDING",""
"I70-071506","fumicode2_3","1","Artist","92","","","","","","","","","","PENDING",""
"I70-071507","fuubuu","1","Artist","92","","","","","fuubuu","","","","","PENDING",""
"I70-071508","galm_x_lmr_(ryonasa)","1","Artist","92","","","","","","","","","","PENDING",""
"I70-071509","ge_zhong_kuaile","1","Artist","92","","","","","Ge Zhong Kuaile","","","","","PENDING",""
"I70-071510","gom_(kooskoo)","1","Artist","92","","","","","GOM（Kooskoo）","","","","","PENDING",""
"I70-071511","gonta_(gshoutai)","1","Artist","92","","","","","ゴンタ（gshoutai）","","","","","PENDING",""
"I70-071512","gyum_(myyyyyon)","1","Artist","92","myon_(arca_live)","myon (arca live)","","","","","","","","PENDING",""
"I70-071513","ha_(hayashida-yo-u)","1","Artist","92","ha_(user_efmy3542)","ha (user efmy3542)","","","","","","","","PENDING",""
"I70-071514","hal-py","1","Artist","92","","","","","hal-py","","","","","PENDING",""
"I70-071515","hamamo","1","Artist","92","","","","","ハマモ","","","","","PENDING",""
"I70-071516","hancho","1","Artist","92","","","","","ハンチョ","","","","","PENDING",""
"I70-071517","hato_yu-ki","1","Artist","92","","","","","hato yu-ki","","","","","PENDING",""
"I70-071518","hatsuno_xxx","1","Artist","92","mimimi_3x3x3","mimimi 3x3x3","","","田道xxx","","","","","PENDING",""
"I70-071519","hero_(dka)","1","Artist","92","","","","","ヒーロー（DKA）","","","","","PENDING",""
"I70-071520","hieihirai","1","Artist","92","","","","","hieihirai","","","","","PENDING",""
"I70-071521","hihizaru_badass","1","Artist","92","","","","","hihizaru badass","","","","","PENDING",""
"I70-071522","himmel_gewalt","1","Artist","92","","","","","","","","","","PENDING",""
"I70-071523","hini_ni","1","Artist","92","","","","","","","","","","PENDING",""
"I70-071524","hitotose_kaede","1","Artist","92","kaede_acer","kaede acer","","","Kaede Acer","","","","","PENDING",""
