"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-026001","nomura_taeko","4","Character","79","","","","","野村タエ子","","[{""copyright"":""coppelion"",""co_posts"":61,""character_coverage"":1.0},{""copyright"":""haiyore!_nyaruko-san"",""co_posts"":1,""character_coverage"":0.016393},{""copyright"":""jojo_no_kimyou_na_bouken"",""co_posts"":1,""character_coverage"":0.016393},{""copyright"":""k-on!"",""co_posts"":1,""character_coverage"":0.016393},{""copyright"":""kamen_rider"",""co_posts"":1,""character_coverage"":0.016393}]","","","PENDING",""
"I70-026002","nova_(starcraft)","4","Character","79","","","","","ノヴァ","","[{""copyright"":""starcraft"",""co_posts"":61,""character_coverage"":1.0},{""copyright"":""heroes_of_the_storm"",""co_posts"":7,""character_coverage"":0.114754},{""copyright"":""overwatch"",""co_posts"":6,""character_coverage"":0.098361},{""copyright"":""blizzard_entertainment"",""co_posts"":5,""character_coverage"":0.081967},{""copyright"":""diablo_(series)"",""co_posts"":5,""character_coverage"":0.081967}]","","","PENDING",""
"I70-026003","ochanomizu_hiroshi","4","Character","79","professor_ochanomizu","professor ochanomizu","","","お茶の水博志","","[{""copyright"":""atom:_the_beginning"",""co_posts"":69,""character_coverage"":0.896104},{""copyright"":""tetsuwan_atom"",""co_posts"":59,""character_coverage"":0.766234},{""copyright"":""pokemon"",""co_posts"":3,""character_coverage"":0.038961},{""copyright"":""anpanman"",""co_posts"":2,""character_coverage"":0.025974},{""copyright"":""ashita_no_joe"",""co_posts"":2,""character_coverage"":0.025974}]","","","PENDING",""
"I70-026004","ogyayu_(nekomata_okayu)","4","Character","79","","","","","おぎゃゆ","","[{""copyright"":""hololive"",""co_posts"":78,""character_coverage"":1.0},{""copyright"":""nintendo"",""co_posts"":1,""character_coverage"":0.012821},{""copyright"":""pornhub"",""co_posts"":1,""character_coverage"":0.012821}]","","","PENDING",""
"I70-026005","orfevre_(casual)_(umamusume)","4","Character","79","","","","","","","[{""copyright"":""umamusume"",""co_posts"":59,""character_coverage"":1.0},{""copyright"":""kfc"",""co_posts"":1,""character_coverage"":0.016949},{""copyright"":""original"",""co_posts"":1,""character_coverage"":0.016949}]","","","PENDING",""
"I70-026006","oro_(street_fighter)","4","Character","79","","","","","オロ","","[{""copyright"":""street_fighter"",""co_posts"":71,""character_coverage"":1.0},{""copyright"":""street_fighter_iii_(series)"",""co_posts"":60,""character_coverage"":0.84507},{""copyright"":""capcom"",""co_posts"":8,""character_coverage"":0.112676},{""copyright"":""final_fight"",""co_posts"":8,""character_coverage"":0.112676},{""copyright"":""street_fighter_ii_(series)"",""co_posts"":8,""character_coverage"":0.112676}]","","","PENDING",""
"I70-026007","osana_najimi_(yandere_simulator)","4","Character","79","","","","","","","[{""copyright"":""yandere_simulator"",""co_posts"":64,""character_coverage"":0.984615},{""copyright"":""mesmerizer_(vocaloid)"",""co_posts"":26,""character_coverage"":0.4},{""copyright"":""fuwa_fuwa_cinnamoroll"",""co_posts"":2,""character_coverage"":0.030769},{""copyright"":""sanrio"",""co_posts"":2,""character_coverage"":0.030769},{""copyright"":""vocaloid"",""co_posts"":2,""character_coverage"":0.030769}]","","","PENDING",""
"I70-026008","oyasu_miyo","4","Character","79","","","","","小安美夜","","[{""copyright"":""indie_virtual_youtuber"",""co_posts"":79,""character_coverage"":1.0},{""copyright"":""aphex_twin"",""co_posts"":7,""character_coverage"":0.088608},{""copyright"":""sanrio"",""co_posts"":6,""character_coverage"":0.075949},{""copyright"":""hello_kitty"",""co_posts"":4,""character_coverage"":0.050633},{""copyright"":""fuwa_fuwa_cinnamoroll"",""co_posts"":2,""character_coverage"":0.025316}]","","","PENDING",""
"I70-026009","pa-15_(high_school_thrills)_(girls'_frontline)","4","Character","79","","","","","PA-15（高校のスリル）（女の子の最前線）","","[{""copyright"":""girls'_frontline"",""co_posts"":71,""character_coverage"":1.0},{""copyright"":""galaxy_angel"",""co_posts"":1,""character_coverage"":0.014085},{""copyright"":""galaxy_angel_rune"",""co_posts"":1,""character_coverage"":0.014085},{""copyright"":""pepsi"",""co_posts"":1,""character_coverage"":0.014085}]","","","PENDING",""
"I70-026010","pandora_(kid_icarus)","4","Character","79","","","","","パンドーラ","","[{""copyright"":""kid_icarus"",""co_posts"":62,""character_coverage"":1.0},{""copyright"":""kid_icarus_uprising"",""co_posts"":62,""character_coverage"":1.0},{""copyright"":""kid_icarus_(nes)"",""co_posts"":2,""character_coverage"":0.032258},{""copyright"":""mega_man_(series)"",""co_posts"":2,""character_coverage"":0.032258},{""copyright"":""mega_man_zx"",""co_posts"":2,""character_coverage"":0.032258}]","","","PENDING",""
"I70-026011","pantherlily","4","Character","79","","","","","パンサーリー","","[{""copyright"":""fairy_tail"",""co_posts"":78,""character_coverage"":1.0},{""copyright"":""rave_(manga)"",""co_posts"":1,""character_coverage"":0.012821}]","","","PENDING",""
"I70-026012","patrick_colasour","4","Character","79","","","","","パトリック・コーラサワー","","[{""copyright"":""gundam"",""co_posts"":69,""character_coverage"":1.0},{""copyright"":""gundam_00"",""co_posts"":69,""character_coverage"":1.0},{""copyright"":""pash_(magazine)"",""co_posts"":2,""character_coverage"":0.028986},{""copyright"":""gundam_build_divers"",""co_posts"":1,""character_coverage"":0.014493},{""copyright"":""gundam_build_divers_re:rise"",""co_posts"":1,""character_coverage"":0.014493}]","","","PENDING",""
"I70-026013","phonon_(under_night_in-birth)","4","Character","79","","","","","フォノン","","[{""copyright"":""under_night_in-birth"",""co_posts"":70,""character_coverage"":1.0},{""copyright"":""under_night_in-birth_exe:late[st]"",""co_posts"":26,""character_coverage"":0.371429},{""copyright"":""under_night_in-birth_2_sys:celes"",""co_posts"":3,""character_coverage"":0.042857},{""copyright"":""akatsuki_blitzkampf"",""co_posts"":2,""character_coverage"":0.028571},{""copyright"":""bocchi_the_rock!"",""co_posts"":2,""character_coverage"":0.028571}]","","","PENDING",""
"I70-026014","player_(god_eater_burst)","4","Character","79","","","","","プレイヤー（God Eater Burst）","","[{""copyright"":""god_eater"",""co_posts"":71,""character_coverage"":1.0},{""copyright"":""god_eater_burst"",""co_posts"":48,""character_coverage"":0.676056},{""copyright"":""god_eater_2:_rage_burst"",""co_posts"":14,""character_coverage"":0.197183},{""copyright"":""monster_hunter_(series)"",""co_posts"":1,""character_coverage"":0.014085},{""copyright"":""monster_hunter_portable_3rd"",""co_posts"":1,""character_coverage"":0.014085}]","","","PENDING",""
"I70-026015","powder_(alternate_timeline)_(arcane)","4","Character","79","","","","","","","[{""copyright"":""arcane:_league_of_legends"",""co_posts"":70,""character_coverage"":1.0},{""copyright"":""league_of_legends"",""co_posts"":70,""character_coverage"":1.0},{""copyright"":""my_chemical_romance"",""co_posts"":1,""character_coverage"":0.014286},{""copyright"":""silent_hill_(series)"",""co_posts"":1,""character_coverage"":0.014286},{""copyright"":""silent_hill_3"",""co_posts"":1,""character_coverage"":0.014286}]","","","PENDING",""
"I70-026016","prince_adam_(disney)","4","Character","79","","","","","","","[{""copyright"":""beauty_and_the_beast_(disney)"",""co_posts"":58,""character_coverage"":0.983051},{""copyright"":""aladdin_(movie)"",""co_posts"":16,""character_coverage"":0.271186},{""copyright"":""sleeping_beauty_(disney)"",""co_posts"":15,""character_coverage"":0.254237},{""copyright"":""disney"",""co_posts"":14,""character_coverage"":0.237288},{""copyright"":""hercules_(1997_movie)"",""co_posts"":12,""character_coverage"":0.20339}]","","","PENDING",""
"I70-026017","princess_peach_(swimwear)","4","Character","79","","","","","","","[{""copyright"":""mario_(series)"",""co_posts"":72,""character_coverage"":1.0},{""copyright"":""super_mario_odyssey"",""co_posts"":62,""character_coverage"":0.861111},{""copyright"":""mario_kart"",""co_posts"":19,""character_coverage"":0.263889},{""copyright"":""mario_kart_tour"",""co_posts"":15,""character_coverage"":0.208333},{""copyright"":""super_mario_sunshine"",""co_posts"":10,""character_coverage"":0.138889}]","","","PENDING",""
"I70-026018","princess_shokora","4","Character","79","","","","","ショコラ姫","","[{""copyright"":""wario_land"",""co_posts"":49,""character_coverage"":1.0},{""copyright"":""wario_land_4"",""co_posts"":47,""character_coverage"":0.959184},{""copyright"":""mario_(series)"",""co_posts"":22,""character_coverage"":0.44898},{""copyright"":""warioware"",""co_posts"":11,""character_coverage"":0.22449},{""copyright"":""wario_land:_shake_it!"",""co_posts"":10,""character_coverage"":0.204082}]","","","PENDING",""
"I70-026019","pyocomon","4","Character","79","","","","","ピョコモン","","[{""copyright"":""digimon"",""co_posts"":70,""character_coverage"":1.0},{""copyright"":""digimon_adventure"",""co_posts"":44,""character_coverage"":0.628571},{""copyright"":""digimon_adventure_02"",""co_posts"":6,""character_coverage"":0.085714},{""copyright"":""digimon_adventure_tri."",""co_posts"":6,""character_coverage"":0.085714},{""copyright"":""digimon_card_game"",""co_posts"":6,""character_coverage"":0.085714}]","","","PENDING",""
"I70-026020","ranger_1_(sekaiju)","4","Character","79","","","","","","","[{""copyright"":""sekaiju_no_meikyuu"",""co_posts"":71,""character_coverage"":1.0},{""copyright"":""sekaiju_no_meikyuu_2"",""co_posts"":22,""character_coverage"":0.309859},{""copyright"":""sekaiju_no_meikyuu_1"",""co_posts"":20,""character_coverage"":0.28169},{""copyright"":""sekaiju_no_meikyuu_3"",""co_posts"":3,""character_coverage"":0.042254},{""copyright"":""sekaiju_no_meikyuu_x"",""co_posts"":3,""character_coverage"":0.042254}]","","","PENDING",""
"I70-026021","reckless_fist_(elsword)","4","Character","79","","","","","Reckless Fist（Elsword）","","[{""copyright"":""elsword"",""co_posts"":76,""character_coverage"":1.0},{""copyright"":""batman_(series)"",""co_posts"":1,""character_coverage"":0.013158},{""copyright"":""code_geass"",""co_posts"":1,""character_coverage"":0.013158},{""copyright"":""dc_comics"",""co_posts"":1,""character_coverage"":0.013158},{""copyright"":""death_note"",""co_posts"":1,""character_coverage"":0.013158}]","","","PENDING",""
"I70-026022","red-eared_slider_(kemono_friends)","4","Character","79","","","","","アカミミガメ(けものフレンズ)","","[{""copyright"":""kemono_friends"",""co_posts"":76,""character_coverage"":1.0},{""copyright"":""kemono_friends_3"",""co_posts"":17,""character_coverage"":0.223684},{""copyright"":""kemono_friends_v_project"",""co_posts"":16,""character_coverage"":0.210526},{""copyright"":""indie_virtual_youtuber"",""co_posts"":4,""character_coverage"":0.052632},{""copyright"":"".live"",""co_posts"":2,""character_coverage"":0.026316}]","","","PENDING",""
"I70-026023","reficul_(funamusea)","4","Character","79","reficul_(haiiro_teien)","reficul (haiiro teien)","","","リフィカル","","[{""copyright"":""funamusea"",""co_posts"":74,""character_coverage"":1.0},{""copyright"":""haiiro_teien"",""co_posts"":63,""character_coverage"":0.851351},{""copyright"":""helltaker"",""co_posts"":2,""character_coverage"":0.027027},{""copyright"":""ice_scream"",""co_posts"":1,""character_coverage"":0.013514},{""copyright"":""tenga"",""co_posts"":1,""character_coverage"":0.013514}]","","","PENDING",""
"I70-026024","reiko_(super_cub)","4","Character","79","","","","","礼子(スーパーカブ)","","[{""copyright"":""super_cub"",""co_posts"":72,""character_coverage"":1.0},{""copyright"":""megami_magazine"",""co_posts"":2,""character_coverage"":0.027778},{""copyright"":""comic_girls"",""co_posts"":1,""character_coverage"":0.013889},{""copyright"":""getter_robo"",""co_posts"":1,""character_coverage"":0.013889},{""copyright"":""girls_und_panzer"",""co_posts"":1,""character_coverage"":0.013889}]","","","PENDING",""
"I70-026025","rice_shower_(day_i_dreamed_of)_(umamusume)","4","Character","79","rice_shower_(longed-for_scenery)_(umamusume)","rice shower (longed-for scenery) (umamusume)","","","あこがれの景色","","[{""copyright"":""umamusume"",""co_posts"":76,""character_coverage"":1.0},{""copyright"":""dragon_ball"",""co_posts"":1,""character_coverage"":0.013158},{""copyright"":""dragon_ball_z"",""co_posts"":1,""character_coverage"":0.013158}]","","","PENDING",""
"I70-026026","rit_(shin_no_nakama)","4","Character","79","","","","","リット","","[{""copyright"":""shin_no_nakama_janai_to_yuusha_no_party_wo_oidasareta_no_de_henkyou_de_slow_life_suru_koto_ni_shimashita"",""co_posts"":78,""character_coverage"":1.0},{""copyright"":""megami_magazine"",""co_posts"":2,""character_coverage"":0.025641},{""copyright"":""dagashi_kashi"",""co_posts"":1,""character_coverage"":0.012821}]","","","PENDING",""
"I70-026027","rita_henschel","4","Character","79","","","","","リタ・ヘンシェル","","[{""copyright"":""alice_gear_aegis"",""co_posts"":75,""character_coverage"":1.0},{""copyright"":""original"",""co_posts"":2,""character_coverage"":0.026667},{""copyright"":""frame_arms_girl"",""co_posts"":1,""character_coverage"":0.013333}]","","","PENDING",""
"I70-026028","rose_fryberg","4","Character","79","rose_(volcano_princess)","rose (volcano princess)","","","露丝·弗莱贝格","","[{""copyright"":""volcano_princess"",""co_posts"":77,""character_coverage"":1.0}]","","","PENDING",""
"I70-026029","ruby_runeheart","4","Character","79","","","","","ルビー・ルーンハート","","[{""copyright"":""chromashift"",""co_posts"":50,""character_coverage"":1.0},{""copyright"":""bakemonogatari"",""co_posts"":1,""character_coverage"":0.02},{""copyright"":""monogatari_(series)"",""co_posts"":1,""character_coverage"":0.02}]","","","PENDING",""
"I70-026030","rune_slayer_(elsword)","4","Character","79","","","","","ルーンスレイヤー","","[{""copyright"":""elsword"",""co_posts"":75,""character_coverage"":1.0},{""copyright"":""vocaloid"",""co_posts"":4,""character_coverage"":0.053333},{""copyright"":""batman_(series)"",""co_posts"":3,""character_coverage"":0.04},{""copyright"":""dc_comics"",""co_posts"":3,""character_coverage"":0.04},{""copyright"":""kill_la_kill"",""co_posts"":1,""character_coverage"":0.013333}]","","","PENDING",""
"I70-026031","saegusa_kohagi_(mimikaki)","4","Character","79","","","","","","","[{""copyright"":""original"",""co_posts"":68,""character_coverage"":1.0},{""copyright"":""suica"",""co_posts"":2,""character_coverage"":0.029412}]","","","PENDING",""
"I70-026032","saiger_iris","4","Character","79","","","","","サイガーアイリス","","[{""copyright"":""hitozuma_sentai_aisaiger"",""co_posts"":79,""character_coverage"":1.0}]","","","PENDING",""
"I70-026033","saion-ji_enju","4","Character","79","","","","","さいおんじ_えんじゅ","","[{""copyright"":""moe!_ninja_girls"",""co_posts"":66,""character_coverage"":1.0},{""copyright"":""moe!_ninja_girls_rpg"",""co_posts"":15,""character_coverage"":0.227273}]","","","PENDING",""
"I70-026034","samurai_tamago_tabemi","4","Character","79","","","","","サムライたまご食べ美","","[{""copyright"":""mcdonald's"",""co_posts"":73,""character_coverage"":0.986486},{""copyright"":""blue_archive"",""co_posts"":2,""character_coverage"":0.027027},{""copyright"":""grappler_baki"",""co_posts"":2,""character_coverage"":0.027027},{""copyright"":""kantai_collection"",""co_posts"":2,""character_coverage"":0.027027},{""copyright"":""super_sentai"",""co_posts"":2,""character_coverage"":0.027027}]","","","PENDING",""
"I70-026035","sawatari_saeko","4","Character","79","","","","","猿渡冴子","","[{""copyright"":""tsukiatte_agetemo_ii_kana"",""co_posts"":75,""character_coverage"":1.0},{""copyright"":""a_song_of_ice_and_fire"",""co_posts"":1,""character_coverage"":0.013333},{""copyright"":""adventure_time"",""co_posts"":1,""character_coverage"":0.013333},{""copyright"":""arcane:_league_of_legends"",""co_posts"":1,""character_coverage"":0.013333},{""copyright"":""asagao_to_kase-san"",""co_posts"":1,""character_coverage"":0.013333}]","","","PENDING",""
"I70-026036","scp-040-jp","4","Character","79","","","","","ねこです","","[{""copyright"":""scp_foundation"",""co_posts"":74,""character_coverage"":0.973684},{""copyright"":""touhou"",""co_posts"":15,""character_coverage"":0.197368},{""copyright"":""original"",""co_posts"":10,""character_coverage"":0.131579},{""copyright"":""nora_cat_channel"",""co_posts"":9,""character_coverage"":0.118421},{""copyright"":""umamusume"",""co_posts"":7,""character_coverage"":0.092105}]","","","PENDING",""
"I70-026037","seabook_arno","4","Character","79","","","","","シーブック・アノー","","[{""copyright"":""gundam"",""co_posts"":69,""character_coverage"":1.0},{""copyright"":""gundam_f91"",""co_posts"":64,""character_coverage"":0.927536},{""copyright"":""gundam_zz"",""co_posts"":18,""character_coverage"":0.26087},{""copyright"":""victory_gundam"",""co_posts"":15,""character_coverage"":0.217391},{""copyright"":""zeta_gundam"",""co_posts"":15,""character_coverage"":0.217391}]","","","PENDING",""
"I70-026038","sebastian_sallow","4","Character","79","","","","","セバスチャン・サロウ","","[{""copyright"":""wizarding_world"",""co_posts"":78,""character_coverage"":1.0},{""copyright"":""hogwarts_legacy"",""co_posts"":77,""character_coverage"":0.987179},{""copyright"":""original"",""co_posts"":18,""character_coverage"":0.230769},{""copyright"":""harry_potter_(series)"",""co_posts"":2,""character_coverage"":0.025641},{""copyright"":""berserk"",""co_posts"":1,""character_coverage"":0.012821}]","","","PENDING",""
"I70-026039","seimei_(senran_kagura)","4","Character","79","","","","","清明(閃乱カグラ)","","[{""copyright"":""senran_kagura"",""co_posts"":79,""character_coverage"":1.0},{""copyright"":""senran_kagura_new_wave"",""co_posts"":79,""character_coverage"":1.0},{""copyright"":""senran_kagura_burst"",""co_posts"":1,""character_coverage"":0.012658}]","","","PENDING",""
"I70-026040","senju_koyomi","4","Character","79","","","","","千寿暦","","[{""copyright"":""world_dai_star"",""co_posts"":72,""character_coverage"":1.0},{""copyright"":""ongeki"",""co_posts"":2,""character_coverage"":0.027778},{""copyright"":""cinderella_(fairy_tale)"",""co_posts"":1,""character_coverage"":0.013889},{""copyright"":""love_live!"",""co_posts"":1,""character_coverage"":0.013889},{""copyright"":""love_live!_sunshine!!"",""co_posts"":1,""character_coverage"":0.013889}]","","","PENDING",""
"I70-026041","serph","4","Character","79","","","","","セルフ","","[{""copyright"":""digital_devil_saga"",""co_posts"":74,""character_coverage"":1.0},{""copyright"":""shin_megami_tensei"",""co_posts"":16,""character_coverage"":0.216216},{""copyright"":""shin_megami_tensei_iii:_nocturne"",""co_posts"":13,""character_coverage"":0.175676},{""copyright"":""persona"",""co_posts"":12,""character_coverage"":0.162162},{""copyright"":""devil_summoner_(series)"",""co_posts"":11,""character_coverage"":0.148649}]","","","PENDING",""
"I70-026042","seth_(under_night_in-birth)","4","Character","79","","","","","セト","","[{""copyright"":""under_night_in-birth"",""co_posts"":73,""character_coverage"":0.986486},{""copyright"":""blue_archive"",""co_posts"":9,""character_coverage"":0.121622},{""copyright"":""under_night_in-birth_2_sys:celes"",""co_posts"":7,""character_coverage"":0.094595},{""copyright"":""guilty_gear"",""co_posts"":3,""character_coverage"":0.040541},{""copyright"":""akatsuki_blitzkampf"",""co_posts"":2,""character_coverage"":0.027027}]","","","PENDING",""
"I70-026043","shadow_yukiko","4","Character","79","","","","","シャドウ雪子","","[{""copyright"":""persona"",""co_posts"":70,""character_coverage"":1.0},{""copyright"":""persona_4"",""co_posts"":70,""character_coverage"":1.0},{""copyright"":""persona_4:_the_ultimate_in_mayonaka_arena"",""co_posts"":3,""character_coverage"":0.042857},{""copyright"":""persona_4:_the_ultimax_ultra_suplex_hold"",""co_posts"":2,""character_coverage"":0.028571},{""copyright"":""fate/stay_night"",""co_posts"":1,""character_coverage"":0.014286}]","","","PENDING",""
"I70-026044","shane_(stardew_valley)","4","Character","79","","","","","","","[{""copyright"":""stardew_valley"",""co_posts"":77,""character_coverage"":1.0},{""copyright"":""blade_runner_(series)"",""co_posts"":1,""character_coverage"":0.012987},{""copyright"":""blade_runner_2049"",""co_posts"":1,""character_coverage"":0.012987},{""copyright"":""boku_no_hero_academia"",""co_posts"":1,""character_coverage"":0.012987},{""copyright"":""coral_island"",""co_posts"":1,""character_coverage"":0.012987}]","","","PENDING",""
"I70-026045","sharena_(spring_princess)_(fire_emblem)","4","Character","79","sharena_(spring)_(fire_emblem)","sharena (spring) (fire emblem)","","","","","[{""copyright"":""fire_emblem"",""co_posts"":77,""character_coverage"":1.0},{""copyright"":""fire_emblem_heroes"",""co_posts"":77,""character_coverage"":1.0},{""copyright"":""fire_emblem_fates"",""co_posts"":14,""character_coverage"":0.181818},{""copyright"":""fire_emblem:_mystery_of_the_emblem"",""co_posts"":11,""character_coverage"":0.142857},{""copyright"":""fire_emblem_awakening"",""co_posts"":8,""character_coverage"":0.103896}]","","","PENDING",""
"I70-026046","sharon_kreuger","4","Character","79","","","","","シャロン・クロガー","","[{""copyright"":""eiyuu_densetsu"",""co_posts"":70,""character_coverage"":1.0},{""copyright"":""sen_no_kiseki_(series)"",""co_posts"":67,""character_coverage"":0.957143},{""copyright"":""sen_no_kiseki_i"",""co_posts"":39,""character_coverage"":0.557143},{""copyright"":""sen_no_kiseki_iii"",""co_posts"":9,""character_coverage"":0.128571},{""copyright"":""sen_no_kiseki_ii"",""co_posts"":8,""character_coverage"":0.114286}]","","","PENDING",""
"I70-026047","she-ra","4","Character","79","","","","","she-ra","","[{""copyright"":""she-ra_and_the_princesses_of_power"",""co_posts"":54,""character_coverage"":0.857143},{""copyright"":""masters_of_the_universe"",""co_posts"":36,""character_coverage"":0.571429},{""copyright"":""dc_comics"",""co_posts"":4,""character_coverage"":0.063492},{""copyright"":""adventure_time"",""co_posts"":3,""character_coverage"":0.047619},{""copyright"":""arcane:_league_of_legends"",""co_posts"":3,""character_coverage"":0.047619}]","","","PENDING",""
"I70-026048","sherry_(langrisser)","4","Character","79","","","","","シェリー(ラングリッサー)","","[{""copyright"":""langrisser"",""co_posts"":68,""character_coverage"":1.0},{""copyright"":""langrisser_ii"",""co_posts"":63,""character_coverage"":0.926471},{""copyright"":""langrisser_mobile"",""co_posts"":15,""character_coverage"":0.220588},{""copyright"":""fire_emblem"",""co_posts"":7,""character_coverage"":0.102941},{""copyright"":""fire_emblem:_genealogy_of_the_holy_war"",""co_posts"":6,""character_coverage"":0.088235}]","","","PENDING",""
"I70-026049","shiba_tatsuya","4","Character","79","","","","","司波達也","","[{""copyright"":""mahouka_koukou_no_rettousei"",""co_posts"":71,""character_coverage"":1.0},{""copyright"":""sword_art_online"",""co_posts"":4,""character_coverage"":0.056338},{""copyright"":""maou_gakuin_no_futekigousha"",""co_posts"":3,""character_coverage"":0.042254},{""copyright"":""ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai"",""co_posts"":2,""character_coverage"":0.028169},{""copyright"":""blue_archive"",""co_posts"":1,""character_coverage"":0.014085}]","","","PENDING",""
"I70-026050","shigino_kisumi","4","Character","79","","","","","鴫野貴澄","","[{""copyright"":""free!"",""co_posts"":78,""character_coverage"":1.0},{""copyright"":""high_speed!"",""co_posts"":6,""character_coverage"":0.076923},{""copyright"":""boku_no_hero_academia"",""co_posts"":1,""character_coverage"":0.012821},{""copyright"":""code_geass"",""co_posts"":1,""character_coverage"":0.012821},{""copyright"":""fate/extra"",""co_posts"":1,""character_coverage"":0.012821}]","","","PENDING",""
"I70-026051","shirahane_suou","4","Character","79","","","","","白羽蘇芳","","[{""copyright"":""flowers_(innocent_grey)"",""co_posts"":77,""character_coverage"":1.0},{""copyright"":""accel_world"",""co_posts"":1,""character_coverage"":0.012987},{""copyright"":""akame_ga_kill!"",""co_posts"":1,""character_coverage"":0.012987},{""copyright"":""amagami"",""co_posts"":1,""character_coverage"":0.012987},{""copyright"":""atlach-nacha"",""co_posts"":1,""character_coverage"":0.012987}]","","","PENDING",""
"I70-026052","shirayuki_(sister_princess)","4","Character","79","","","","","白雪","","[{""copyright"":""sister_princess"",""co_posts"":70,""character_coverage"":0.985915},{""copyright"":""baby_princess"",""co_posts"":1,""character_coverage"":0.014085},{""copyright"":""final_fantasy"",""co_posts"":1,""character_coverage"":0.014085},{""copyright"":""final_fantasy_tactics"",""co_posts"":1,""character_coverage"":0.014085},{""copyright"":""kantai_collection"",""co_posts"":1,""character_coverage"":0.014085}]","","","PENDING",""
"I70-026053","shirley_(fate)","4","Character","79","shirley_(fate/zero)","shirley (fate/zero)","","","シャーレイ","","[{""copyright"":""fate_(series)"",""co_posts"":73,""character_coverage"":1.0},{""copyright"":""fate/zero"",""co_posts"":72,""character_coverage"":0.986301},{""copyright"":""fate/grand_order"",""co_posts"":7,""character_coverage"":0.09589},{""copyright"":""fate/stay_night"",""co_posts"":7,""character_coverage"":0.09589},{""copyright"":""fate/strange_fake"",""co_posts"":5,""character_coverage"":0.068493}]","","","PENDING",""
