"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-044001","godzilla:_final_wars","3","Copyright","54","godzilla_final_wars","godzilla final wars","","","ゴジラFINALWARS","","","","","PENDING",""
"I70-044002","godzilla_singular_point","3","Copyright","54","","","","","ゴジラS.P","","","","","PENDING",""
"I70-044003","grand_theft_auto_iv","3","Copyright","54","grand_theft_auto:_episodes_from_liberty_city,grand_theft_auto_iv:_the_ballad_of_gay_tony,grand_theft_auto_iv:_the_lost_and_damned","grand theft auto iv: the ballad of gay tony | grand theft auto iv: the lost and damned | grand theft auto: episodes from liberty city","","","グランドセフトオート4","","","","","PENDING",""
"I70-044004","green_day","3","Copyright","54","","","","","グリーン・デイ","","","","","PENDING",""
"I70-044005","gundam_requiem_for_vengeance","3","Copyright","54","","","","","機動戦士ガンダム復讐のレクイエム","","","","","PENDING",""
"I70-044006","harry_potter_and_the_philosopher's_stone","3","Copyright","54","","","","","ハリー・ポッターと賢者の石","","","","","PENDING",""
"I70-044007","hatsu_inu","3","Copyright","54","","","","","初犬","","","","","PENDING",""
"I70-044008","heartbeat_(game)","3","Copyright","54","","","","","","","","","","PENDING",""
"I70-044009","hero_cantare","3","Copyright","54","","","","","ヒーロー・カンタレ","","","","","PENDING",""
"I70-044010","himitsu_~kuro_no_chikai~_(vocaloid)","3","Copyright","54","","","","","秘蜜~黒の誓い~","","","","","PENDING",""
"I70-044011","hitotsu_yane_no_tsubasa_no_shita_de","3","Copyright","54","","","","","ひとつ屋根の、ツバサの下で","","","","","PENDING",""
"I70-044012","how_to_draw_manga","3","Copyright","54","","","","","漫画を描く方法","","","","","PENDING",""
"I70-044013","idol_janshi_suchie-pai","3","Copyright","54","","","","","アイドル雀士スーチーパイ","","","","","PENDING",""
"I70-044014","jinrou_judgment","3","Copyright","54","","","","","人狼ジャッジメント","","","","","PENDING",""
"I70-044015","kagamine_len_no_bousou_(vocaloid)","3","Copyright","54","","","","","鏡音レンの暴走","","","","","PENDING",""
