"row_id","canonical_tag","category","category_name","post_count","source_aliases","verified_aliases","existing_display_ja","existing_search_ja","existing_candidate_ja","existing_rejected_ja","related_copyright_candidates","display_ja","search_ja","translation_status","translation_note"
"I70-004001","silvervale","4","Character","828","","","","シルバーベール","","DoodleVale | LewdleVale | Silvervale","[{""copyright"":""indie_virtual_youtuber"",""co_posts"":369,""character_coverage"":0.529412},{""copyright"":""vshojo"",""co_posts"":362,""character_coverage"":0.519369},{""copyright"":""gamer_supps"",""co_posts"":13,""character_coverage"":0.018651},{""copyright"":""vyugen"",""co_posts"":11,""character_coverage"":0.015782},{""copyright"":""final_fantasy"",""co_posts"":7,""character_coverage"":0.010043}]","","","PENDING",""
"I70-004002","yamada_elf","4","Character","828","","","","山田エルフ","山田妖精","","[{""copyright"":""eromanga_sensei"",""co_posts"":797,""character_coverage"":1.0},{""copyright"":""ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai"",""co_posts"":9,""character_coverage"":0.011292},{""copyright"":""hoshikuzu_witch_meruru"",""co_posts"":7,""character_coverage"":0.008783},{""copyright"":""darkstalkers"",""co_posts"":3,""character_coverage"":0.003764},{""copyright"":""nisekoi"",""co_posts"":3,""character_coverage"":0.003764}]","","","PENDING",""
"I70-004003","mash_kyrielight_(swimsuit_of_perpetual_summer)","4","Character","827","swimsuit_of_perpetual_summer","swimsuit of perpetual summer","","常夏の水着","","tokonatsu_no_mizugi","[{""copyright"":""fate/grand_order"",""co_posts"":805,""character_coverage"":0.998759},{""copyright"":""fate_(series)"",""co_posts"":805,""character_coverage"":0.998759},{""copyright"":""fate/apocrypha"",""co_posts"":10,""character_coverage"":0.012407},{""copyright"":""fate/stay_night"",""co_posts"":8,""character_coverage"":0.009926},{""copyright"":""fate/extra"",""co_posts"":7,""character_coverage"":0.008685}]","","","PENDING",""
"I70-004004","meloetta","4","Character","827","","","","メロエッタ","","","[{""copyright"":""pokemon"",""co_posts"":765,""character_coverage"":1.0},{""copyright"":""vocaloid"",""co_posts"":327,""character_coverage"":0.427451},{""copyright"":""project_voltage"",""co_posts"":320,""character_coverage"":0.418301},{""copyright"":""utau"",""co_posts"":46,""character_coverage"":0.060131},{""copyright"":""pokemon_black_2_and_white_2"",""co_posts"":34,""character_coverage"":0.044444}]","","","PENDING",""
"I70-004005","nagomi_yui","4","Character","827","","","","和実ゆい","","","[{""copyright"":""precure"",""co_posts"":794,""character_coverage"":1.0},{""copyright"":""delicious_party_precure"",""co_posts"":792,""character_coverage"":0.997481},{""copyright"":""hirogaru_sky!_precure"",""co_posts"":64,""character_coverage"":0.080605},{""copyright"":""tropical-rouge!_precure"",""co_posts"":56,""character_coverage"":0.070529},{""copyright"":""healin'_good_precure"",""co_posts"":37,""character_coverage"":0.046599}]","","","PENDING",""
"I70-004006","sf-a2_miki","4","Character","827","miki,miki_(vocaloid)","miki | miki (vocaloid)","","SF-A2開発コードmiki | 開発コードmiki","","","[{""copyright"":""vocaloid"",""co_posts"":797,""character_coverage"":1.0},{""copyright"":""utau"",""co_posts"":65,""character_coverage"":0.081556},{""copyright"":""voiceroid"",""co_posts"":52,""character_coverage"":0.065245},{""copyright"":""niconico"",""co_posts"":15,""character_coverage"":0.018821},{""copyright"":""black_rock_shooter"",""co_posts"":14,""character_coverage"":0.017566}]","","","PENDING",""
"I70-004007","sorakado_ao","4","Character","827","","","","","空門蒼","","[{""copyright"":""summer_pockets"",""co_posts"":740,""character_coverage"":0.997305},{""copyright"":""key_(company)"",""co_posts"":30,""character_coverage"":0.040431},{""copyright"":""angel_beats!"",""co_posts"":8,""character_coverage"":0.010782},{""copyright"":""clannad"",""co_posts"":7,""character_coverage"":0.009434},{""copyright"":""comiket_95"",""co_posts"":7,""character_coverage"":0.009434}]","","","PENDING",""
"I70-004008","minazuki_karen","4","Character","826","","","","水無月かれん","","","[{""copyright"":""precure"",""co_posts"":764,""character_coverage"":0.998693},{""copyright"":""yes!_precure_5"",""co_posts"":763,""character_coverage"":0.997386},{""copyright"":""yes!_precure_5_gogo!"",""co_posts"":347,""character_coverage"":0.453595},{""copyright"":""fresh_precure!"",""co_posts"":125,""character_coverage"":0.163399},{""copyright"":""futari_wa_precure_splash_star"",""co_posts"":125,""character_coverage"":0.163399}]","","","PENDING",""
"I70-004009","mint_fantome_(minto_2.0)","4","Character","826","","","","","","","[{""copyright"":""indie_virtual_youtuber"",""co_posts"":646,""character_coverage"":0.814628},{""copyright"":""densetsu.exe"",""co_posts"":181,""character_coverage"":0.228247},{""copyright"":""vshojo"",""co_posts"":29,""character_coverage"":0.03657},{""copyright"":""3am"",""co_posts"":16,""character_coverage"":0.020177},{""copyright"":""hololive"",""co_posts"":14,""character_coverage"":0.017654}]","","","PENDING",""
"I70-004010","sirius_(scorching-hot_seirios)_(azur_lane)","4","Character","826","sirius_(midsummer_seirios)_(azur_lane)","sirius (midsummer seirios) (azur lane)","","盛夏のセイリオス","盛夏的Seirios","","[{""copyright"":""azur_lane"",""co_posts"":764,""character_coverage"":1.0},{""copyright"":""elsword"",""co_posts"":1,""character_coverage"":0.001309},{""copyright"":""fallout"",""co_posts"":1,""character_coverage"":0.001309},{""copyright"":""fate/grand_order"",""co_posts"":1,""character_coverage"":0.001309},{""copyright"":""fate_(series)"",""co_posts"":1,""character_coverage"":0.001309}]","","","PENDING",""
"I70-004011","sniper_(ragnarok_online)","4","Character","826","","","","","スナイパー","","[{""copyright"":""ragnarok_online"",""co_posts"":808,""character_coverage"":1.0},{""copyright"":""ragnarok:_guild_masters"",""co_posts"":24,""character_coverage"":0.029703},{""copyright"":""ragnarok_masters"",""co_posts"":14,""character_coverage"":0.017327},{""copyright"":""gundam"",""co_posts"":4,""character_coverage"":0.00495},{""copyright"":""monster_hunter_(series)"",""co_posts"":4,""character_coverage"":0.00495}]","","","PENDING",""
