row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-026301,super_sass_(mod3)_(girls'_frontline),4,Character,,,,,,,"[""girls'_frontline"",""girls'_frontline_2:_exilium"",""tom_clancy's_the_division""]"
I70-026302,suzushiro_akane,4,Character,,,,,鈴白茜,,"[""original""]"
I70-026303,sylpheed,4,Character,,,,,シルフィード,,"[""zero_no_tsukaima"",""megami_magazine"",""shakugan_no_shana""]"
I70-026304,tabe_ayumu,4,Character,,,,,きつね(仮)ちゃん,,"[""original"",""amazon_(company)"",""resident_evil""]"
I70-026305,taiyou_akari,4,Character,,,,,太陽あかり,,"[""gen'ei_wo_kakeru_taiyou"",""kantai_collection"",""mahou_shoujo_madoka_magica""]"
I70-026306,tenkai_tsukasa,4,Character,,,,,天開司,,"[""bans"",""nijisanji"",""indie_virtual_youtuber""]"
I70-026307,tokiai_misao,4,Character,,,,,みさおえかき,,"[""indie_virtual_youtuber"",""fate/grand_order"",""fate_(series)""]"
I70-026308,tokino_sora_(birthday_2022),4,Character,tokino_sora_(4th_costume),tokino sora (4th costume),,,ときのそらお披露目誕生日2022,,"[""hololive"",""hololive_english"",""aoi_ch.""]"
I70-026309,tomatita,4,Character,,,,,トマティタ,,"[""original"",""pokemon"",""pokemon_legends:_arceus""]"
I70-026310,toneri_nikako,4,Character,,,,,舎人仁花子,,"[""world_dai_star"",""chunithm"",""genjitsu_no_yohane""]"
I70-026311,torisumi_horou,4,Character,,,,,鳥澄珠烏,,"[""hollow_song_of_birds"",""touhou"",""original""]"
I70-026312,torture_tortura,4,Character,"torture_(hime-sama_""goumon""_no_jikan_desu)","torture (hime-sama ""goumon"" no jikan desu)",,,トーチャー・トルチュール,,"[""hime-sama_\""goumon\""_no_jikan_desu"",""love_live!"",""love_live!_hasu_no_sora_jogakuin_school_idol_club""]"
I70-026313,tsukino_mito_(sporty),4,Character,tsukino_mito_(20th_costume),tsukino mito (20th costume),,,,,"[""nijisanji"",""backrooms_(creepypasta)"",""bobobo-bo_bo-bobo""]"
I70-026314,tsutsujimori_rosho,4,Character,tsutsujimori_roshou,tsutsujimori roshou,,,躑躅森盧笙,,"[""hypnosis_mic"",""sanrio"",""holostars""]"
I70-026315,uehara_rin,4,Character,,,,,上原燐,,"[""taimanin_(series)"",""taimanin_rpgx"",""action_taimanin""]"
I70-026316,ultraman_blazar,4,Character,,,,,ブレーザー(ウルトラマン),,"[""ultra_series"",""ultraman_blazar_(series)"",""ultraman_arc_(series)""]"
I70-026317,u-olga_marie_(first_ascension),4,Character,,,,,U-オルガマリー(アンビースト),,"[""fate/grand_order"",""fate_(series)"",""fate/zero""]"
I70-026318,urd_(reverse:1999),4,Character,,,,,兀尔德,,"[""reverse:1999"",""the_elder_scrolls""]"
I70-026319,vampire_(little_devil_in_white)_(azur_lane),4,Character,,,,,白衣の小悪魔,,"[""azur_lane"",""arknights"",""carnival_phantasm""]"
I70-026320,vanessa_(fnaf),4,Character,,,,,ヴァネッサ,,"[""five_nights_at_freddy's"",""five_nights_at_freddy's:_security_breach"",""among_us""]"
I70-026321,vanica_zogratis,4,Character,,,,,ヴァニカ・ゾグラティス,,"[""black_clover""]"
I70-026322,vesves_(sailor_moon),4,Character,,,,,ベスベス,,"[""bishoujo_senshi_sailor_moon"",""bishoujo_senshi_sailor_moon_supers"",""bishoujo_senshi_sailor_moon_stars""]"
I70-026323,violett_(k-rha),4,Character,,,,,,,"[""original"",""alice's_adventures_in_wonderland"",""chiikawa""]"
I70-026324,wander_(wander_over_yonder),4,Character,,,,,,,"[""wander_over_yonder"",""the_amazing_world_of_gumball"",""adventure_time""]"
