row_id,canonical_tag,category,post_count,media_scope,confidence,scope_reason,evidence_refs,decision_source
I70-043001,onanie_master_kurosawa,Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
I70-043002,police_and_lady,Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
I70-043003,project_qt,Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
I70-043004,reactivate_majestical_imperial,Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
I70-043005,sagawa_express,Copyright,69,REAL_3D,HIGH,Real-world logistics company identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_030
I70-043006,sakura_kakumei,Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
I70-043007,salamander_(vocaloid),Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
I70-043008,star_ocean_ex,Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
I70-043009,strategic_lovers,Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
I70-043010,street_fighter:_duel,Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
I70-043012,tonari_no_seki_no_yankee_shimizu-san_ga_kami_wo_kuroku_somete_kita,Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
I70-043013,transformers:_energon,Copyright,69,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_030
