row_id,canonical_tag,category,post_count,media_scope,confidence,scope_reason,evidence_refs,decision_source
I70-043502,tiny_stars,Copyright,61,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_032
I70-043503,touch_(manga),Copyright,61,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_032
I70-043504,tougenkyou_e_ikou_(utau),Copyright,61,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_032
I70-043505,umamusume:_peace_peace_cepea_cepea_golshi-chan,Copyright,61,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_032
I70-043506,world_witches_x,Copyright,61,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_032
I70-043507,xiao_huaxian,Copyright,61,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_032
I70-043508,yogibo,Copyright,61,REAL_3D,HIGH,Real-world commercial furniture/brand identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_032
I70-043509,yumemi_channel,Copyright,61,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_032
I70-043510,zyuden_sentai_kyoryuger,Copyright,61,REAL_3D,HIGH,Live-action/tokusatsu television property; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_032
I70-043512,advance_of_zeta_re-boot,Copyright,60,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_032
I70-043513,advance_wars:_dual_strike,Copyright,60,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_032
I70-043514,anilive_jumpstart_program,Copyright,60,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_032
