row_id,canonical_tag,category,post_count,media_scope,confidence,scope_reason,evidence_refs,decision_source
I70-044251,zettai_shougeki,Copyright,52,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044252,agarest_senki_zero,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044253,alice_in_cradle,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044254,alita:_battle_angel,Copyright,51,REAL_3D,HIGH,Specific live-action film property; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_035
I70-044256,anata_ni_koi_suru_ren'ai_recette,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044257,atarashii_gakkou_no_leaders,Copyright,51,REAL_3D,HIGH,Real-person music/idol group identity; outside Character/Copyright 2D-fiction scope.,,MANUAL_SCOPE_BATCH_035
I70-044258,birdie_wing:_golf_girls'_story,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044259,bluesky,Copyright,51,REAL_3D,HIGH,Real-world social-media service/platform identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_035
I70-044260,boku_no_mirai_wa_koi_to_kakin_to,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044261,boston_dynamics,Copyright,51,REAL_3D,HIGH,Real-world robotics company identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_035
I70-044262,capcom_fighting_allstars,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044263,chicchana_yukitsukai_sugar,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044264,chotto_dake_ai_ga_omoi_dark_elf_ga_isekai_kara_oikakete_kita,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044265,chuuka_ichiban!,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044266,clock_lock_works_(vocaloid),Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044267,comic_penguin_cereb,Copyright,51,REAL_3D,HIGH,Real-world magazine/publication identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_035
I70-044268,dai_mahou_touge,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
I70-044269,danganronpa:_despair_time,Copyright,51,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_035
