row_id,canonical_tag,category,post_count,media_scope,confidence,scope_reason,evidence_refs,decision_source
I70-042001,asumi-chan_wa_rezu_fuuzoku_ni_kyoumi_ga_arimasu!,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042002,black_panther_(movie),Copyright,88,REAL_3D,HIGH,Specific live-action film property; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_026
I70-042003,flame_toys,Copyright,88,REAL_3D,HIGH,Real-world manufacturer/company brand identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_026
I70-042007,gintama_movie_2:_yorozuya_yo_eien_nare,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042008,hanamusubi_(love_live!),Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042009,heavily_armed_high_school_girls,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042010,honoo_no_toukyuujo:_dodge_danko,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042011,iii_(hololive),Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042012,itunes,Copyright,88,REAL_3D,HIGH,Real-world software/media service identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_026
I70-042013,koi_ga_saku_koro_sakura_doki,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042014,loveless,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042015,majisuka_gakuen,Copyright,88,REAL_3D,HIGH,Live-action television drama property; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_026
I70-042016,mousou_dairinin,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042017,nepnep_connect:_chaos_chanpuru,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042019,pokemon_mystery_dungeon:_rescue_team_dx,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042020,pppp_(vocaloid),Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042021,primal_hearts,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042022,radiata_stories,Copyright,88,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_026
I70-042023,round1,Copyright,88,REAL_3D,HIGH,Real-world entertainment/facility company identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_026
