row_id,canonical_tag,category,post_count,media_scope,confidence,scope_reason,evidence_refs,decision_source
I70-016696,kusanagi_motoko_(2026),Character,144,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-016723,slavya-chan,Character,144,IN_2D,HIGH,Tag identifies an illustrated fictional mascot or personification rather than the real company service or product itself; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-016796,otonashi_ayana,Character,143,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-016942,kermit_the_frog,Character,141,REAL_3D,HIGH,Character identity belongs to a live-action-only or puppet-led real-3D property excluded by the media-scope rule.,,MANUAL_SCOPE_BATCH_053
I70-016975,racing_miku_(2013),Character,141,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017008,capybara-san,Character,140,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017096,eudie_(shadowverse),Character,139,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017139,soyjak,Character,139,IN_2D,HIGH,Tag identifies a drawn meme or internet character rather than a real-world individual; retained as illustrated fictional character content.,,MANUAL_SCOPE_BATCH_053
I70-017164,boku_(summer_memories),Character,138,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017205,ouka_miko,Character,138,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017260,ha-chan_(ado),Character,137,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017270,kamen_rider_agito_(ground_form),Character,137,REAL_3D,HIGH,Tag identifies a tokusatsu character identity; excluded under the explicit tokusatsu rule.,,MANUAL_SCOPE_BATCH_053
I70-017282,maeda_shiori,Character,137,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017283,magical_mirai_kaito,Character,137,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017374,hikasa_youko,Character,136,REAL_3D,HIGH,Tag identifies a real human performer creator streamer or real-world individual rather than a fictional character; excluded under the real-person rule.,,MANUAL_SCOPE_BATCH_053
I70-017417,protagonist_(hogwarts_legacy),Character,136,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017433,tenjin_kotone,Character,136,IN_2D,HIGH,Character identity is an explicit VTuber or virtual persona; retained under the VTuber and virtual-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017511,mona_(2ch),Character,135,IN_2D,HIGH,Tag identifies a drawn meme or internet character rather than a real-world individual; retained as illustrated fictional character content.,,MANUAL_SCOPE_BATCH_053
I70-017516,noto_mamiko,Character,135,REAL_3D,HIGH,Tag identifies a real human performer creator streamer or real-world individual rather than a fictional character; excluded under the real-person rule.,,MANUAL_SCOPE_BATCH_053
I70-017517,nyarlathotep_(cthulhu_mythos),Character,135,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017656,alba_(sen'yuu),Character,133,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017674,dvach-tan,Character,133,IN_2D,HIGH,Tag identifies an illustrated fictional mascot or personification rather than the real company service or product itself; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017694,hortense_(sound_horizon),Character,133,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017699,jared_(michi_mochievee),Character,133,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017717,magical_mirai_luka,Character,133,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017742,racing_miku_(2014),Character,133,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017792,danboo,Character,132,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
I70-017801,hanazawa_kana,Character,132,REAL_3D,HIGH,Tag identifies a real human performer creator streamer or real-world individual rather than a fictional character; excluded under the real-person rule.,,MANUAL_SCOPE_BATCH_053
I70-017808,japanese_river_otter_(kemono_friends),Character,132,IN_2D,HIGH,Character identity is explicitly fictional or virtual and belongs to an in-scope game anime manga illustration literary or virtual-character context; retained under the fictional-character rule.,,MANUAL_SCOPE_BATCH_053
