row_id,canonical_tag,category,post_count,media_scope,confidence,scope_reason,evidence_refs,decision_source
I70-041751,dangaioh,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041754,enquete_kinou_de_nasubikko_wo_ikusei_shiyou!,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041755,falcom,Copyright,95,REAL_3D,HIGH,Real-world game company/developer identity rather than a specific fictional property.,,MANUAL_SCOPE_BATCH_025
I70-041756,final_fantasy_tactics_a2,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041757,frozen_ii_(disney),Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041758,inukami!,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041760,kill_time_communication,Copyright,95,REAL_3D,HIGH,Real-world publishing company identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_025
I70-041761,komori-san_wa_kotowarenai!,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041762,kumatanchi,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041763,los_angeles_dodgers,Copyright,95,REAL_3D,HIGH,Real-world professional sports team identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_025
I70-041765,medarot_2,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041766,muv-luv:_dimensions,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041767,myself_yourself,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041768,premier_league,Copyright,95,REAL_3D,HIGH,Real-world professional sports league identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_025
I70-041769,rick_g_earth,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041770,sakura_strasse,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041771,sd_sengokuden,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041772,soul_cradle,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041773,tales_of_vesperia:_the_first_strike,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041774,the_last_of_us_part_ii,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041775,transformers:_victory,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041776,working!!_(web_manga),Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041777,yat_anshin_uchuu_ryokou,Copyright,95,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041778,alps_no_shoujo_heidi,Copyright,94,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041779,corona_(brand),Copyright,94,REAL_3D,HIGH,Real-world commercial beverage brand identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_025
I70-041780,daicon_iv,Copyright,94,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
I70-041781,five_nights_in_anime_(fangame),Copyright,94,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_025
