row_id,canonical_tag,category,post_count,media_scope,confidence,scope_reason,evidence_refs,decision_source
I70-036330,ultra_series,Copyright,3952,REAL_3D,HIGH,Live-action/tokusatsu-first franchise; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_036
I70-036384,22/7,Copyright,3264,IN_2D,HIGH,High-confidence illustrated / comic / game / anime / virtual-content identity in the user's 2D scope.,,MANUAL_SCOPE_BATCH_036
I70-036439,vedal_ai,Copyright,2818,REAL_3D,HIGH,Real-person/creator organization identity; outside Character/Copyright 2D-fiction scope.,,MANUAL_SCOPE_BATCH_036
I70-036541,minecraft_youtube,Copyright,2306,REAL_3D,HIGH,Real-person creator/video ecosystem identity; outside Character/Copyright 2D-fiction scope.,,MANUAL_SCOPE_BATCH_036
I70-036670,the_ring,Copyright,1861,REAL_3D,HIGH,Live-action/novel horror franchise identity; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_036
I70-036997,disney,Copyright,1173,REAL_3D,HIGH,Real-world media company/brand identity rather than a specific 2D fictional property.,,MANUAL_SCOPE_BATCH_036
I70-037235,force_of_will,Copyright,896,IN_2D,HIGH,High-confidence illustrated / comic / game / anime / virtual-content identity in the user's 2D scope.,,MANUAL_SCOPE_BATCH_036
I70-037265,dispatch,Copyright,867,IN_2D,HIGH,High-confidence illustrated / comic / game / anime / virtual-content identity in the user's 2D scope.,,MANUAL_SCOPE_BATCH_036
I70-037293,piapro_studio,Copyright,838,REAL_3D,HIGH,Real-world software/product identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_036
I70-037357,the_little_mermaid_(disney),Copyright,773,IN_2D,HIGH,High-confidence illustrated / comic / game / anime / virtual-content identity in the user's 2D scope.,,MANUAL_SCOPE_BATCH_036
I70-037408,irasutoya,Copyright,732,IN_2D,HIGH,High-confidence illustrated / comic / game / anime / virtual-content identity in the user's 2D scope.,,MANUAL_SCOPE_BATCH_036
I70-037472,dream_smp,Copyright,690,REAL_3D,HIGH,Real-person creator/server community identity; outside Character/Copyright 2D-fiction scope.,,MANUAL_SCOPE_BATCH_036
I70-037478,alien_(series),Copyright,686,REAL_3D,HIGH,Live-action-film-first franchise; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_036
I70-037542,aladdin_(movie),Copyright,643,IN_2D,HIGH,High-confidence illustrated / comic / game / anime / virtual-content identity in the user's 2D scope.,,MANUAL_SCOPE_BATCH_036
I70-037571,pacific_rim,Copyright,631,REAL_3D,HIGH,Live-action film property; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_036
I70-037720,the_shining,Copyright,565,REAL_3D,HIGH,Live-action/novel property; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_036
I70-037758,the_lord_of_the_rings,Copyright,548,REAL_3D,HIGH,Novel/live-action-film franchise identity; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_036
I70-037764,voicepeak,Copyright,545,REAL_3D,HIGH,Real-world speech-synthesis software/product identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_036
I70-037798,kotobukiya_bishoujo,Copyright,531,REAL_3D,HIGH,Real-world figure/product line identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_036
