row_id,canonical_tag,category,post_count,media_scope,confidence,scope_reason,evidence_refs,decision_source
I70-044001,godzilla:_final_wars,Copyright,54,REAL_3D,HIGH,Specific live-action/tokusatsu film property; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_034
I70-044002,godzilla_singular_point,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044003,grand_theft_auto_iv,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044004,green_day,Copyright,54,REAL_3D,HIGH,Real-person music band identity; outside Character/Copyright 2D-fiction scope.,,MANUAL_SCOPE_BATCH_034
I70-044005,gundam_requiem_for_vengeance,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044007,hatsu_inu,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044008,heartbeat_(game),Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044009,hero_cantare,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044010,himitsu_~kuro_no_chikai~_(vocaloid),Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044011,hitotsu_yane_no_tsubasa_no_shita_de,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044012,how_to_draw_manga,Copyright,54,REAL_3D,HIGH,Real-world instructional publication identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_034
I70-044013,idol_janshi_suchie-pai,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044014,jinrou_judgment,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044015,kagamine_len_no_bousou_(vocaloid),Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044016,kanojo_ga_aitsu_ni_sareta_koto,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044017,kanojo_no_seiiki,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044018,karisome_no_shitsuji_to_koushaku_no_himegoto,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044019,keiou_yuugekitai,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044020,kemono_no_souja_erin,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044021,kimagure_mercy_(vocaloid),Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044022,kirby_30th_anniversary_music_festival,Copyright,54,REAL_3D,HIGH,Real-world music/event identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_034
I70-044023,kita_e,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044024,kyou_ami!,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044025,liar's_bar,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044026,lisa_the_joyful,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044027,lv1_maou_to_one_room_yuusha,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044028,mahou_tsukai_ni_taisetsu_na_koto,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044029,maid_kyouiku,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044030,makemon!,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044031,marble_creators,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044032,mario_&_sonic_at_the_tokyo_2020_olympic_games,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044033,mega_man_battle_network_2,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044034,messiah_(game),Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044035,my_mai_tonight,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044036,neo_geo,Copyright,54,REAL_3D,HIGH,Real-world game hardware/platform brand identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_034
I70-044037,nyao_signyal,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044039,one_outs,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044040,oshiete_miko_sensei,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044041,penguin_musume,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044042,powerpuff_girls_doujinshi,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044043,precure_all_stars_f,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044045,rage_comic,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044046,rambo,Copyright,54,REAL_3D,HIGH,Live-action film franchise identity; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_034
I70-044047,reizoku_ichiba,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044049,samurai_evolution_oukoku_geist,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044050,saturday_night_live,Copyright,54,REAL_3D,HIGH,Live-action television/variety-program identity; outside the user's 2D-only media scope.,,MANUAL_SCOPE_BATCH_034
I70-044051,sd_gundam_world_heroes,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044052,sexy_commando_gaiden:_sugoiyo!_masaru-san,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044053,shikaru_neko,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044054,shinmai_ossan_bokensha,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044055,shoujo_shin'iki_shoujo_tengoku,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044056,skype,Copyright,54,REAL_3D,HIGH,Real-world communications service/software identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_034
I70-044057,softmax,Copyright,54,REAL_3D,HIGH,Real-world game company/developer identity rather than a specific fictional property.,,MANUAL_SCOPE_BATCH_034
I70-044058,sonic_advance_(series),Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044059,sora_no_kanata_no_dystopia,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044060,sorauta,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044061,super_robot_wars_mx,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044062,sushiro,Copyright,54,REAL_3D,HIGH,Real-world restaurant chain/brand identity; outside 2D-only scope.,,MANUAL_SCOPE_BATCH_034
I70-044063,tekken_revolution,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044064,the_last_remnant,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044066,toushin_toshi_iii,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
I70-044067,tower_of_god:_great_journey,Copyright,54,IN_2D,HIGH,High-confidence fictional / illustrated / game / anime / virtual-content Copyright in the user's 2D scope.,,MANUAL_SCOPE_BATCH_034
