identity_key,candidate_state,human_intent,review_note
black_blood,FULL_REVIEW_BODY_INJURY_V38,,
blood_drip,FULL_REVIEW_BODY_INJURY_V38,,
blood_drop,FULL_REVIEW_BODY_INJURY_V38,,
blood_halo,FULL_REVIEW_BODY_INJURY_V38,,
blood_in_hair,FULL_REVIEW_BODY_INJURY_V38,,
blood_in_water,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_armor,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_axe,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_bandages,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_body,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_cheek,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_dress,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_eyewear,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_flower,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_gloves,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_ground,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_hat,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_knife,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_mask,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_mirror,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_object,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_paper,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_scissors,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_shoes,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_sleeves,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_snow,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_teeth,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_tongue,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_tool,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_wall,FULL_REVIEW_BODY_INJURY_V38,,
blood_on_weapon,FULL_REVIEW_BODY_INJURY_V38,,
blood_splatter,FULL_REVIEW_BODY_INJURY_V38,,
blood_spray,FULL_REVIEW_BODY_INJURY_V38,,
blood_stain,FULL_REVIEW_BODY_INJURY_V38,,
blood_trail,FULL_REVIEW_BODY_INJURY_V38,,
blood_type,FULL_REVIEW_BODY_INJURY_V38,,
blood_vessels,FULL_REVIEW_BODY_INJURY_V38,,
blood_wings,FULL_REVIEW_BODY_INJURY_V38,,
blue_blood,FULL_REVIEW_BODY_INJURY_V38,,
cheek_injury,FULL_REVIEW_BODY_INJURY_V38,,
colored_blood,FULL_REVIEW_BODY_INJURY_V38,,
coughing_blood,FULL_REVIEW_BODY_INJURY_V38,,
dried_blood,FULL_REVIEW_BODY_INJURY_V38,,
eye_injury,FULL_REVIEW_BODY_INJURY_V38,,
fake_blood,FULL_REVIEW_BODY_INJURY_V38,,
floating_blood,FULL_REVIEW_BODY_INJURY_V38,,
gold_blood,FULL_REVIEW_BODY_INJURY_V38,,
green_blood,FULL_REVIEW_BODY_INJURY_V38,,
implied_injury,FULL_REVIEW_BODY_INJURY_V38,,
injury,FULL_REVIEW_BODY_INJURY_V38,,
menstrual_blood,FULL_REVIEW_BODY_INJURY_V38,,
orange_blood,FULL_REVIEW_BODY_INJURY_V38,,
pink_blood,FULL_REVIEW_BODY_INJURY_V38,,
purple_blood,FULL_REVIEW_BODY_INJURY_V38,,
raining_blood,FULL_REVIEW_BODY_INJURY_V38,,
smeared_blood,FULL_REVIEW_BODY_INJURY_V38,,
white_blood,FULL_REVIEW_BODY_INJURY_V38,,
yellow_blood,FULL_REVIEW_BODY_INJURY_V38,,
