ecosystem,row_id,canonical_tag,pilot_role,home_state,home_copyright,authority_type,authority_detail,evidence_refs,reviewer_note,second_review_required
pokemon,I70-010752,cynthia_(summer_2025)_(pokemon),VARIANT_INHERITANCE,HOME_CONFIRMED,pokemon,QUALIFIER_COPYRIGHT,canonical final qualifier `pokemon` resolves directly to Copyright `pokemon`,INTERNAL:canonical_tag qualifier + Issue #180 qualifier authority policy,First-pass HOME only. This proves the single canonical root relation if the row is an official Character; #179 still owns officialness/identity validation. Old RelatedCopyright was not used.,true
pokemon,I70-011506,red_(sygna_suit)_(pokemon),VARIANT_INHERITANCE,HOME_CONFIRMED,pokemon,QUALIFIER_COPYRIGHT,canonical final qualifier `pokemon` resolves directly to Copyright `pokemon`,INTERNAL:canonical_tag qualifier + Issue #180 qualifier authority policy,First-pass HOME only. This proves the single canonical root relation if the row is an official Character; #179 still owns officialness/identity validation. Old RelatedCopyright was not used.,true
pokemon,I70-012735,skyla_(summer_2025)_(pokemon),VARIANT_INHERITANCE,HOME_CONFIRMED,pokemon,QUALIFIER_COPYRIGHT,canonical final qualifier `pokemon` resolves directly to Copyright `pokemon`,INTERNAL:canonical_tag qualifier + Issue #180 qualifier authority policy,First-pass HOME only. This proves the single canonical root relation if the row is an official Character; #179 still owns officialness/identity validation. Old RelatedCopyright was not used.,true
pokemon,I70-012859,lillie_(anniversary_2021)_(pokemon),VARIANT_INHERITANCE,HOME_CONFIRMED,pokemon,QUALIFIER_COPYRIGHT,canonical final qualifier `pokemon` resolves directly to Copyright `pokemon`,INTERNAL:canonical_tag qualifier + Issue #180 qualifier authority policy,First-pass HOME only. This proves the single canonical root relation if the row is an official Character; #179 still owns officialness/identity validation. Old RelatedCopyright was not used.,true
pokemon,I70-014301,dawn_(palentine's_2021)_(pokemon),VARIANT_INHERITANCE,HOME_CONFIRMED,pokemon,QUALIFIER_COPYRIGHT,canonical final qualifier `pokemon` resolves directly to Copyright `pokemon`,INTERNAL:canonical_tag qualifier + Issue #180 qualifier authority policy,First-pass HOME only. This proves the single canonical root relation if the row is an official Character; #179 still owns officialness/identity validation. Old RelatedCopyright was not used.,true
vocaloid,I70-026913,kaito_(neko_cyber)_(vocaloid),VARIANT_INHERITANCE,HOME_CONFIRMED,vocaloid,QUALIFIER_COPYRIGHT,canonical final qualifier `vocaloid` resolves directly to Copyright `vocaloid`,INTERNAL:canonical_tag qualifier + Issue #180 qualifier authority policy,First-pass HOME only. This proves the single canonical root relation if the row is an official Character; #179 still owns officialness/identity validation. Old RelatedCopyright was not used.,true
vocaloid,I70-030319,kaito_(guilty)_(vocaloid),VARIANT_INHERITANCE,HOME_CONFIRMED,vocaloid,QUALIFIER_COPYRIGHT,canonical final qualifier `vocaloid` resolves directly to Copyright `vocaloid`,INTERNAL:canonical_tag qualifier + Issue #180 qualifier authority policy,First-pass HOME only. This proves the single canonical root relation if the row is an official Character; #179 still owns officialness/identity validation. Old RelatedCopyright was not used.,true
vocaloid,I70-032565,kaito_(rei_no_sakura_sousetsu)_(vocaloid),VARIANT_INHERITANCE,HOME_CONFIRMED,vocaloid,QUALIFIER_COPYRIGHT,canonical final qualifier `vocaloid` resolves directly to Copyright `vocaloid`,INTERNAL:canonical_tag qualifier + Issue #180 qualifier authority policy,First-pass HOME only. This proves the single canonical root relation if the row is an official Character; #179 still owns officialness/identity validation. Old RelatedCopyright was not used.,true
vocaloid,I70-034214,ia_(rocks)_(vocaloid),VARIANT_INHERITANCE,HOME_CONFIRMED,vocaloid,QUALIFIER_COPYRIGHT,canonical final qualifier `vocaloid` resolves directly to Copyright `vocaloid`,INTERNAL:canonical_tag qualifier + Issue #180 qualifier authority policy,First-pass HOME only. This proves the single canonical root relation if the row is an official Character; #179 still owns officialness/identity validation. Old RelatedCopyright was not used.,true
vocaloid,I70-000210,kaito_(vocaloid),QUALIFIER_AUTHORITY,HOME_CONFIRMED,vocaloid,QUALIFIER_COPYRIGHT,canonical final qualifier `vocaloid` resolves directly to Copyright `vocaloid`,INTERNAL:canonical_tag qualifier + Issue #180 qualifier authority policy,First-pass HOME only. This proves the single canonical root relation if the row is an official Character; #179 still owns officialness/identity validation. Old RelatedCopyright was not used.,true
