row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-002502,indou_hikaru,Character,1355,ヒカル,ヒカル | インドウヒカル,既存候補は確認できるが漢字表記の確証が不足するため要確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,No sufficiently trustworthy first-party evidence was established in the single reasonable pass.
I70-002511,orphie_magnusson,Character,1349,オルペウス・マグヌッソン,オルペウス・マグヌッソン | オルフィー・マグヌッソン,Alias と既存候補に表記差の余地があるため公式日本語表記の再確認が必要,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,No sufficiently trustworthy first-party evidence was established in the single reasonable pass.
I70-002575,female_chief_(path_to_nowhere),Character,1309,女局長,女局長 | 局長,性別付き主人公呼称の公式日本語表記を再確認する必要がある,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002661,meltryllis_(swimsuit_lancer)_(first_ascension)_(fate),Character,1260,メルトリリス（水着ランサー・第一再臨）,メルトリリス（水着ランサー・第一再臨） | メルトリリス,既存候補に機械訳崩れがあるため形態ラベルの正式表記を要確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002663,ziche_fuzhao,Character,1260,子車甫昭,子車甫昭 | Ziche Fuzhao,中国語圏作品の固有名で確立した日本語表記を確認できないため原表記を保持し要確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002669,sancho_(project_moon),Character,1258,サンチョ,サンチョ,ストーリー由来の固有名で既存候補との不一致があるため公式日本語表記を要確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002764,mordred_(third_ascension)_(fate),Character,1213,モードレッド（第三再臨）,モードレッド（第三再臨） | モードレッド,AI監修：再臨差分の正式日本語表示を要確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002777,friend_(nanashi_mumei),Character,1207,Friend,Friend | 友達,AI監修：固有キャラクター名の公式表記確認が必要,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002785,tsujinaka_yoshiki,Character,1205,辻中佳紀,辻中佳紀 | 辻中よしき,AI監修：原作公式漢字表記を要確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002792,chalky_(zenless_zone_zero),Character,1202,Chalky,Chalky,AI監修：公式日本語名の根拠が不足しているため原綴りを保持,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002796,sendai_hakurei_no_miko_(m.u.g.e.n),Character,1201,先代博麗の巫女,先代博麗の巫女,AI監修：M.U.G.E.N派生キャラクターの定着日本語名として要確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002800,sion_eltnam_(type-moon),Character,1200,シオン・エルトナム・アトラシア,シオン・エルトナム・アトラシア | シオン・エルトナム,AI監修：派生作品間の姓・名表記差分を要確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002802,fujimaru_ritsuka_(female)_(polar_chaldea_uniform),Character,1199,藤丸立香（女性・極地用カルデア制服）,藤丸立香（女性・極地用カルデア制服） | 極地用カルデア制服,AI監修：衣装差分を含む正式表示名の表記を要確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Reasonable evidence pass did not establish a sufficiently specific first-party Japanese identity/label for HIGH-confidence resolution.
I70-002856,li_huowang,Character,1175,李火旺,李火旺,AI監修：中国語原名を保持、日本語での定着表記を要確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Official Japanese character name was not established
I70-002880,evelynn_(league),Character,1164,イブリン,イブリン | Evelynn,AI監修：日本版公式カナ表記の最終確認が必要,character_review_final_batch061.csv,,,,,,,true,1,cycle-0002,Direct Japanese first-party character-name evidence was not established
