row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-038049,doukyuusei_2,Copyright,443,同級生2,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038071,story_of_eastern_wonderland,Copyright,436,東方封魔録,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038086,tsukuyomi_moonphase,Copyright,431,月詠(漫画),,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038118,phantasmagoria_of_flower_view,Copyright,424,東方花映塚,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038129,kakyuusei,Copyright,421,下級生,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038155,fuuki_iinchou_seira,Copyright,415,風紀委員長聖薇,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038163,pacific_(kancolle),Copyright,413,美艦本,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038164,sinsekai_record,Copyright,413,深脊界計画,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038167,gwechul,Copyright,411,怪談出勤,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038200,code:_kite,Copyright,400,代号鸢,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038229,magician's_aerial_dream,Copyright,395,東方架空園,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038246,phantasmagoria_of_dim.dream,Copyright,391,夢時空,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-003248,meltryllis_(swimsuit_lancer)_(second_ascension)_(fate),Character,1034,メルトリリス（水着ランサー・第2再臨）,メルトリリス | 水着メルトリリス | 第2再臨,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-003258,rosa_(tears_of_themis),Character,1032,ローザ,ローザ | ローザ(未定事件簿),要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-003288,label_(nikke),Character,1022,レーベル,レーベル | レーベル(NIKKE),,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-003328,pebble_(koseki_bijou),Character,1007,ペブル,ペブル | Pebble,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-003352,miss_cloud,Character,1001,Miss Cloud,Miss Cloud | ミスクラウド,要確認,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-003358,mewo,Character,999,Mewo,Mewo | ミャオ,要確認,character_no_trusted_ja_batch010.csv,,,,,,,,,,
