identity_key,candidate_cluster,candidate_state,human_intent,review_note
adjusting_clothes,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
apron_grab,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
clitoral_stimulation_through_clothes,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
clothes_grab,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
cumdrip_through_clothes,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
grabbing_another's_skirt,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
head_between_legs,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
head_between_thighs,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
head_under_another's_clothes,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
head_under_skirt,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
necktie_grab,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
shirt_pull,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
shirt_tug,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
shorts_pull,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,FULL_REVIEW_MIXED_FIVE_CLUSTER_V59,,
