row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-048151,bowwow_(hamju94),1,Artist,,,,,ボウウォウ（hamju94）,,[]
I70-048152,dragon@harry,1,Artist,,,,,ドラゴン@ハリー,,[]
I70-048153,fadingz,1,Artist,,,,,フェーディンツ,,[]
I70-048154,gao_(gaolukchup),1,Artist,"gao-lukchup,gao-x",gao-lukchup | gao-x,,,gao（gaolukchup）,,[]
I70-048155,ikeda_(kasutera),1,Artist,,,,,,,[]
I70-048156,mizuki_(koko_lost),1,Artist,miz_01,miz 01,,,ミズキ（ココが失われた）,,[]
I70-048157,nababa,1,Artist,"arata_yokoyama,panama_(artist)",arata yokoyama | panama (artist),,,ナババ,,[]
I70-048158,nemoto_yuuma,1,Artist,,,,,nemoto Yuuma,,[]
I70-048159,nicky_w,1,Artist,nikek96,nikek96,,,ニッキーw,,[]
I70-048160,nima_(niru54),1,Artist,,,,,ニマ（niru54）,,[]
I70-048161,norakura_(nr_kura),1,Artist,,,,,ノラクラ（nr kura）,,[]
I70-048162,nyamota,1,Artist,,,,,ニャモタ,,[]
I70-048163,polilla,1,Artist,planetapolilla,planetapolilla,,,ポリラ,,[]
I70-048164,sashizume_soutarou,1,Artist,"sasizume_soutarou,ueno_petarou,petaro",petaro | sasizume soutarou | ueno petarou,,,Sashizume Soutarou,,[]
I70-048165,suudori,1,Artist,"misumi_suki,kyudoli",kyudoli | misumi suki,,,キュドリ,,[]
I70-048166,tomoshibi_hidekazu,1,Artist,,,,,トモツビ類皮,,[]
I70-048167,ttanuu.,1,Artist,,,,,Ttanuu。,,[]
I70-048168,yuuki_(yuyuki000),1,Artist,youki_(yuyuki000),youki (yuyuki000),,,ユウキ（ユユキ000）,,[]
I70-048169,amino_(tn7135),1,Artist,,,,,アミノ（TN7135）,,[]
I70-048170,choco_(chocolate_shop),1,Artist,chocolate_shop,chocolate shop,,,チョコ（チョコレートショップ）,,[]
I70-048171,eikawa_suru,1,Artist,kawasuru_(15miclon),kawasuru (15miclon),,,,,[]
I70-048172,eruu_(eruuman),1,Artist,,,,,エルー（エルマン）,,[]
I70-048173,fusenryo,1,Artist,,,,,フューセンリオ,,[]
I70-048174,gomu_(chewinggom),1,Artist,go-m,go-m,,,Gomu（Chewinggom）,,[]
I70-048175,himuro_shunsuke,1,Artist,himuro_(dobu_no_hotori),himuro (dobu no hotori),,,shunsuke丘陵,,[]
I70-048176,ichikawa_haru,1,Artist,"halumonica,haru_(hiyori-kohal)",halumonica | haru (hiyori-kohal),,,haru（hiyori-kohal）,,[]
I70-048177,katsumata_hiroki,1,Artist,hiroki_katsumata,hiroki katsumata,,,,,[]
I70-048178,maggea22,1,Artist,,,,,Maggea22,,[]
I70-048179,mo23,1,Artist,,,,,MO23,,[]
I70-048180,ni_(221),1,Artist,djjj5322,djjj5322,,,Ni（221）,,[]
I70-048181,tobimura,1,Artist,,,,,トビムラ,,[]
I70-048182,toi8,1,Artist,,,,,toi8,,[]
I70-048183,yuio58ok,1,Artist,,,,,Yuio58ok,,[]
I70-048184,cream_cod,1,Artist,,,,,クリームタラ,,[]
I70-048185,gou_lianlian_dogface,1,Artist,,,,,Gou Lianlian Dogface,,[]
I70-048186,hagiwara_daisuke,1,Artist,,,,,,,[]
I70-048187,kaede_(sayappa),1,Artist,kaede_yukael,kaede yukael,,,Kaede（Sayappa）,,[]
I70-048188,kawagoe_pochi,1,Artist,,,,,カワゴー・ポチ,,[]
I70-048189,kuune_rin,1,Artist,sorane_rin,sorane rin,,,クーネリン,,[]
I70-048190,littlebluemuffin,1,Artist,,,,,,,[]
I70-048191,nebusoku,1,Artist,,,,,nebusoku,,[]
I70-048192,ningen_(ningen96),1,Artist,,,,,Ningen（Ningen96）,,[]
I70-048193,sody,1,Artist,,,,,ソディ,,[]
I70-048194,tenjou_ryuka,1,Artist,,,,,Tenjou Ryuka,,[]
I70-048195,arisaka_ako,1,Artist,,,,,アリサカアカ,,[]
I70-048196,cirilla_lin,1,Artist,cirilla,cirilla,,,Cirilla Lin,,[]
I70-048197,daidai_ookami,1,Artist,,,,,ダイダイオカミ,,[]
I70-048198,enokuma_uuta,1,Artist,enokuma_u-ta,enokuma u-ta,,,eNOKUMA uuta,,[]
I70-048199,hakuyagen_(yoronbi),1,Artist,,,,,,,[]
I70-048200,kotteri,1,Artist,,,,,コッテリ,,[]
