cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,review_status,review_reason,evidence_refs,audit_note
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003078,yuu_(twisted_wonderland),Character,1094,REVIEWED_UNRESOLVED,公式日本語名としてユウをHIGH confidenceで固定できる直接一次根拠不足,,監督生のプレイヤー名/呼称との区別を一次情報だけで安全に確定できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003086,abigail_williams_(third_ascension)_(fate),Character,1091,REVIEWED_UNRESOLVED,第3再臨という形態ラベルまで含む公式日本語表記の直接根拠不足,,キャラクター本体名は既知だがDanbooru形態スコープを公式表記として安全に固定できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003087,bomb_hybrid_(chainsaw_man),Character,1091,REVIEWED_UNRESOLVED,爆弾の悪魔と爆弾の武器人間の公式スコープ対応をHIGH confidenceで確定できない,,レゼの形態を指すcanonicalに対し現displayの公式な対応名称を安全に固定できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003102,randal_ivory,Character,1085,REVIEWED_UNRESOLVED,信頼できる一次情報で日本語表記を確立できない,,推測カナを採用せずidentity-safeな確定判断を保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003126,yorick_(shiori_novella),Character,1078,REVIEWED_UNRESOLVED,公式一次情報でYorickの日本語表記を確認できない,,Shiori Novella関連キャラクターとしてのidentityは推測できるが公式日本語名を固定できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003163,sameko_saba_(1st_costume),Character,1066,REVIEWED_UNRESOLVED,1st costumeと通常衣装の公式対応を直接確認できない,,キャラクター名だけでなく衣装variantを含むため形態ラベルを推測せず保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003170,mem_(honkai:_star_rail),Character,1065,REVIEWED_UNRESOLVED,Memとミュリオンの公式日本語identity対応を直接確認できない,,名称対応が変動し得る新規キャラクターのため一次根拠なしに固定しない。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003176,male_byleth_(awakened)_(fire_emblem),Character,1062,REVIEWED_UNRESOLVED,覚醒variantを含む公式日本語名称を直接確認できない,,ベレト本体名は既知でもawakenedスコープの公式ラベルが不足するため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003203,guoba_(genshin_impact),Character,1051,REVIEWED_UNRESOLVED,グゥオパァーの公式日本語表記を直接裏付ける一次情報を確立できない,,読みや表記揺れを推測で確定しないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003248,meltryllis_(swimsuit_lancer)_(second_ascension)_(fate),Character,1034,REVIEWED_UNRESOLVED,水着ランサー第2再臨まで含む公式名称スコープの直接根拠不足,,複数variant qualifierを推測で日本語化せず保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003258,rosa_(tears_of_themis),Character,1032,REVIEWED_UNRESOLVED,Rosaとローザの公式日本語キャラクター名対応を直接確認できない,,ローカライズ名をHIGH confidenceで固定できる一次根拠不足のため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003288,label_(nikke),Character,1022,REVIEWED_UNRESOLVED,Labelとレーベルの公式日本語identity対応を直接確認できない,,現候補は妥当に見えるが公式一次根拠なしにKEEPしない。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003328,pebble_(koseki_bijou),Character,1007,REVIEWED_UNRESOLVED,Pebbleの公式日本語表記を確立できない,,Koseki Bijou関連の呼称として日本語カナを推測せず保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003352,miss_cloud,Character,1001,REVIEWED_UNRESOLVED,信頼できる一次情報で日本語定着名を確認できない,,identity-safe原語保持が妥当かも含めHIGH confidenceの根拠不足で保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003358,mewo,Character,999,REVIEWED_UNRESOLVED,Mewoとミャオの公式日本語名称対応を直接確認できない,,ファン翻訳の可能性を排除できず公式名として固定しない。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003371,rieszverne_suzette_paladill,Character,995,REVIEWED_UNRESOLVED,canonicalフルidentityと現displayリースの対応を一次情報で確定できない,,同名・省略名の可能性を安全に排除できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003379,kamanosuke_(zenless_zone_zero),Character,994,REVIEWED_UNRESOLVED,かまのすけ/かまちーの公式名称関係を直接確認できない,,愛称と正式名の区別を一次情報で固定できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003442,little_ica_(honkai:_star_rail),Character,977,REVIEWED_UNRESOLVED,Little Icaとイカルンの公式日本語identity対応を直接確認できない,,新規名称のローカライズ対応を推測せず保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003468,jingwei_(bird),Character,971,REVIEWED_UNRESOLVED,Jingwei birdと精衛鳥の公式日本語名称対応を直接確認できない,,一般神話名と作品内キャラクター名の境界を安全に確定できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003487,lida_(pokemon),Character,966,REVIEWED_UNRESOLVED,Lidaとデウロの公式日本語identity対応を直接確認できない,,新規ポケモン関連人物の名称対応を一次根拠なしに固定しない。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003517,male_endministrator_(arknights),Character,956,REVIEWED_UNRESOLVED,male Endministratorと男管理人の公式日本語表記を直接確認できない,,性別variantを含む名称のため機械訳的な男管理人をHIGH confidenceで採用しない。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003543,enraku_tsubakura,Character,948,REVIEWED_UNRESOLVED,公式一次情報で燕楽玄鳥の日本語表記とidentityを直接確立できない,,検索上で信頼できる公式プロフィールを確立できず現候補を推測KEEPしない。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003614,fallenshadow,Character,929,REVIEWED_UNRESOLVED,本人公式面はFallenshadowを確認できるが公式日本語名を確立できない,https://www.youtube.com/@fallenshadow,本人チャンネルでidentityは確認できるがCharacter規則の公式日本語名要件に届かないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003672,phosphophyllite_(ll),Character,909,REVIEWED_UNRESOLVED,作品内variantを含むcanonicalとフォスフォフィライトの対応を一次情報で直接確認できない,,宝石名一般と作品キャラクターidentityの区別をHIGH confidenceで固定できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003715,mr._plantegg_(omori),Character,898,REVIEWED_UNRESOLVED,MR. PLANTEGGの公式日本語ローカライズ表記を一次情報で確立できない,https://omori.fandom.com/wiki/STUFFED_TOY,英語名を示す二次資料は確認できるが公式日本語名の直接根拠ではないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003723,sothis_(young)_(fire_emblem),Character,896,REVIEWED_UNRESOLVED,幼少variantまで含む公式日本語名称を直接確認できない,,ソティス本体名だけではyoung qualifierの公式表記を安全に固定できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003736,evil_neuro-sama_(1st_costume),Character,891,REVIEWED_UNRESOLVED,公式面でEvil Neuroは確認できるが1st costumeの公式日本語名称を確立できない,https://vedal.ai/,公式サイトはEvil Neuroのidentityを確認できるが衣装variant表記を裏付けないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003754,angelina_the_mellow_wish_(arknights),Character,887,REVIEWED_UNRESOLVED,日本語版での公式名称を一次情報として確立できない,https://arknights.wiki.gg/wiki/Angelina_the_Mellow_Wish,確認できた資料自身が名称を非公式翻訳と明記しておりHIGH confidence採用不可。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003765,demon_king_of_salvation,Character,885,REVIEWED_UNRESOLVED,Demon King of Salvationの公式日本語訳名を一次情報で確立できない,,検索で信頼できる日本語一次情報に到達できず原語保持を推測確定しない。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003803,paxton_(pokemon),Character,874,REVIEWED_UNRESOLVED,Paxtonと現displayキョウヤの公式日本語identity対応を一次情報で直接確認できない,,新作ポケモン人物の名称対応を二次情報や推測だけで固定しない。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003816,alice_thymefield_(sea_of_thyme),Character,871,REVIEWED_UNRESOLVED,アリス・タイムフィールド本体名は確認できるがSea of Thyme衣装名まで一次情報で確立できない,https://www.4gamer.net/games/630/G063081/20250630019/,二次記事で本体名は確認できるがcanonicalの衣装variantをHIGH confidenceで裏付けないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003819,liv_(pgr),Character,871,REVIEWED_UNRESOLVED,Livとリーフの日本語版公式identity対応を直接確認できない,,公式日本語プロフィールに到達できず既存ローカライズ候補を推測KEEPしない。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003826,lebanne_(pokemon),Character,868,REVIEWED_UNRESOLVED,Lebanneとハルジオの対応を公式一次ページで直接確認できない,https://www.gamespark.jp/article/2026/01/13/161531.html,二次記事は公式発表由来のハルジオを示すがcanonical英名との直接対応を一次情報で固定できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003872,zentreya_(dragon),Character,856,REVIEWED_UNRESOLVED,Dragon variantを含む公式日本語名称を一次情報で確立できない,,Zentreya本体identityだけでは形態qualifierの日本語公式表記を安全に固定できないため保留。
cycle-0001,4,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-003934,vedal987,Character,841,REVIEWED_UNRESOLVED,公式面でVedal identityは確認できるが公式日本語キャラクター名を確立できない,https://vedal.ai/,公式サイトはVedalを確認できるが日本語名要件を満たす直接根拠がないため保留。
