row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-058101,borderline7839,1,Artist,,,,,,,[]
I70-058102,burusuta,1,Artist,evo_(pixiv13178077),evo (pixiv13178077),,,Burusuta,,[]
I70-058103,chiu538,1,Artist,,,,,,,[]
I70-058104,cottontail_(voice_actor),1,Artist,cottontail_(va),cottontail (va),,,Cottontail（声優）,,[]
I70-058105,cr-r,1,Artist,,,,,cr-r,,[]
I70-058106,cyber_(cyanceebee),1,Artist,,,,,,,[]
I70-058107,dasukasuki_3g,1,Artist,,,,,,,[]
I70-058108,dore_(gilles_dore),1,Artist,myo_ne,myo ne,,,ドア（ジルドア）,,[]
I70-058109,drid,1,Artist,,,,,垂れ下がっています,,[]
I70-058110,emamemamo33,1,Artist,,,,,,,[]
I70-058111,esw_artca,1,Artist,raiz_art_works,raiz art works,,,Raiz Art Works,,[]
I70-058112,fateline_alpha,1,Artist,,,,,ファテリンアルファ,,[]
I70-058113,fle0423,1,Artist,,,,,fle0423,,[]
I70-058114,fujita_(condor),1,Artist,,,,,藤田（コンドル）,,[]
I70-058115,gelatin_(alkaloid_no_baketsu),1,Artist,,,,,,,[]
I70-058116,hi_i_dubu,1,Artist,user_fcnj8455,user fcnj8455,,,,,[]
I70-058117,hi_ye,1,Artist,,,,,こんにちは,,[]
I70-058118,hiro046k,1,Artist,,,,,,,[]
I70-058119,hotate_rayan,1,Artist,,,,,Hotate Rayan,,[]
I70-058120,i-la,1,Artist,,,,,i-la,,[]
I70-058121,inuo_(inuo_x),1,Artist,"noroma02,inuo_x",inuo x | noroma02,,,inuo（inuo x）,,[]
I70-058122,isocha,1,Artist,,,,,,,[]
I70-058123,ivan_wang,1,Artist,,,,,イヴァン・ワン,,[]
I70-058124,jiujiangzi_benren,1,Artist,,,,,,,[]
I70-058125,jorori,1,Artist,,,,,ジョロリ,,[]
I70-058126,karen_(karenendo),1,Artist,karen_miraigaro,karen miraigaro,,,カレン（カレネルンド）,,[]
I70-058127,kaya8,1,Artist,,,,,Kaya8,,[]
I70-058128,kiyo_(a_sam_ko),1,Artist,kiyo_(artist),kiyo (artist),,,,,[]
I70-058129,kkia,1,Artist,kkia1021,kkia1021,,,Kkia,,[]
I70-058130,kouhiipan,1,Artist,,,,,コウヒパン,,[]
I70-058131,kurihara_kenshirou,1,Artist,,,,,Kurihara Kenshirou,,[]
I70-058132,kuronosu_(yamada1230),1,Artist,,,,,クロノス（ヤマダ1230）,,[]
I70-058133,lacryboy,1,Artist,melancoma,melancoma,,,,,[]
I70-058134,malcorond,1,Artist,marukorondo,marukorondo,,,マルコント,,[]
I70-058135,matsumoto_noriyuki,1,Artist,kirindo,kirindo,,,松本noriyuki,,[]
I70-058136,menmen_(menmen13s),1,Artist,,,,,メンマン（Menmen13s）,,[]
I70-058137,milcho,1,Artist,,,,,ミルチョ,,[]
I70-058138,mirino,1,Artist,,,,,ミリノ,,[]
I70-058139,muchin_jousha,1,Artist,,,,,Muchin Jousha,,[]
I70-058140,muichimon,1,Artist,,,,,ムイチモン,,[]
I70-058141,mumumu,1,Artist,,,,,ムムム,,[]
I70-058142,mutsuba_fumi,1,Artist,,,,,Mutsuba Fumi,,[]
I70-058143,muzuki_uruu,1,Artist,,,,,ムズキ・ウルー,,[]
I70-058144,nanno_koto,1,Artist,,,,,ナンノコト,,[]
I70-058145,natsuki_(silent_selena),1,Artist,silent_selena,silent selena,,,ナツキ（サイレントセレナ）,,[]
I70-058146,necono_(nyu6poko),1,Artist,,,,,necono（nyu6poko）,,[]
I70-058147,neku_oneneko,1,Artist,,,,,,,[]
I70-058148,nial,1,Artist,,,,,,,[]
I70-058149,nikishiko,1,Artist,,,,,,,[]
I70-058150,nine_(liuyuhao1992),1,Artist,,,,,ナイン（liuyuhao1992）,,[]
