row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-039773,confessions_of_a_rotten_girl_(vocaloid),Copyright,187,腐女子ミク,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039776,kiseijuu,Copyright,187,寄生獣,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039793,houou_senki_maimu,Copyright,186,鳳凰戦姫舞夢,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039807,nekojishi,Copyright,185,家有大貓,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039837,lovely_x_cation_2,Copyright,183,ラブリケーション,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-039842,suicide_boy,Copyright,183,自殺少年,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039845,juuni_taisen,Copyright,182,十二大戦,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039854,ikkitousen_great_guardians,Copyright,181,一騎当千Great Guardians,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039857,kyouran_kazoku_nikki,Copyright,181,狂乱家族日記,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039866,surge_concerto,Copyright,181,シェルノサージュ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-039885,final_fantasy_fables,Copyright,179,ファイナルファンタジーのf話,,established/common Japanese title or official rendering,copyright_accepted_noflag_batch009.csv,,,,,,,,,,
I70-039891,kobe_shinbun,Copyright,179,神戸新聞,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-004818,reu_(cookie),Character,674,RU姉貴,RU姉貴,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-004825,habetrot_(fate),Character,672,ハベトロット,ハベトロット,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004865,debitto_(makaino_ririmu),Character,665,デビット,デビット,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004890,usami_(danganronpa),Character,662,ウサミ,ウサミ,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004899,kylar_(degrees_of_lewdity),Character,660,カイラー,カイラー,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-004904,ichigo_(cookie),Character,659,ICG姉貴,ICG姉貴,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-004906,kromer_(project_moon),Character,659,クローマー,クローマー,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-004922,qingming_bird_(zenless_zone_zero),Character,657,青溟鳥,青溟鳥,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-004924,koganei_niko,Character,656,虎金井ニコ,虎金井ニコ,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-004926,common_dolphin_(kemono_friends),Character,655,マイルカ,マイルカ,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004935,kanna_(cookie),Character,654,KNN姉貴,KNN姉貴,要確認,character_youkakunin_final_batch055.csv,,,,,,,,,,
I70-004940,death-sensei_(mori_calliope),Character,653,デス先生,デス先生,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-056030,oguchi,Artist,191,おぐち,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-060479,tamura_satomi,Artist,148,田村里美,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-060529,fukushima_masayasu,Artist,147,ふくしま正保,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-060549,inoue_yoshihisa,Artist,147,井上よしひさ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-060777,yoshizuki_kumichi,Artist,146,よしづきくみち,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-060915,yonekura_kengo,Artist,145,米倉けんご,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-060987,miyajima_reiji,Artist,144,宮島礼吏,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-061020,sakai_hamachi,Artist,144,堺はまち,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-061029,sekino_takehiro,Artist,144,関野武弘,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-061041,tanaka_ken'ichi,Artist,144,田中健一,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-061179,takada_akemi,Artist,143,高田明美,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-061183,task_owner,Artist,143,タスクオーナ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
