row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-069201,ayasato_karen,1,Artist,,,,,アヤサートカレン,,[]
I70-069202,babykatafan,1,Artist,,,,,,,[]
I70-069203,blue_door,1,Artist,,,,,青いドア,,[]
I70-069204,bonefire0909,1,Artist,,,,,,,[]
I70-069205,captain_freedom,1,Artist,,,,,キャプテンフリーダム,,[]
I70-069206,capycapy,1,Artist,,,,,,,[]
I70-069207,cenm0,1,Artist,,,,,CENM0,,[]
I70-069208,cherilynorz,1,Artist,,,,,,,[]
I70-069209,chikoinochi,1,Artist,chinkopo_(babusanyo),chinkopo (babusanyo),,,,,[]
I70-069210,chisen_maimai,1,Artist,"spica_7,ougi_maimai",ougi maimai | spica 7,,,,,[]
I70-069211,codename696,1,Artist,,,,,codeName696,,[]
I70-069212,crimo,1,Artist,,,,,クリミー,,[]
I70-069213,custom_udon,1,Artist,,,,,カスタムウドン,,[]
I70-069214,daitabashi_kinu,1,Artist,kinu_(le),kinu (le),,,ダイタバシキヌ,,[]
I70-069215,daraa,1,Artist,darah,darah,,,ダラ,,[]
I70-069216,dbag_(dbagdraws),1,Artist,,,,,,,[]
I70-069217,dcon_34,1,Artist,d+con,d+con,,,,,[]
I70-069218,decoco,1,Artist,,,,,,,[]
I70-069219,demonqz7,1,Artist,,,,,,,[]
I70-069220,desspie,1,Artist,,,,,デスピー,,[]
I70-069221,discat,1,Artist,,,,,,,[]
I70-069222,dmkmoon,1,Artist,,,,,,,[]
I70-069223,dodojune,1,Artist,,,,,ドドジュン,,[]
I70-069224,dokusai_0207,1,Artist,9d_irst,9d irst,,,,,[]
I70-069225,dongfang_shuyechu,1,Artist,jia_(zyesumire44315),jia (zyesumire44315),,,,,[]
I70-069226,doromizu,1,Artist,,,,,ドロミズ,,[]
I70-069227,dotsu_(wtnbkwiyd),1,Artist,,,,,dotsu（wtnbkwiyd）,,[]
I70-069228,edamanecha,1,Artist,,,,,,,[]
I70-069229,eeryuu_(2004107),1,Artist,,,,,Eeryuu（2004107）,,[]
I70-069230,endifi,1,Artist,,,,,,,[]
I70-069231,ethan_forsythe,1,Artist,,,,,イーサン・フォーサイス,,[]
I70-069232,evl_1230,1,Artist,a197nri79he10ls,a197nri79he10ls,,,,,[]
I70-069233,fluno,1,Artist,,,,,フルノ,,[]
I70-069234,fracoco,1,Artist,,,,,,,[]
I70-069235,franz2543,1,Artist,,,,,,,[]
I70-069236,funpjinju,1,Artist,,,,,funpjinju,,[]
I70-069237,furukawa_hideki,1,Artist,,,,,Furukawa Hideki,,[]
I70-069238,gaida,1,Artist,,,,,ガイダ,,[]
I70-069239,gaze_(thompon),1,Artist,,,,,視線（トンポン）,,[]
I70-069240,gbbgb321,1,Artist,,,,,,,[]
I70-069241,geshkaw,1,Artist,,,,,,,[]
I70-069242,gestart333,1,Artist,,,,,,,[]
I70-069243,gomi_(kaiwaresan44),1,Artist,kyaiware,kyaiware,,,gomi（kaiwaresan44）,,[]
I70-069244,gyuunyuukeepaa,1,Artist,,,,,Gyuunyuukeepaa,,[]
I70-069245,ham_pon,1,Artist,,,,,ハムポン,,[]
I70-069246,happy05x,1,Artist,,,,,,,[]
I70-069247,haruko_(chikadoh),1,Artist,,,,,丸木（チカドー）,,[]
I70-069248,harusabin,1,Artist,,,,,ハルサビン,,[]
I70-069249,hayami_kaname,1,Artist,ugai0524,ugai0524,,,,,[]
I70-069250,hinata_(ryohinata),1,Artist,,,,,日向（ryohinata）,,[]
