row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-040268,mana_khemia_(series),Copyright,155,マナケミア,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-040272,saikin_kokuhaku_wo_kotowatta_bakari_no_kouhai_joshi_ga_gimai_ni_natteshimatta,Copyright,155,最近義〇になった後輩に堕とされそうシリーズ,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv,,,,,,,,,,
I70-040281,five_nights_at_freddy's_1,Copyright,154,Five Nights at Freddy's,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-040285,obey_me!:_one_master_to_rule_them_all!,Copyright,154,Obey Me!,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-040310,castlevania_(netflix),Copyright,152,悪魔城ドラキュラ -キャッスルヴァニア-,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-040366,haks,Copyright,149,ヘクス,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv,,,,,,,,,,
I70-040379,demons_roots_(series),Copyright,148,Demons Roots,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-040383,mirai_akari's_new_virtual_youtuber_illustration_contest,Copyright,148,ミライアカリイラコン新VTuber,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv,,,,,,,,,,
I70-040412,sonic_the_hedgehog_3_(movie),Copyright,146,ソニック × シャドウ TOKYO MISSION,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-040418,dancouga_(series),Copyright,145,超獣機神ダンクーガ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-040419,deepness_(love_live!),Copyright,145,DEEPNESS,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-040430,mario_&_luigi:_superstar_saga,Copyright,145,マリオ&ルイージRPG,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-069000,inomata_mutsumi,Artist,101,いのまたむつみ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-069498,himaruya_hidekazu,Artist,99,日丸屋秀和,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-069654,wakaki_tamiki,Artist,99,若木民喜,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-070175,shimura_takako,Artist,97,志村貴子,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-070380,minamoto_hisanari,Artist,96,源久也,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-070381,minenami_ryou,Artist,96,峰浪りょう,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-070457,shimizu_eiichi,Artist,96,清水栄一,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-070760,shiina_takashi,Artist,95,椎名高志,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-071412,usazaki_shiro,Artist,93,宇佐崎しろ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-071431,yoshida_ken'ichi,Artist,93,吉田健一,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-071810,hattori_mitsuru,Artist,91,はっとりみつる,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-072062,arakawa_hiromu,Artist,90,荒川弘,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-005281,mari_(spirit)_(omori),Character,607,マリ（霊体）,マリ（霊体）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005320,perroccino_(fuwamoco),Character,603,ペロッチーノ（FUWAMOCO）,ペロッチーノ（FUWAMOCO）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005335,simon_henriksson,Character,601,サイモン・ヘンリクソン,サイモン・ヘンリクソン,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005356,selena_(pgr),Character,598,セレナ（パニグレ）,セレナ（パニグレ）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005378,kei_(m_k),Character,595,ケイ（m_k）,ケイ（m_k）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005384,ereshkigal_(swimsuit_beast)_(fate),Character,594,スペース・エレシュキガル（第一再臨）,スペース・エレシュキガル（第一再臨）,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-005411,stylist_(nikki),Character,591,スタイリスト（ニキ）,スタイリスト（ニキ）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005416,strict_nun_(diva),Character,590,厳格な修道女（DIVA）,厳格な修道女（DIVA）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005431,aqua_(deltarune),Character,587,ターコイズ（DELTARUNE）,ターコイズ（DELTARUNE）,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-005502,trianne_(honkai:_star_rail),Character,579,トリアン,トリアン,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-005505,apricot_the_lich,Character,578,Apricot the Lich,Apricot the Lich,要確認,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-005508,kronie_(ouro_kronii),Character,578,Kronie,Kronie,要確認,character_no_trusted_ja_batch010.csv,,,,,,,,,,
