identity_key,boundary_flags,candidate_state
a-line_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
adidas,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
air_jordan,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
air_jordan_1,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
air_max,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
alternate_bottom_wear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
alternate_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
alternate_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
alternate_skirt_length,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
alternate_sleeve_length,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
american_flag_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
american_flag_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
american_flag_neckwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
american_flag_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
american_flag_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
american_flag_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
animal-themed_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
animal_ear_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
animal_ear_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
animal_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
animal_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
ankle_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
ankle_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
ao_dai,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aoqun,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aqua_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aran_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aran_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
argyle_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
arm_wrap,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
arts_shirt_(fate),,CLEAN_FOR_FRESH_HOLDOUT_V12_5
ascot,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asian_indian_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_eyewear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
asymmetrical_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aviator_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aviator_glasses,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aviator_goggles,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aviator_sunglasses,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
aztec_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
back-seamed_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
backwards_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
baggy_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
baggy_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
baggy_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
balaclava,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
ballet_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
ballet_class_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
ballet_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
ballet_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
banbi,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
band_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
barber_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
baseball_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
basketball_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
bat_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
bath_yukata,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
bathrobe,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
beanie,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
bear_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
bear_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
bear_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
bear_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
bearskin_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
beer_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
beizi_(clothing),,CLEAN_FOR_FRESH_HOLDOUT_V12_5
bell-bottoms,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
bell_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
belt,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
belt_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_5
