review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
1801,runny_nose,YES,鼻水が出ている顔・身体状態,BROWSE_WORTHY,HAIR_FACE,CORE,鼻・顔の外見状態として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1804,applying_lotion,YES,ローションを身体などに塗る動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,物質を塗布する動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
1807,leaning_back,YES,上体を後方へ傾ける姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,身体姿勢として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1810,holding_holly,YES,ヒイラギの枝・葉を手に持つ動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,対象を手に持つ動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
1813,two-sided_scarf,YES,表裏・両面で意匠や色が異なるスカーフ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・アクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1816,whole_note,YES,全音符の音楽記号,BROWSE_WORTHY,TEXT_SYMBOL,CORE,音楽記号として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
1819,washing_machine,YES,洗濯機,BROWSE_WORTHY,TOOL_OBJECT,CORE,家電・日用品として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
1822,armpit_peek,YES,衣服や腕の隙間などから脇の下がちらりと見える露出表現,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服状態による部分露出として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
1825,arc_phone,YES,作品固有の端末・機器Arc Phoneを指す参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1828,cross-laced_one-piece_swimsuit,YES,交差する編み上げ意匠のワンピース水着,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,水着・衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1831,flower_bra,YES,花を意匠・素材として胸を覆うブラ衣装,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣装・下着として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1834,spoken_notice_lines,YES,語義・視覚範囲を直接確認できず分類未確定,SEMANTIC_UNRESOLVED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://safebooru.donmai.us/wiki_pages/spoken_notice_lines""]",対象Danbooru wikiの直接取得を試みたが利用可能な本文証拠を得られず、名称だけから意味を推測しない。
1837,bare_hips,YES,腰・ヒップ周辺が衣服で覆われず露出した状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服状態・身体露出として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
1840,browning_hi-power,YES,Browning Hi-Power自動拳銃,BROWSE_WORTHY,TOOL_OBJECT,CORE,銃器・武器として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
1843,double-decker_hamburger_bun,YES,二段構成のハンバーガー用バンズ,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
1846,frilled_footwear,YES,フリル飾りのある履物,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,履物・衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1849,poking_own_breast,YES,自分の乳房を指などでつつく動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,乳房への接触動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""BREAST_NIPPLE""]",[],NO,,CHECKED,[],
1852,team_skull_uniform,YES,『ポケットモンスター』のスカル団の制服・衣装,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,作品固有の制服として探す入口が成立,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
1855,leo_(zodiac),YES,黄道十二星座の獅子座を示す星座・シンボル,BROWSE_WORTHY,TEXT_SYMBOL,CORE,星座記号・象徴として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
1858,abuse,YES,虐待・加害を主題とする表現,BROWSE_WORTHY,,,,,,,,,,[],[],[],YES,虐待という広い加害テーマ自体に対応する専用top routeがない,CHECKED,[],
1861,hanfu,YES,中国漢民族の伝統衣装・漢服,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,伝統衣装として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1864,ghostbusters_uniform,YES,『ゴーストバスターズ』の制服・作業服を再現した衣装,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,作品固有の制服として探す入口が成立,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
1867,comically_sharp_chin,YES,誇張され非常に尖った顎の顔表現,BROWSE_WORTHY,HAIR_FACE,CORE,顔の形状特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1870,daisy_(flower),YES,デイジー・ヒナギクの花,BROWSE_WORTHY,LIVING,CORE,植物・花として探すのが自然,,,,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
1873,pilder,YES,『マジンガー』系列で巨大ロボット頭部へ合体し操縦中枢となる小型ビークルPilder,MIXED,TOOL_OBJECT,CORE,乗り物・機体として探す入口が成立,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,RESEARCHED,"[""https://en.mantan-web.jp/e_article/20250201dog00m200003000c.html""]",Mazinger ZのHover Pilderが操縦席となるflying mechaで頭部に合体することを確認。
