review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
1876,british_shorthair,YES,猫種ブリティッシュショートヘア,BROWSE_WORTHY,LIVING,CORE,動物・猫として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
1879,dinosaur_girl,YES,恐竜の特徴を持つ少女,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,少女への非人間・恐竜特徴の付加として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1882,guided_crotch_grab,YES,相手の手を導いて股間を掴ませる接触行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,人物間の性的な身体接触として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]",[],[],NO,,CHECKED,[],
1885,crow,YES,カラス,BROWSE_WORTHY,LIVING,CORE,鳥・生物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
1888,gag_chinstrap,YES,猿ぐつわを顎下から固定するストラップ・拘束具,BROWSE_WORTHY,TOOL_OBJECT,CORE,拘束用具として探すのが自然,,,,,,,[],"[""MOUTH_ORAL""]","[""BDSM_RESTRAINT""]",NO,,CHECKED,[],
1891,ucc_coffee,YES,UCC上島珈琲の商品・ブランドを指す固有参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1894,diamond_facial_mark,YES,顔にある菱形の印・マーキング,BROWSE_WORTHY,HAIR_FACE,CORE,顔の外見特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1897,ahegao,YES,性的快感を誇張した目・口などの特徴的なアヘ顔表情,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,表情として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1900,shortstack,YES,低身長で肉感的・豊満な体型を示すキャラクター類型,BROWSE_WORTHY,,,,,,,,,,[],[],[],YES,全身体型・プロポーション類型に対応する専用top routeがない,CHECKED,[],
1903,grape_vine,YES,ブドウのつる・蔓植物,BROWSE_WORTHY,LIVING,CORE,植物として探すのが自然,,,,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
1906,midriff_peek,YES,衣服の隙間から腹部・へそ周辺がちらりと見える露出,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服状態による部分露出として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
1909,type_95_ha-gou,YES,日本陸軍の九五式軽戦車ハ号,BROWSE_WORTHY,TOOL_OBJECT,CORE,車両・戦車として探すのが自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
1912,sleepy,YES,眠そうな表情・状態,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,表情・感情状態として探すのが自然,,,,,,,"[""EXPRESSION_EMOTION/""]",[],[],NO,,CHECKED,[],
1915,bandaid,YES,絆創膏,BROWSE_WORTHY,TOOL_OBJECT,CORE,日用品・医療小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
1918,netnavi,YES,『ロックマンエグゼ』のNetNaviという固有存在カテゴリ参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1921,miso_soup,YES,味噌汁,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
1924,ninjutsu,YES,忍術・忍者の技や術を行う表現,BROWSE_WORTHY,ACTION_CONTACT,CORE,技・動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
1927,orange-shaped_earrings,YES,オレンジ果実の形をしたイヤリング,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,アクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1930,winged_boots,YES,翼の付いたブーツ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,履物・衣装として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1933,jack-o'-lantern_earrings,YES,ジャック・オー・ランタンを意匠にしたイヤリング,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,アクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1936,board_eraser,YES,黒板・ホワイトボード用のイレーサー,BROWSE_WORTHY,TOOL_OBJECT,CORE,日用品・道具として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
1939,orange_lips,YES,オレンジ色の唇・口紅,BROWSE_WORTHY,HAIR_FACE,CORE,顔・口元の外見特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1942,holding_own_foot,YES,自分の足を手で持つポーズ,BROWSE_WORTHY,POSE_POSITION,CORE,手足の身体配置として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1945,projectile_weapon_(eve_online),YES,『EVE Online』のProjectile Weaponを指す固有ゲーム内装備参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1948,moonlight_greatsword,YES,FromSoftware作品群のMoonlight Greatswordを指す固有武器参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
