review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
76,wink_star,YES,ウインクに星形の演出が伴う表情表現,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,表情・視線の特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
79,chasen,YES,抹茶を点てる竹製の茶筅,BROWSE_WORTHY,TOOL_OBJECT,CORE,道具・物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
82,black_romper,YES,黒いロンパース,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
85,low_twin_braids,YES,低い位置で結んだ二本の三つ編み,BROWSE_WORTHY,HAIR_FACE,CORE,髪・顔まわりの外観として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
88,sig_sg550,YES,SIG SG 550系の小銃,BROWSE_WORTHY,TOOL_OBJECT,CORE,道具・物体として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
91,black_bulls_(emblem),YES,「黒の暴牛」を表す固有エンブレム,BROWSE_WORTHY,TEXT_SYMBOL,CORE,文字・記号・図として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
94,beast_mode_(evangelion),YES,エヴァンゲリオンの獣化した戦闘形態,MIXED,NONHUMAN_TRANSFORM,CORE,人外的な身体特徴・変化として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
97,armory,YES,武器庫・兵器を保管する場所,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,場所・背景・場面として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
100,cure_happy_(cosplay),YES,キュアハッピーの衣装を再現したコスプレ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
103,spear,YES,槍,BROWSE_WORTHY,TOOL_OBJECT,CORE,道具・物体として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
106,enmaided,YES,メイド服姿にされた人物表現,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
109,gameplay_mechanics,YES,ゲームの仕組み・ルールそのものを示すメタ的表現,SEARCH_ORIENTED,,,,,,,,,,,[],[],[],NO,,CHECKED,[],
112,shovel,YES,シャベル・スコップ,BROWSE_WORTHY,TOOL_OBJECT,CORE,道具・物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
115,holding_omikuji,YES,おみくじを手に持つ行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,行為・接触として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
118,severed_limb,YES,切断された手足,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・その状態として探すのが自然,,,,,,,[],[],"[""INJURY_R18G""]",NO,,CHECKED,[],
121,quiver,YES,矢を入れる矢筒,BROWSE_WORTHY,TOOL_OBJECT,CORE,道具・物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
124,bandaged_wings,YES,包帯を巻かれた翼,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・その状態として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
127,egg_earrings,YES,卵を意匠にしたイヤリング,BROWSE_WORTHY,TOOL_OBJECT,CORE,道具・物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
130,;o,YES,「;o」の形をした顔文字的な表情記号,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,表情・視線の特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
133,removing_mask,YES,マスクを外している動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,行為・接触として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
136,drifting,YES,車両などを横滑りさせるドリフト走行,BROWSE_WORTHY,ACTION_CONTACT,CORE,行為・接触として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
