review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
1501,no_u-turn_sign,YES,Uターン禁止を示す道路標識,BROWSE_WORTHY,TEXT_SYMBOL,CORE,標識・記号として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
1504,topless_male,YES,男性が上半身裸の状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の脱衣・露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
1507,pawoo_username,YES,Pawoo上のユーザー名が画像内に表示された表現,BROWSE_WORTHY,TEXT_SYMBOL,CORE,画像内テキスト・ユーザー名として探すのが自然,,,,,,,"[""TEXT_SYMBOL/TEXT""]",[],[],NO,,CHECKED,[],
1510,brown_sky,YES,茶色く描かれた空,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,空・背景として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1513,fake_eyelashes,YES,つけまつげ,BROWSE_WORTHY,HAIR_FACE,CORE,目元・顔の外見特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1516,sigil,YES,魔術的・象徴的な印章やシジル,BROWSE_WORTHY,TEXT_SYMBOL,CORE,記号・紋章として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
1519,silver_chain,YES,銀色の鎖・チェーン,BROWSE_WORTHY,TOOL_OBJECT,CORE,鎖という物体として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1522,angel_leotard,YES,天使モチーフのレオタード衣装,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣装として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1525,hands_on_another's_ass,YES,他人の臀部に手を置く・触れる動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,人物間の身体接触として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""BUTTOCK_ANAL""]",[],NO,,CHECKED,[],
1528,reverse_prayer,YES,両腕を背中側へ回して手のひらを合わせる逆合掌姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,腕と手の特徴的な身体配置として探すのが自然,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://www.hindustantimes.com/lifestyle/health/yoga-girl-riddhima-kapoor-sahni-performs-reverse-prayer-pose-for-her-fans-101642649265525.html""]",reverse prayerが背中側で両手をNamaskar形にする姿勢として確認。拘束そのものを必須とはしない。
1531,bell_sleeves,YES,袖口へ向かって鐘状に広がるベルスリーブ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の袖形状として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1534,amusphere,YES,『ソードアート・オンライン』のVR機器AmuSphereを指す固有アイテム参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1537,gibbous_moon,YES,半月より大きく満月未満に見える凸月,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,空・月の視覚状態として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1540,movie_projector,YES,映写機・映画用プロジェクター,BROWSE_WORTHY,TOOL_OBJECT,CORE,機器・道具として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
1543,key_coffee_(meme),YES,KEY COFFEEを題材にした固有ミーム参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1546,o-ring_bikini,YES,Oリング金具を意匠に用いたビキニ水着,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,水着・衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1549,black_track_suit,YES,黒いトラックスーツ・ジャージ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1552,pearl_anklet,YES,真珠を使ったアンクレット,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,アクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1555,d.va_(overwatch)_(cosplay),YES,『Overwatch』のD.Vaの衣装を再現するコスプレ,MIXED,CLOTHING_EXPOSURE,CORE,衣装として探す入口が成立,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1558,reverse_bunnysuit,YES,通常のバニースーツと露出部・被覆部を反転させた衣装,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,特徴的な衣装・露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
1561,naruto_run,YES,腕を後方へ伸ばして前傾し走るNARUTO走り,BROWSE_WORTHY,POSE_POSITION,CORE,特徴的な走行姿勢として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1564,skirt_cutout,YES,切り抜き・開口部のあるスカート,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の形状・露出として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
1567,holding_bubble,YES,泡・シャボン玉を手で持つ表現,BROWSE_WORTHY,ACTION_CONTACT,CORE,対象を手で持つ動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
1570,hestia_(danmachi)_(cosplay),YES,『ダンまち』のヘスティアの衣装を再現するコスプレ,MIXED,CLOTHING_EXPOSURE,CORE,衣装として探す入口が成立,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1573,poinsettia,YES,ポインセチアの植物・花,BROWSE_WORTHY,LIVING,CORE,植物として探すのが自然,,,,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
