review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
1,clock_necklace,YES,時計を意匠にしたネックレス,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,身につけるアクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
4,takarazaki_school_uniform,YES,宝咲学園の学校制服,MIXED,CLOTHING_EXPOSURE,CORE,制服・衣装としての見た目が中心,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
7,yellow_leg_warmers,YES,黄色のレッグウォーマー,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,脚に着ける衣類として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,黄色という外観指定でも探し得る,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
10,centipede_tattoo,YES,ムカデを図柄にしたタトゥー,BROWSE_WORTHY,,,,,,,,,,[],[],[],YES,タトゥー・身体装飾そのものを表す既存トップレベル入口がない,CHECKED,[],
13,double_ok_sign,YES,両手でOKサインを作るジェスチャー,BROWSE_WORTHY,ACTION_CONTACT,CORE,手のジェスチャー・しぐさとして探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
16,ichigo_ichie_na_hyakki_yagyou!?_(project_sekai),YES,『プロジェクトセカイ』の固有イベント／衣装セット名に由来する参照タグ,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://tbib.org/index.php?id=12653909&page=post&s=view""]",固有名参照としてのタグで、汎用視覚棚より名称検索が自然
19,gear_fourth,YES,『ONE PIECE』のルフィの固有変身形態「ギア4」,MIXED,NONHUMAN_TRANSFORM,CORE,身体形態が大きく変化する変身として視覚的に探せる,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://www.crunchyroll.com/es/watch/G6MG87KV6/fourth-gear-the-phenomenal-bounce-man""]",
22,bird_mask,YES,鳥を意匠にしたマスク,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,顔に着ける装身具として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
25,orange_theme,YES,画面全体をオレンジ系で統一した配色テーマ,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,色テーマそのものが生成上の主要指定,,,,,,,[],[],[],NO,,CHECKED,[],
28,leaning_out_of_window,YES,窓から身を乗り出す姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,身を乗り出す身体姿勢が中心,SCENE_BACKGROUND,SUPPORTING,窓との位置関係が場面成立に必要,,,,[],[],[],NO,,CHECKED,[],
31,baggy_pants,YES,ゆったりしただぶつきのあるズボン,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,ズボンの形状・衣類として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
34,uso_da,YES,『ひぐらしのなく頃に』の「嘘だ！」に由来する固有ミーム表現,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://knowyourmeme.com/memes/uso-da-%E5%98%98%E3%81%A0""]",
37,book_on_lap,YES,膝の上に本を置いている状態,BROWSE_WORTHY,TOOL_OBJECT,CORE,本という小物の配置が中心,POSE_POSITION,SUPPORTING,膝上に置く身体との位置関係も視覚的に重要,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
40,loincloth,YES,腰部を覆うふんどし・腰布状の衣類,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,着用する衣類として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
43,chevron_(symbol),YES,山形・V字状のシェブロン記号,BROWSE_WORTHY,TEXT_SYMBOL,CORE,記号・図形として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
46,chinpo_ni_wa_katenakatta_yo,YES,「ちんぽには勝てなかったよ」という成人向け快楽堕ち文脈の定型句・ミーム,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://anond.hatelabo.jp/20170608095002""]",具体的な単一行為より定型句・ミームとしての参照性が強い
49,fish_cake,YES,魚肉のすり身を成形した魚肉練り製品,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物としてシーンに加える小物,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
52,rosespanner_workshop_(identity)_(project_moon),YES,『Limbus Company』のRosespanner Workshop系の固有Identity衣装・世界線参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://limbuscompany.wiki.gg/wiki/Rosespanner_Workshop_Fixer_Gregor""]",
55,cord_pull,YES,ひも・コードを引く動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,物を引いて操作する行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
58,whac-a-mole,YES,出てくるモグラをハンマーで叩く「もぐら叩き」の遊び,BROWSE_WORTHY,ACTION_CONTACT,CORE,叩くゲーム動作が中心,TOOL_OBJECT,SUPPORTING,ゲーム機やハンマーなどの道具も場面を特徴づける,,,,"[""ACTION_CONTACT/OBJECT_USE"",""OBJECT_PROP/DAILY""]",[],[],NO,,RESEARCHED,"[""https://en.wikipedia.org/wiki/Whac-A-Mole""]",
61,glowing_pupils,YES,瞳孔が発光して見える目の表現,BROWSE_WORTHY,HAIR_FACE,CORE,目の外観・顔の特徴として探すのが自然,LIGHT_TIME_WEATHER,SUPPORTING,発光表現も見た目を規定する,,,,[],[],[],NO,,CHECKED,[],
64,hair_bobbles,YES,玉飾り付きのヘアゴム,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,髪に着けるアクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,RESEARCHED,"[""https://tags.latent.moe/en/t/hair_bobbles""]",
67,dodge_viper,YES,スポーツカー「Dodge Viper」,BROWSE_WORTHY,TOOL_OBJECT,CORE,車両としてシーンに配置する対象,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
70,brown_slippers,YES,茶色のスリッパ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,履物として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,茶色という外観指定でも探し得る,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
73,housewife,YES,家事を担う既婚女性・主婦という人物役割,BROWSE_WORTHY,RELATION_ROLE,CORE,人物の社会的・家庭内役割として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
