review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
1576,mundane_made_awesome,YES,日常的・平凡な題材を大げさに格好良く演出する表現テーマ,BROWSE_WORTHY,STYLE_PROCESSING,CORE,演出・表現スタイルとして探すのが自然,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://safebooru.donmai.us/pools/2005""]",Danbooruの同名collectionがタグmundane made awesomeへ移行したことを確認し、表現テーマとして扱う。
1579,fishnet_hiphighs,YES,網目状のヒップハイストッキング,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1582,witch_(fire_emblem_fates)_(cosplay),YES,『ファイアーエムブレムif』のWitch衣装を再現するコスプレ,MIXED,CLOTHING_EXPOSURE,CORE,衣装として探す入口が成立,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1585,necktie_lift,YES,ネクタイを持ち上げる・跳ね上げる動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,衣服を操作する動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
1588,nijigasaki_3rd_years,YES,『ラブライブ！虹ヶ咲学園スクールアイドル同好会』の3年生組を指す固有グループ参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1591,thigh_armor,YES,太腿を覆う防具・装甲,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,装着する防具として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1594,peas,YES,エンドウ豆・グリーンピース,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
1597,fn_f2000,YES,FN F2000アサルトライフル,BROWSE_WORTHY,TOOL_OBJECT,CORE,銃器・武器として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
1600,satogahama_school_uniform,YES,作品固有の里ヶ浜高校制服,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,学校制服として衣装から探す入口が成立,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
1603,bowgun,YES,ボウガン・クロスボウ,BROWSE_WORTHY,TOOL_OBJECT,CORE,武器として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
1606,black_nightgown,YES,黒いナイトガウン,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,寝間着・衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1609,on_finger,YES,小さな人物・物体などが指の上に乗っている配置,BROWSE_WORTHY,POSE_POSITION,CORE,指との位置関係・スケール配置として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1612,melusine_(genshin_impact),YES,『原神』の種族Melusineを指す固有参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1615,too_many_belts,YES,多数のベルトを過剰に身につけた衣装表現,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣装・アクセサリーの特徴として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1618,polka_dot_shirt,YES,水玉模様のシャツ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1621,will-o'-the-wisp_(mythology),YES,伝承上の鬼火・Will-o'-the-wisp,BROWSE_WORTHY,LIGHT_TIME_WEATHER,CORE,発光する怪異・光の視覚要素として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1624,biting_own_lip,YES,自分の唇を噛む表情・動作,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,口元の表情として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1627,frilled_ascot,YES,フリル付きのアスコットタイ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,首元のアクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1630,princess_leia_(cosplay),YES,『スター・ウォーズ』のレイア姫の衣装を再現するコスプレ,MIXED,CLOTHING_EXPOSURE,CORE,衣装として探す入口が成立,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1633,baltimore_(azur_lane)_(cosplay),YES,『アズールレーン』のボルチモアの衣装を再現するコスプレ,MIXED,CLOTHING_EXPOSURE,CORE,衣装として探す入口が成立,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1636,official_cosplay,YES,作品公式・権利元公認として制作されたコスプレ表現,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1639,victory,YES,勝利・優勝を示す場面や表現,BROWSE_WORTHY,,,,,,,,,,[],[],[],YES,勝利という出来事・結果テーマそのものに対応する専用top routeがない,CHECKED,[],
1642,gumroad_username,YES,Gumroadのユーザー名が画像内に表示された表現,BROWSE_WORTHY,TEXT_SYMBOL,CORE,画像内テキスト・ユーザー名として探すのが自然,,,,,,,"[""TEXT_SYMBOL/TEXT""]",[],[],NO,,CHECKED,[],
1645,computer_fan,YES,コンピューター用の冷却ファン,BROWSE_WORTHY,TOOL_OBJECT,CORE,機器・部品として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1648,pk_academy_school_uniform,YES,作品固有のPK学園の学校制服,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,学校制服として衣装から探す入口が成立,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
