row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-042651,zero_in,3,Copyright,,,,,ゼロイン,,[]
I70-042652,zoku_owarimonogatari,3,Copyright,,,,,続・終物語,,[]
I70-042653,1bitheart,3,Copyright,,,,,1bitheart,,[]
I70-042654,aigan_tenshi_cheery_pink,3,Copyright,,,,,愛玩天使チアリーピンク,,[]
I70-042655,baten_kaitos,3,Copyright,,,,,バテン・カイトス,,[]
I70-042656,beauty_and_the_beast_(fairy_tale),3,Copyright,,,,,美女と野獣,,[]
I70-042657,bishounen_series,3,Copyright,,,,,美少年シリーズ,,[]
I70-042658,bustafellows,3,Copyright,,,,,バスタフェロウズ,,[]
I70-042659,caligula_2,3,Copyright,,,,,カリギュラ2,,[]
I70-042660,chimimo,3,Copyright,,,,,ちみも,,[]
I70-042661,cooking_mama,3,Copyright,,,,,クッキングママ,,[]
I70-042662,cool_cool_toon,3,Copyright,,,,,,,[]
I70-042663,emina&aki,3,Copyright,,,,,エミナ＆アキ,,[]
I70-042664,ex_astris,3,Copyright,,,,,エクスアストリス,,[]
I70-042665,front_mission,3,Copyright,,,,,フロントミッション,,[]
I70-042666,genkai_ol-san_wa_akuyaku_reijou-sama_ni_tsukaetai,3,Copyright,genkai_ol-san_wa_akuyaku_reijoh-sama_ni_tsukaetai,genkai ol-san wa akuyaku reijoh-sama ni tsukaetai,,,限界OLさんは悪役令嬢さまに仕えたい,,[]
I70-042667,ghost_in_the_shell_arise,3,Copyright,koukaku_kidoutai_arise,koukaku kidoutai arise,,,攻殻機動隊arise,,[]
I70-042668,hindu_mythology,3,Copyright,,,,,インド神話,,[]
I70-042669,island_(game),3,Copyright,,,,,ISLAND(フロントウイング),,[]
I70-042670,jain_no_ikenie,3,Copyright,,,,,邪淫のいけにえ,,[]
I70-042671,jamiroquai,3,Copyright,,,,,ジャミロクワイ,,[]
I70-042672,kaidan_restaurant,3,Copyright,,,,,怪談レストラン,,[]
I70-042673,kokoro_ga_sakebitagatterunda.,3,Copyright,"kokosake,the_anthem_of_the_heart",kokosake | the anthem of the heart,,,心が叫びたがってるんだ。,,[]
I70-042674,lingeries_(ramune_games),3,Copyright,,,,,,,[]
I70-042675,little_noah,3,Copyright,,,,,リトルノア,,[]
I70-042676,mario_&_luigi:_bowser's_inside_story,3,Copyright,,,,,マリオ&ルイージRPG3!!!,,[]
I70-042677,miracle_wave,3,Copyright,,,,,奇跡の波,,[]
I70-042678,mirai_ticket,3,Copyright,,,,,ミライチケット,,[]
I70-042679,monster_world,3,Copyright,,,,,モンスターワールド,,[]
I70-042680,p/a_~potential_ability~,3,Copyright,,,,,p/a〜潜在能力〜,,[]
I70-042681,persona_x_detective,3,Copyright,,,,,ペルソナ×探偵NAOTO,,[]
I70-042682,pixela_project,3,Copyright,,,,,ピクセラ,,[]
I70-042683,pon_no_michi,3,Copyright,,,,,ぽんのみち,,[]
I70-042684,rainbow_bubblegem,3,Copyright,,,,,,,[]
I70-042685,rosenkreuzstilette_freudenstachel,3,Copyright,,,,,Rosenkreuzstilette Freudenstachel,,[]
I70-042686,rpg_maker,3,Copyright,,,,,RPGツクール,,[]
I70-042687,ryman's_club,3,Copyright,salaryman's_club,salaryman's club,,,リーマンズクラブ,,[]
I70-042688,seikishi_melty_lovers,3,Copyright,,,,,せいきしメルティラバーズ,,[]
I70-042689,semelparous,3,Copyright,,,,,セメルパルス,,[]
I70-042690,sengoku_asuka_zero,3,Copyright,,,,,戦国アスカZERO,,[]
I70-042691,sonic_superstars,3,Copyright,,,,,ソニックスーパースターズ,,[]
I70-042692,sound_holic,3,Copyright,sound-holic,sound-holic,,,サンホリ,,[]
I70-042693,star_strings_yori,3,Copyright,sutaa_sutoringuzu_yori,sutaa sutoringuzu yori,,,スターストリングスより,,[]
I70-042694,sword_art_online:_integral_factor,3,Copyright,,,,,インテグラル・ファクター,,[]
I70-042695,temptation,3,Copyright,,,,,誘惑,,[]
I70-042696,tevi,3,Copyright,,,,,テビィ,,[]
I70-042697,the_3rd_super_robot_wars_alpha,3,Copyright,,,,,第3次スーパーロボット大戦α_終焉の銀河へ,,[]
I70-042698,the_game_of_life_(board_game),3,Copyright,,,,,人生ゲーム,,[]
I70-042699,the_mighty_nein,3,Copyright,critical_role:_campaign_ii,critical role: campaign ii,,,,,[]
I70-042700,torikoro,3,Copyright,,,,,トリコロ,,[]
