canonical,old_display_ja,new_display_ja,reason
oriens_(nijisanji),オリ絵ンス,Oriens（にじさんじ）,TRANSLITERATION_ERROR
origami_family's_elite_guard_uniform,origami family elite guardの制服,折紙家精鋭護衛の制服,MIXED_ENGLISH_DEBRIS
original_race_uniform_(umamusume),タグ「original race uniform (umamusume)」,オリジナル勝負服（ウマ娘）,RAW_ENGLISH_WRAPPER
original_remodel_(kantai_collection),オリジナル改造（カンタイコレクション）,オリジナル改造（艦隊これくしょん）,TRANSLITERATION_ERROR
originite_prime_(arknights),タグ「originite prime (arknights)」,純正源石（アークナイツ）,RAW_ENGLISH_WRAPPER
originium_arts_(arknights),源石技艺,源石術（アークナイツ）,NON_JAPANESE_RESIDUE
orihime_(tanabata)_(cosplay),orihime (tanabata) (cosplay),織姫（七夕）（コスプレ）,CANONICAL_FALLBACK_TRANSLATABLE
orirock_(arknights),オリロック（arknights）,源岩（アークナイツ）,SEMANTIC_ERROR
oscilloscope,示波器,オシロスコープ,NON_JAPANESE_RESIDUE
other_pov,タグ「other pov」,他者視点,RAW_ENGLISH_WRAPPER
other_with_female,other・付きの女性,その他性別と女性,MIXED_ENGLISH_DEBRIS
other_with_male,other・付きのmale,その他性別と男性,MIXED_ENGLISH_DEBRIS
other_with_other,other・付きのother,その他性別同士,MIXED_ENGLISH_DEBRIS
otonashi_kotori_(cosplay),ユニフォーム765,音無小鳥（コスプレ）,SEMANTIC_ERROR
otonokizaka_track_jacket,otonokizaka・track・ジャケット,音ノ木坂のトラックジャケット,MIXED_ENGLISH_DEBRIS
otter_boy,タグ「otter boy」,カワウソ少年,RAW_ENGLISH_WRAPPER
ouija,タグ「ouija」,ウィジャ盤,RAW_ENGLISH_WRAPPER
ouji_fashion,王子,王子系ファッション,SEMANTIC_UNDERSPECIFICATION
ouran_high_school_uniform,ウラン高校の制服,桜蘭高校の制服,TRANSLITERATION_ERROR
ouro_kronii_(cosplay),ouro kronii (cosplay),オーロ・クロニー（コスプレ）,CANONICAL_FALLBACK_TRANSLATABLE
outer_glow,タグ「outer glow」,外側の発光,RAW_ENGLISH_WRAPPER
outstretched_crossed_arms,outstretched・crossed・両腕,伸ばして交差した両腕,MIXED_ENGLISH_DEBRIS
outstretched_leg,伸腿,伸ばした脚,NON_JAPANESE_RESIDUE
outstretched_legs,伸腿,伸ばした両脚,NON_JAPANESE_RESIDUE
oval,タグ「oval」,楕円,RAW_ENGLISH_WRAPPER
oval_background,ovalの背景,楕円の背景,MIXED_ENGLISH_DEBRIS
oval_border,oval・枠,楕円形の枠,MIXED_ENGLISH_DEBRIS
over_the_nose_gag,マスクギャグ,鼻まで覆う猿ぐつわ,SEMANTIC_ERROR
overall_shorts,背帯短ズボン,サロペットショートパンツ,NON_JAPANESE_RESIDUE
overalls_removed,オーバーオールは削除されました,オーバーオールを脱いだ,SEMANTIC_ERROR
overflowing_bath,タグ「overflowing bath」,あふれる風呂,RAW_ENGLISH_WRAPPER
