canonical,old_display_ja,new_display_ja,reason
twintails_with_hair_base,twintails・付きの髪・土台,髪の土台付きツインテール,MIXED_ENGLISH_DEBRIS
twirling_mustache,タグ「twirling mustache」,ひねった口ひげ,RAW_ENGLISH_WRAPPER
twirling_phone_cord,twirling・電話・cord,電話コードを指でくるくる回す,MIXED_ENGLISH_DEBRIS
twists,タグ「twists」,ツイスト,RAW_ENGLISH_WRAPPER
twitching_testicles,タグ「twitching testicles」,痙攣する睾丸,RAW_ENGLISH_WRAPPER
twitter_rabbit_ears_(meme),twitter rabbit ears (meme),Twitterウサギ耳（ミーム）,CANONICAL_FALLBACK_TRANSLATABLE
twitter_strip_game_parody,タグ「twitter strip game parody」,Twitter脱衣ゲームのパロディ,RAW_ENGLISH_WRAPPER
two-handed_masturbation,タグ「two-handed masturbation」,両手での自慰,RAW_ENGLISH_WRAPPER
two-page_spread,タグ「two-page spread」,見開き2ページ,RAW_ENGLISH_WRAPPER
two-sided_bow,two・sided・リボン,両面のリボン,MIXED_ENGLISH_DEBRIS
two-sided_dress,双面连衣裙,両面のドレス,NON_JAPANESE_RESIDUE
two-sided_gloves,双面手套,両面の手袋,NON_JAPANESE_RESIDUE
two-sided_hood,two・sided・フード,両面のフード,MIXED_ENGLISH_DEBRIS
two-sided_hoodie,タグ「two-sided hoodie」,両面のパーカー,RAW_ENGLISH_WRAPPER
two-sided_horns,タグ「two-sided horns」,両面の角,RAW_ENGLISH_WRAPPER
two-sided_ribbon,タグ「two-sided ribbon」,両面のリボン,RAW_ENGLISH_WRAPPER
two-sided_robe,two・sided・ローブ,両面のローブ,MIXED_ENGLISH_DEBRIS
two-sided_scarf,タグ「two-sided scarf」,両面のスカーフ,RAW_ENGLISH_WRAPPER
two-sided_shirt,two・sided・シャツ,両面のシャツ,MIXED_ENGLISH_DEBRIS
two-sided_sleeves,タグ「two-sided sleeves」,両面の袖,RAW_ENGLISH_WRAPPER
two-sided_tailcoat,タグ「two-sided tailcoat」,両面の燕尾服,RAW_ENGLISH_WRAPPER
two-sided_veil,two・sided・ベール,両面のベール,MIXED_ENGLISH_DEBRIS
two-tone_apron,two・色調・エプロン,ツートンのエプロン,MIXED_ENGLISH_DEBRIS
two-tone_arm_warmers,two tone armのウォーマー,ツートンのアームウォーマー,MIXED_ENGLISH_DEBRIS
two-tone_armband,two・色調・腕章,ツートンの腕章,MIXED_ENGLISH_DEBRIS
two-tone_armor,two toneの鎧,ツートンの鎧,MIXED_ENGLISH_DEBRIS
two-tone_ascot,two・色調・ascot,ツートンのアスコット,MIXED_ENGLISH_DEBRIS
two-tone_bag,two・色調・bag,ツートンのバッグ,MIXED_ENGLISH_DEBRIS
two-tone_bandana,two・色調・bandana,ツートンのバンダナ,MIXED_ENGLISH_DEBRIS
two-tone_bandeau,two・色調・bandeau,ツートンのバンドゥ,MIXED_ENGLISH_DEBRIS
two-tone_beard,two・色調・髭,ツートンのひげ,MIXED_ENGLISH_DEBRIS
two-tone_belt,two・色調・ベルト,ツートンのベルト,MIXED_ENGLISH_DEBRIS
two-tone_bikini,ツートンバニー,ツートンのビキニ,SEMANTIC_ERROR
two-tone_boots,two toneのブーツ,ツートンのブーツ,MIXED_ENGLISH_DEBRIS
two-tone_border,two・色調・枠,ツートンの枠,MIXED_ENGLISH_DEBRIS
two-tone_bow,ツートンボウ,ツートンのリボン,SEMANTIC_AMBIGUITY
two-tone_capelet,two・色調・capelet,ツートンのケープレット,MIXED_ENGLISH_DEBRIS
two-tone_choker,two・色調・choker,ツートンのチョーカー,MIXED_ENGLISH_DEBRIS
two-tone_coat,双色外套,ツートンのコート,NON_JAPANESE_RESIDUE
two-tone_collar,two・色調・襟,ツートンの襟,MIXED_ENGLISH_DEBRIS
two-tone_corset,two・色調・コルセット,ツートンのコルセット,MIXED_ENGLISH_DEBRIS
two-tone_eyebrows,two・色調・eyebrows,ツートンの眉,MIXED_ENGLISH_DEBRIS
two-tone_eyewear,two・色調・eyewear,ツートンのアイウェア,MIXED_ENGLISH_DEBRIS
two-tone_feathers,two・色調・羽,ツートンの羽,MIXED_ENGLISH_DEBRIS
two-tone_flower,two・色調・花,ツートンの花,MIXED_ENGLISH_DEBRIS
two-tone_gloves,双色手套,ツートンの手袋,NON_JAPANESE_RESIDUE
two-tone_halo,双色光环,ツートンの光輪,NON_JAPANESE_RESIDUE
two-tone_hanfu,two・色調・hanfu,ツートンの漢服,MIXED_ENGLISH_DEBRIS
two-tone_headband,two toneのヘアバンド,ツートンのヘッドバンド,MIXED_ENGLISH_DEBRIS
two-tone_helmet,two・色調・ヘルメット,ツートンのヘルメット,MIXED_ENGLISH_DEBRIS
two-tone_horns,two・色調・horns,ツートンの角,MIXED_ENGLISH_DEBRIS
two-tone_leg_warmers,two tone legのウォーマー,ツートンのレッグウォーマー,MIXED_ENGLISH_DEBRIS
two-tone_leggings,two・色調・leggings,ツートンのレギンス,MIXED_ENGLISH_DEBRIS
two-tone_mask,two・色調・マスク,ツートンのマスク,MIXED_ENGLISH_DEBRIS
two-tone_nails,two・色調・爪,ツートンの爪,MIXED_ENGLISH_DEBRIS
two-tone_one-piece_swimsuit,two tone one pieceの水着,ツートンのワンピース水着,MIXED_ENGLISH_DEBRIS
two-tone_pajamas,two・色調・pajamas,ツートンのパジャマ,MIXED_ENGLISH_DEBRIS
two-tone_pubic_hair,two・色調・pubic・髪,ツートンの陰毛,MIXED_ENGLISH_DEBRIS
two-tone_robe,two・色調・ローブ,ツートンのローブ,MIXED_ENGLISH_DEBRIS
two-tone_sandals,two・色調・サンダル,ツートンのサンダル,MIXED_ENGLISH_DEBRIS
two-tone_sash,two・色調・sash,ツートンのサッシュ,MIXED_ENGLISH_DEBRIS
