canonical,old_display_ja,new_display_ja,reason
armored_leotard,装甲紧身衣,装甲レオタード,NON_JAPANESE_RESIDUE
armored_skirt,装甲裙,装甲スカート,NON_JAPANESE_RESIDUE
armpit_carry,提猫式,脇抱え,NON_JAPANESE_RESIDUE
armpit_focus,腋は性器,脇を強調,SEMANTIC_ADDITION_ERROR
armpit_hair_peek,armpit・髪・覗き見,脇毛チラ見せ,MIXED_ENGLISH_DEBRIS
armpit_hold,タグ「armpit hold」,脇で挟む,RAW_ENGLISH_WRAPPER
arms_across_body,両腕・across・身体,体の前で腕を交差,MIXED_ENGLISH_DEBRIS
arms_around_another's_back,後ろの腕,他人の背中に両腕を回す,RELATION_SEMANTIC_ERROR
arms_around_another's_waist,腰の周りの腕,他人の腰に両腕を回す,RELATION_SEMANTIC_ERROR
arms_around_self,両腕の周囲のself,自分を両腕で抱く,MIXED_ENGLISH_DEBRIS
arms_between_legs,両腕・間・脚,脚の間に両腕,BROKEN_COMPOSITION
arms_bound_above_head,両腕・bound・above・頭,頭上で両腕を拘束,MIXED_ENGLISH_DEBRIS
arms_on_another's_shoulder,両腕の上の他人の肩,他人の肩に両腕を置く,RELATION_SEMANTIC_ERROR
arms_on_head,頭の腕,頭に両腕を置く,RELATION_SEMANTIC_ERROR
arms_on_knees,膝の腕,膝に両腕を置く,RELATION_SEMANTIC_ERROR
arona_(blue_archive)_(cosplay),アロナの服,アロナ（ブルーアーカイブ）のコスプレ,SEMANTIC_OMISSION
aroused_nosebleed,タグ「aroused nosebleed」,興奮による鼻血,RAW_ENGLISH_WRAPPER
arrow_cross,arrow・十字架,矢の十字架,MIXED_ENGLISH_DEBRIS
arrow_in_body,体の矢印,体に刺さった矢,POLYSEMY_ERROR
arrow_in_head,頭の矢印,頭に刺さった矢,POLYSEMY_ERROR
arrow_in_mouth,口の矢印,口に入った矢,POLYSEMY_ERROR
arrow_print,矢印の印刷,矢柄,POLYSEMY_ERROR
arrow_tattoo,arrowのタトゥー,矢のタトゥー,MIXED_ENGLISH_DEBRIS
arrow_through_apple,リンゴを通る矢印,リンゴを貫く矢,POLYSEMY_ERROR
arsene_lupin_iii_(cosplay),Arsene Lupine III（コスプレ）,アルセーヌ・ルパン三世のコスプレ,MIXED_ENGLISH_DEBRIS
art_nouveau,ミュシャ,アール・ヌーヴォー,SEMANTIC_NARROWING_ERROR
art_program_in_frame,art・programの中のframe,画面内の描画ソフト,MIXED_ENGLISH_DEBRIS
art_supplies,タグ「art supplies」,画材,RAW_ENGLISH_WRAPPER
art_tools_in_frame,art・toolsの中のframe,画面内の画材,MIXED_ENGLISH_DEBRIS
art_vs_artist,タグ「art vs artist」,作品と作者,RAW_ENGLISH_WRAPPER
arthropod_boy,虫人,節足動物男子,SEMANTIC_NARROWING_ERROR
arthropod_girl,虫人,節足動物娘,SEMANTIC_NARROWING_ERROR
arthropod_tail,arthropod・尻尾,節足動物の尻尾,MIXED_ENGLISH_DEBRIS
artifact_(genshin_impact),圣遗物,聖遺物（原神）,NON_JAPANESE_RESIDUE
artist's_hand_in_frame,artist・手の中のframe,画面内に作者の手,MIXED_ENGLISH_DEBRIS
artist_glove,绘画手套,絵描き用手袋,NON_JAPANESE_RESIDUE
artist_name_(singer),タグ「artist name (singer)」,アーティスト名（歌手）,RAW_ENGLISH_WRAPPER
artoria_caster_(fate)_(cosplay),アルトリアキャスター（運命）（コスプレ）,アルトリア・キャスター（Fate）のコスプレ,LITERAL_FRANCHISE_TRANSLATION
as_i've_written_(honkai:_star_rail),如我所書,書き記した通り（崩壊：スターレイル）,NON_JAPANESE_RESIDUE
as_val,ヴァルとして,AS Val,PROPER_NAME_CORRUPTION
asagami_private_girls_acadamy_uniform,浅上女学院,浅上女学院の制服,SEMANTIC_OMISSION
asahigaoka_school_uniform,浅野岡学校の制服,旭丘分校の制服,PROPER_TERM_TRANSLATION
