canonical,old_display_ja,new_display_ja,reason
lashers,タグ「lashers」,lashers,RAW_ENGLISH_WRAPPER
layered_sideboob,タグ「layered sideboob」,layered sideboob,RAW_ENGLISH_WRAPPER
liberty's_tail_(nikke),タグ「liberty's tail (nikke)」,Liberty's Tail（NIKKE）,RAW_ENGLISH_WRAPPER
lucky_oasis_(stella_sora),タグ「lucky oasis (stella sora)」,Lucky Oasis（ステラソラ）,RAW_ENGLISH_WRAPPER
magik's_crown,タグ「magik's crown」,Magik's Crown,RAW_ENGLISH_WRAPPER
majesty_palm,タグ「majesty palm」,majesty palm,RAW_ENGLISH_WRAPPER
mamimi_(mamamimi)_(style),タグ「mamimi (mamamimi) (style)」,mamimi（mamamimi）風,RAW_ENGLISH_WRAPPER
mane_ax_(deltarune),タグ「mane ax (deltarune)」,Mane Ax（DELTARUNE）,RAW_ENGLISH_WRAPPER
mane_six_(my_little_pony),タグ「mane six (my little pony)」,Mane Six（マイリトルポニー）,RAW_ENGLISH_WRAPPER
material_growth,タグ「material growth」,material growth,RAW_ENGLISH_WRAPPER
maxillary_rictus,タグ「maxillary rictus」,maxillary rictus,RAW_ENGLISH_WRAPPER
mdd_threesome,タグ「mdd threesome」,mdd threesome,RAW_ENGLISH_WRAPPER
mfd_threesome,タグ「mfd threesome」,mfd threesome,RAW_ENGLISH_WRAPPER
miracreation_(original),タグ「miracreation (original)」,Miracreation（オリジナル）,RAW_ENGLISH_WRAPPER
mixed_maids,タグ「mixed maids」,mixed maids,RAW_ENGLISH_WRAPPER
mixed_signals,タグ「mixed signals」,mixed signals,RAW_ENGLISH_WRAPPER
mmd_threesome,タグ「mmd threesome」,mmd threesome,RAW_ENGLISH_WRAPPER
monolith_(stella_sora),タグ「monolith (stella sora)」,Monolith（ステラソラ）,RAW_ENGLISH_WRAPPER
mood_(umamusume),タグ「mood (umamusume)」,Mood（ウマ娘）,RAW_ENGLISH_WRAPPER
nagano_(grayparka)_(style),タグ「nagano (grayparka) (style)」,nagano（grayparka）風,RAW_ENGLISH_WRAPPER
nai_ga_(style),タグ「nai ga (style)」,nai ga風,RAW_ENGLISH_WRAPPER
nakaue_shigehisa_(style),タグ「nakaue shigehisa (style)」,nakaue shigehisa風,RAW_ENGLISH_WRAPPER
nakayama_tooru_(style),タグ「nakayama tooru (style)」,nakayama tooru風,RAW_ENGLISH_WRAPPER
nejikirio_(style),タグ「nejikirio (style)」,nejikirio風,RAW_ENGLISH_WRAPPER
nekoken_technique,タグ「nekoken technique」,nekoken technique,RAW_ENGLISH_WRAPPER
nemlei_(style),タグ「nemlei (style)」,nemlei風,RAW_ENGLISH_WRAPPER
