canonical,old_display_ja,new_display_ja,reason
holding_eyepatch,アイパッチを保持します,眼帯を持つ,AWKWARD_MACHINE_TRANSLATION
holding_feet,持つ・足,足を持つ,AWKWARD_MACHINE_TRANSLATION
holding_figure,を持つ・figure,フィギュアを持つ,MIXED_ENGLISH_DEBRIS
holding_finger,持つ・指,指を持つ,AWKWARD_MACHINE_TRANSLATION
holding_fireworks,花火を持っている,花火を持つ,AWKWARD_MACHINE_TRANSLATION
holding_first_aid_kit,を持つ・first・aid・kit,救急箱を持つ,MIXED_ENGLISH_DEBRIS
holding_fish,魚を持っています,魚を持つ,AWKWARD_MACHINE_TRANSLATION
holding_fishing_rod,釣り竿を持っています,釣り竿を持つ,AWKWARD_MACHINE_TRANSLATION
holding_flag,旗を保持します,旗を持つ,AWKWARD_MACHINE_TRANSLATION
holding_flail,を持つ・flail,フレイルを持つ,MIXED_ENGLISH_DEBRIS
holding_flame,炎を保持します,炎を持つ,AWKWARD_MACHINE_TRANSLATION
holding_flamethrower,を持つ・flamethrower,火炎放射器を持つ,MIXED_ENGLISH_DEBRIS
holding_flashlight,懐中電灯を保持します,懐中電灯を持つ,AWKWARD_MACHINE_TRANSLATION
holding_flask,フラスコを保持します,フラスコを持つ,AWKWARD_MACHINE_TRANSLATION
holding_floatie,を持つ・floatie,浮き輪を持つ,MIXED_ENGLISH_DEBRIS
holding_flower,持つ・花,花を持つ,AWKWARD_MACHINE_TRANSLATION
holding_flower_pot,植木鉢を持っています,植木鉢を持つ,AWKWARD_MACHINE_TRANSLATION
holding_flute,を持つ・flute,フルートを持つ,MIXED_ENGLISH_DEBRIS
holding_flyer,を持つ・flyer,チラシを持つ,MIXED_ENGLISH_DEBRIS
holding_folder,フォルダーを保持します,フォルダーを持つ,AWKWARD_MACHINE_TRANSLATION
holding_fork,フォークを保持します,フォークを持つ,AWKWARD_MACHINE_TRANSLATION
holding_frog,を持つ・frog,カエルを持つ,MIXED_ENGLISH_DEBRIS
holding_fruit,果物を持っている,果物を持つ,AWKWARD_MACHINE_TRANSLATION
holding_frying_pan,フライパンを持っています,フライパンを持つ,AWKWARD_MACHINE_TRANSLATION
holding_gag,ギャグを保持します,猿ぐつわを持つ,SEMANTIC_ERROR
holding_game_cartridge,を持つ・game・cartridge,ゲームカートリッジを持つ,MIXED_ENGLISH_DEBRIS
holding_game_controller,拿着游戏手柄,ゲームコントローラーを持つ,NON_JAPANESE_RESIDUE
holding_gem,宝石を保持します,宝石を持つ,AWKWARD_MACHINE_TRANSLATION
holding_ghost,を持つ・ghost,幽霊を持つ,MIXED_ENGLISH_DEBRIS
holding_gift,贈り物を持っています,贈り物を持つ,AWKWARD_MACHINE_TRANSLATION
holding_glass_shard,を持つ・glass・shard,ガラス片を持つ,MIXED_ENGLISH_DEBRIS
holding_globus_cruciger,を持つ・globus・cruciger,十字架付き宝珠を持つ,MIXED_ENGLISH_DEBRIS
holding_gloves,持つ・手袋,手袋を持つ,AWKWARD_MACHINE_TRANSLATION
holding_go_stone,を持つ・go・stone,碁石を持つ,MIXED_ENGLISH_DEBRIS
holding_goggles,ゴーグルを保持します,ゴーグルを持つ,AWKWARD_MACHINE_TRANSLATION
holding_gohei,Goheiを保持します,御幣を持つ,MIXED_ENGLISH_DEBRIS
holding_golf_club,ゴルフクラブを開催,ゴルフクラブを持つ,SEMANTIC_ERROR
holding_gourd,ひょうたんを保持します,ひょうたんを持つ,AWKWARD_MACHINE_TRANSLATION
holding_grass,を持つ・grass,草を持つ,MIXED_ENGLISH_DEBRIS
holding_grater,を持つ・grater,おろし金を持つ,MIXED_ENGLISH_DEBRIS
holding_grenade,手ren弾を保持します,手榴弾を持つ,SEMANTIC_ERROR
holding_guitar,を持つ・guitar,ギターを持つ,MIXED_ENGLISH_DEBRIS
holding_gun_barrel,を持つ・gun・barrel,銃身を持つ,MIXED_ENGLISH_DEBRIS
holding_hair_brush,ヘアブラシを持っています,ヘアブラシを持つ,AWKWARD_MACHINE_TRANSLATION
holding_hair_clipper,を持つ・髪・clipper,バリカンを持つ,MIXED_ENGLISH_DEBRIS
holding_hair_dryer,ヘアドライヤーを保持します,ドライヤーを持つ,AWKWARD_MACHINE_TRANSLATION
holding_hair_ornament,髪の飾りを持っています,髪飾りを持つ,AWKWARD_MACHINE_TRANSLATION
holding_hairband,持つ・ヘアバンド,ヘアバンドを持つ,AWKWARD_MACHINE_TRANSLATION
holding_hairpin,を持つ・hairpin,ヘアピンを持つ,MIXED_ENGLISH_DEBRIS
holding_halloween_bucket,を持つ・halloween・bucket,ハロウィン用バケツを持つ,MIXED_ENGLISH_DEBRIS
holding_halo,持つ・光輪,光輪を持つ,AWKWARD_MACHINE_TRANSLATION
holding_hammer,ハンマーを保持します,ハンマーを持つ,AWKWARD_MACHINE_TRANSLATION
holding_handcuffs,を持つ・handcuffs,手錠を持つ,MIXED_ENGLISH_DEBRIS
holding_handkerchief,ハンカチを持っています,ハンカチを持つ,AWKWARD_MACHINE_TRANSLATION
holding_handlebar,を持つ・handlebar,ハンドルバーを持つ,MIXED_ENGLISH_DEBRIS
