canonical,old_display_ja,new_display_ja,reason
paper_airplane,纸飛机,紙飛行機,NON_JAPANESE_RESIDUE
parallel_hairclips,タグ「parallel hairclips」,平行に付けたヘアクリップ,RAW_ENGLISH_WRAPPER
park_bench,公園長椅,公園のベンチ,NON_JAPANESE_RESIDUE
partial_humanization,半人类化,部分的人間化,NON_JAPANESE_RESIDUE
partially_invisible,部分的に・invisible,部分的に見えない,MIXED_ENGLISH_DEBRIS
partially_open_jacket,部分的に・開いた・ジャケット,一部開いたジャケット,BROKEN_COMPOSITION
partially_shaded_face,部分的に・shaded・顔,部分的に影のかかった顔,MIXED_ENGLISH_DEBRIS
partially_visible_vulva,大陰唇,一部見えている女性器,SEMANTIC_NARROWING_ERROR
paw_print,爪印,肉球の足跡,SEMANTIC_ERROR
paw_print_soles,爪印足案,肉球模様の足裏,BROKEN_TRANSLATION
paw_shoes,爪子鞋,肉球モチーフの靴,NON_JAPANESE_RESIDUE
pawpads,肉垫,肉球,NON_JAPANESE_RESIDUE
pear-shaped_figure,むちましい,洋梨型体型,BROKEN_TRANSLATION
pearl_necklace,珍珠项链,真珠のネックレス,NON_JAPANESE_RESIDUE
pectoral_lift,胸唇,胸筋を持ち上げる,BROKEN_TRANSLATION
pee_in_container,アバ茶,容器に入った尿,SEMANTIC_ADDITION_ERROR
pee_stain,おしっこ染色,尿染み,BROKEN_TRANSLATION
peeking_through_fingers,透过手指观察,指の隙間から覗く,NON_JAPANESE_RESIDUE
pelvic_curtain_lift,提起前摆,前垂れを持ち上げる,NON_JAPANESE_RESIDUE
pendant_earrings,pendantのイヤリング,ペンダント型イヤリング,MIXED_ENGLISH_DEBRIS
penis_bow,陰茎の弓,陰茎のリボン,POLYSEMY_ERROR
penis_in_panties,パンティーのペニス,パンティーの中のペニス,RELATION_SEMANTIC_ERROR
penis_on_cheek,penisの上のcheek,頬に当てたペニス,MIXED_ENGLISH_DEBRIS
penis_on_face,頬ズリ,顔に当てたペニス,SEMANTIC_NARROWING_ERROR
penis_on_head,頭のペニス,頭に乗ったペニス,RELATION_SEMANTIC_ERROR
penis_on_stomach,腹部の陰茎,腹部に乗った陰茎,RELATION_SEMANTIC_ERROR
peony_print,peonyの柄,牡丹柄,MIXED_ENGLISH_DEBRIS
percentage,ひゃくぶんりつ,百分率,BROKEN_TRANSLATION
perky_breasts,元気な胸,張りのある胸,LITERAL_TRANSLATION_ERROR
personification,ポケ擬,擬人化,SEMANTIC_NARROWING_ERROR
perversion_of_canon,タグ「perversion of canon」,原作設定の性的改変,RAW_ENGLISH_WRAPPER
perverted_excuse,タグ「perverted excuse」,変態的な言い訳,RAW_ENGLISH_WRAPPER
perverted_utility,タグ「perverted utility」,変態的な用途,RAW_ENGLISH_WRAPPER
pet_food,ドッグフード,ペットフード,SEMANTIC_NARROWING_ERROR
petite,娇小,小柄,NON_JAPANESE_RESIDUE
phone_on_wall,電話の上の壁,壁掛け電話,RELATION_SEMANTIC_ERROR
phone_sex,電話・sex,テレフォンセックス,MIXED_ENGLISH_DEBRIS
photo_(object),写真の絵,写真,SEMANTIC_ERROR
picnic_blanket,タグ「picnic blanket」,ピクニック用毛布,RAW_ENGLISH_WRAPPER
piercing_pull,ピアスプル,ピアスを引っ張る,RAW_LOANWORD_CLARIFICATION
pikachu_tail_(female),タグ「pikachu tail (female)」,ピカチュウの尻尾（メス）,RAW_ENGLISH_WRAPPER
pillow_bite,枕バイト,枕を噛む,POLYSEMY_ERROR
pillow_grab,掴みピロー,枕を掴む,BROKEN_COMPOSITION
pillow_hug,枕の抱擁,枕を抱く,LITERAL_TRANSLATION_ERROR
pince-nez,タグ「pince-nez」,鼻眼鏡,RAW_ENGLISH_WRAPPER
pink_babydoll,ピンクのbabydoll,ピンクのベビードール,MIXED_ENGLISH_DEBRIS
pink_gem,粉宝石,ピンクの宝石,NON_JAPANESE_RESIDUE
pink_lips,粉嘴唇,ピンクの唇,NON_JAPANESE_RESIDUE
pink_male_underwear,ピンクの雄の下着,ピンクの男性用下着,BROKEN_TRANSLATION
pink_pupils,粉色瞳孔,ピンクの瞳孔,NON_JAPANESE_RESIDUE
pink_rose,粉玫瑰,ピンクのバラ,NON_JAPANESE_RESIDUE
pink_thighhighs,ピンクの太もも,ピンクのサイハイソックス,POLYSEMY_ERROR
plantar_flexion,绷脚,足関節の底屈,NON_JAPANESE_RESIDUE
platform_heels,厚底高跟鞋,厚底ハイヒール,NON_JAPANESE_RESIDUE
platform_shoes,厚底鞋,厚底靴,NON_JAPANESE_RESIDUE
playing_video_games,遊ぶ・video・games,ビデオゲームで遊ぶ,MIXED_ENGLISH_DEBRIS
pleated_dress,竖皱连衣裙,プリーツドレス,NON_JAPANESE_RESIDUE
plug_gag,ギャグをプラグします,プラグ型猿ぐつわ,POLYSEMY_ERROR
pocket_watch,怀表,懐中時計,NON_JAPANESE_RESIDUE
poke_ball_insertion,poke・ボール・insertion,モンスターボール挿入,MIXED_ENGLISH_DEBRIS
poke_ball_print,ポークボールプリント,モンスターボール柄,PROPER_TERM_TRANSLATION
pokemon_focus,pokemon・焦点,ポケモンを強調,MIXED_ENGLISH_DEBRIS
poker_chip,筹码,ポーカーチップ,NON_JAPANESE_RESIDUE
poker_table,赌桌,ポーカーテーブル,NON_JAPANESE_RESIDUE
police,おまわりさんの日,警察,SEMANTIC_ADDITION_ERROR
police_uniform,ミニスカポリス,警察官の制服,SEMANTIC_NARROWING_ERROR
policewoman,女警,女性警察官,NON_JAPANESE_RESIDUE
polka_dot_innertube,水玉柄のdot・innertube,水玉柄の浮き輪,MIXED_ENGLISH_DEBRIS
polka_dot_scrunchie,ポルカドットシュリューヒー,水玉柄のシュシュ,BROKEN_TRANSLITERATION
porkpie_hat,ポークピーの帽子,ポークパイハット,BROKEN_TRANSLITERATION
posture_collar,姿勢襟,姿勢矯正用首輪,LITERAL_TRANSLATION_ERROR
power_symbol-shaped_pupils,パワーシンボル形の生徒,電源マーク型の瞳孔,POLYSEMY_ERROR
precum_string,先走汁拉丝,糸を引く先走り汁,NON_JAPANESE_RESIDUE
presenting_another's_body,展示他人身体,他人の身体を見せる,NON_JAPANESE_RESIDUE
