canonical,old_display_ja,new_display_ja,reason
404_(girls'_frontline),タグ「404 (girls' frontline)」,404小隊（ドールズフロントライン）,RAW_ENGLISH_WRAPPER
404_logo_(girls'_frontline),404ロゴ（女の子の最前線）,404小隊ロゴ（ドールズフロントライン）,LITERAL_FRANCHISE_TRANSLATION
40mm_grenade,タグ「40mm grenade」,40mm榴弾,RAW_ENGLISH_WRAPPER
5-string_bass_guitar,タグ「5-string bass guitar」,5弦ベースギター,RAW_ENGLISH_WRAPPER
501st_joint_fighter_wing,501st・joint・fighter・翼,第501統合戦闘航空団,MIXED_ENGLISH_DEBRIS
501st_joint_fighter_wing_(emblem),タグ「501st joint fighter wing (emblem)」,第501統合戦闘航空団のエンブレム,RAW_ENGLISH_WRAPPER
7-string_guitar,タグ「7-string guitar」,7弦ギター,RAW_ENGLISH_WRAPPER
9s_(nier:automata)_(cosplay),9s (nier:automata) (cosplay),9S（NieR:Automata）のコスプレ,UNNECESSARY_CANONICAL_FALLBACK
:|,平嘴,真一文字の口,NON_JAPANESE_RESIDUE
>:(,烦躁,怒った顔,NON_JAPANESE_RESIDUE
\o/,抬双手庆贺,両手を上げて喜ぶ,NON_JAPANESE_RESIDUE
a-10_thunderbolt_ii,1つの10・thunderbolt・ii,A-10 サンダーボルトII,BROKEN_COMPOSITION
a-line_dress,1つのline・ドレス,Aラインドレス,BROKEN_COMPOSITION
a-rise,1つのrise,A-RISE,PROPER_NAME_CORRUPTION
a2_(nier:automata)_(cosplay),a2 (nier:automata) (cosplay),A2（NieR:Automata）のコスプレ,UNNECESSARY_CANONICAL_FALLBACK
a_certain_high_school_gym_uniform,a certain high school gymの制服,とある高校の体操服,MIXED_ENGLISH_DEBRIS
a_katakana_sign_(sarazanmai),タグ「a katakana sign (sarazanmai)」,「ア」のカタカナ看板（さらざんまい）,RAW_ENGLISH_WRAPPER
a_world_underneath,1つのworld・underneath,地下世界,BROKEN_COMPOSITION
abandoned,荒废场地,放棄された場所,NON_JAPANESE_RESIDUE
abbreviated_karakusa,略語されたカラクーサ,簡略化された唐草模様,LITERAL_TRANSLATION_ERROR
abdomen_tail,abdomen・尻尾,腹部の尻尾,MIXED_ENGLISH_DEBRIS
above-cleavage_cutout,above・胸の谷間・cutout,胸の谷間より上のカットアウト,MIXED_ENGLISH_DEBRIS
abs_cutout,ABSカットアウト,腹筋部分のカットアウト,POLYSEMY_ERROR
abs_peek,abs・覗き見,腹筋チラ見せ,MIXED_ENGLISH_DEBRIS
abydos_high_school_logo,abydos high schoolのロゴ,アビドス高等学校のロゴ,MIXED_ENGLISH_DEBRIS
abydos_high_school_swimsuit,abydos high schoolの水着,アビドス高等学校の水着,MIXED_ENGLISH_DEBRIS
accidental_touch,タグ「accidental touch」,偶然の接触,RAW_ENGLISH_WRAPPER
accurate_ballet,タグ「accurate ballet」,正確なバレエ,RAW_ENGLISH_WRAPPER
accurate_lolita_coord,タグ「accurate lolita coord」,正確なロリータコーデ,RAW_ENGLISH_WRAPPER
ace_of_spades,スパディル,スペードのエース,BROKEN_TRANSLATION
achievement_unlocked,実績のロックが解除されました,実績解除,MACHINE_TRANSLATION_ARTIFACT
achiga_school_uniform,アチガスクールユニフォーム,阿知賀女子学院の制服,PROPER_TERM_TRANSLATION
acid_graphics,タグ「acid graphics」,アシッドグラフィックス,RAW_ENGLISH_WRAPPER
acid_trip,酸トリップ,アシッドトリップ,LITERAL_TRANSLATION_ERROR
acorn_pendant,タグ「acorn pendant」,どんぐりペンダント,RAW_ENGLISH_WRAPPER
action_camera,タグ「action camera」,アクションカメラ,RAW_ENGLISH_WRAPPER
actress,アクトレス,女優,POLYSEMY_ERROR
ad_(object),タグ「ad (object)」,広告,RAW_ENGLISH_WRAPPER
ada_wong_(cosplay),ada wong (cosplay),エイダ・ウォンのコスプレ,UNNECESSARY_CANONICAL_FALLBACK
adaptation_comparison,タグ「adaptation comparison」,媒体別の比較,RAW_ENGLISH_WRAPPER
adapted_hairstyle,タグ「adapted hairstyle」,アレンジ髪型,RAW_ENGLISH_WRAPPER
adapted_object,適応オブジェクト,アレンジされた物,LITERAL_TRANSLATION_ERROR
adapted_turret,適応されたタレット,アレンジされたタレット,LITERAL_TRANSLATION_ERROR
