canonical,old_display_ja,new_display_ja,reason
bug_hunting,タグ「bug hunting」,虫取り,RAW_ENGLISH_WRAPPER
building_sand_sculpture,タグ「building sand sculpture」,砂像を作る,RAW_ENGLISH_WRAPPER
building_snowman,タグ「building snowman」,雪だるまを作る,RAW_ENGLISH_WRAPPER
bullet_scar,タグ「bullet scar」,銃弾の傷跡,RAW_ENGLISH_WRAPPER
bullet_wound,タグ「bullet wound」,銃創,RAW_ENGLISH_WRAPPER
cadpat,タグ「cadpat」,CADPAT（迷彩柄）,RAW_ENGLISH_WRAPPER
calico_m950,タグ「calico m950」,Calico M950,RAW_ENGLISH_WRAPPER
camel_girl,タグ「camel girl」,ラクダ娘,RAW_ENGLISH_WRAPPER
camera_feed,タグ「camera feed」,カメラ映像,RAW_ENGLISH_WRAPPER
camera_pov,タグ「camera pov」,カメラ視点,RAW_ENGLISH_WRAPPER
camouflage_paint,タグ「camouflage paint」,迷彩塗装,RAW_ENGLISH_WRAPPER
can't_choose_your_own_family,タグ「can't choose your own family」,家族は選べない,RAW_ENGLISH_WRAPPER
cancer_(symbol),タグ「cancer (symbol)」,蟹座の記号,RAW_ENGLISH_WRAPPER
candelabra,タグ「candelabra」,枝付き燭台,RAW_ENGLISH_WRAPPER
candy_stick,タグ「candy stick」,棒状キャンディ,RAW_ENGLISH_WRAPPER
canopy_(forest),タグ「canopy (forest)」,林冠,RAW_ENGLISH_WRAPPER
canvas_texture,タグ「canvas texture」,キャンバス地の質感,RAW_ENGLISH_WRAPPER
capelet_lift,タグ「capelet lift」,ケープレットを持ち上げる,RAW_ENGLISH_WRAPPER
capricorn_(symbol),タグ「capricorn (symbol)」,山羊座の記号,RAW_ENGLISH_WRAPPER
carddass,タグ「carddass」,カードダス,RAW_ENGLISH_WRAPPER
caressing_cheek,タグ「caressing cheek」,頬を撫でる,RAW_ENGLISH_WRAPPER
carro_armato_p40,タグ「carro armato p40」,カルロ・アルマート P40,RAW_ENGLISH_WRAPPER
carro_veloce_cv-33,タグ「carro veloce cv-33」,カルロ・ヴェローチェ CV-33,RAW_ENGLISH_WRAPPER
carrot_juice,タグ「carrot juice」,にんじんジュース,RAW_ENGLISH_WRAPPER
carrot_slice,タグ「carrot slice」,にんじんの薄切り,RAW_ENGLISH_WRAPPER
cartoon_logic,タグ「cartoon logic」,カートゥーンロジック,RAW_ENGLISH_WRAPPER
cartwheel,タグ「cartwheel」,側転,RAW_ENGLISH_WRAPPER
cased_tape_measure,タグ「cased tape measure」,ケース入り巻尺,RAW_ENGLISH_WRAPPER
castle_town_(deltarune),タグ「castle town (deltarune)」,キャッスルタウン（DELTARUNE）,RAW_ENGLISH_WRAPPER
castrol,タグ「castrol」,Castrol（ブランド）,RAW_ENGLISH_WRAPPER
casull_(hellsing),タグ「casull (hellsing)」,カスール（HELLSING）,RAW_ENGLISH_WRAPPER
cats_are_scared_of_cucumbers,タグ「cats are scared of cucumbers」,猫はキュウリを怖がる,RAW_ENGLISH_WRAPPER
cavewoman,タグ「cavewoman」,原始人女性,RAW_ENGLISH_WRAPPER
cbj-ms,タグ「cbj-ms」,CBJ-MS,RAW_ENGLISH_WRAPPER
cd,タグ「cd」,CD,RAW_ENGLISH_WRAPPER
cellulite,タグ「cellulite」,セルライト,RAW_ENGLISH_WRAPPER
censored_feet,タグ「censored feet」,検閲された足,RAW_ENGLISH_WRAPPER
censored_profanity,タグ「censored profanity」,伏せ字の罵り言葉,RAW_ENGLISH_WRAPPER
censored_testicles,タグ「censored testicles」,検閲された睾丸,RAW_ENGLISH_WRAPPER
censored_thought,タグ「censored thought」,検閲された思考,RAW_ENGLISH_WRAPPER
chaise_longue,タグ「chaise longue」,シェーズロング,RAW_ENGLISH_WRAPPER
chaldea_bedroom,タグ「chaldea bedroom」,カルデアの寝室,RAW_ENGLISH_WRAPPER
chalk_drawing,タグ「chalk drawing」,チョーク画,RAW_ENGLISH_WRAPPER
chameleon_boy,タグ「chameleon boy」,カメレオン少年,RAW_ENGLISH_WRAPPER
champagne_coupe,タグ「champagne coupe」,クープ型シャンパングラス,RAW_ENGLISH_WRAPPER
chaos_undivided_(symbol),タグ「chaos undivided (symbol)」,ケイオス・アンディバイデッドのシンボル,RAW_ENGLISH_WRAPPER
chapter_cover,タグ「chapter cover」,章扉,RAW_ENGLISH_WRAPPER
checking_pulse,タグ「checking pulse」,脈を測る,RAW_ENGLISH_WRAPPER
checkout_(shopping),タグ「checkout (shopping)」,会計（買い物）,RAW_ENGLISH_WRAPPER
cheek_injury,タグ「cheek injury」,頬の怪我,RAW_ENGLISH_WRAPPER
cheetah_boy,タグ「cheetah boy」,チーター少年,RAW_ENGLISH_WRAPPER
