canonical,old_display_ja,new_display_ja,reason
basket_hilt,タグ「basket hilt」,バスケットヒルト（籠状の剣柄）,RAW_ENGLISH_WRAPPER
batik,タグ「batik」,バティック,RAW_ENGLISH_WRAPPER
battroid,タグ「battroid」,バトロイド,RAW_ENGLISH_WRAPPER
benelli_m3,タグ「benelli m3」,ベネリM3,RAW_ENGLISH_WRAPPER
bf_109,タグ「bf 109」,Bf 109,RAW_ENGLISH_WRAPPER
bilibili_watermark,タグ「bilibili watermark」,bilibiliの透かし,RAW_ENGLISH_WRAPPER
biometal,タグ「biometal」,バイオメタル,RAW_ENGLISH_WRAPPER
birthday_card,タグ「birthday card」,誕生日カード,RAW_ENGLISH_WRAPPER
biting_coin,タグ「biting coin」,コインを噛む,RAW_ENGLISH_WRAPPER
blabla_(nikke),タグ「blabla (nikke)」,BlaBla（NIKKE）,RAW_ENGLISH_WRAPPER
black_rabbit_(animal),タグ「black rabbit (animal)」,黒いウサギ,RAW_ENGLISH_WRAPPER
black_whip_(boku_no_hero_academia),タグ「black whip (boku no hero academia)」,黒鞭（僕のヒーローアカデミア）,RAW_ENGLISH_WRAPPER
blackout_poetry,タグ「blackout poetry」,ブラックアウト・ポエトリー,RAW_ENGLISH_WRAPPER
blacksteel_worldwide_(arknights),タグ「blacksteel worldwide (arknights)」,ブラックスチール・ワールドワイド（アークナイツ）,RAW_ENGLISH_WRAPPER
blade_of_grass,タグ「blade of grass」,草の葉,RAW_ENGLISH_WRAPPER
bladed_tonfa,タグ「bladed tonfa」,刃付きトンファー,RAW_ENGLISH_WRAPPER
blanket_burrito,タグ「blanket burrito」,毛布にぐるぐる巻き,RAW_ENGLISH_WRAPPER
blazblue_insignia,タグ「blazblue insignia」,BLAZBLUEの紋章,RAW_ENGLISH_WRAPPER
block_(minecraft),タグ「block (minecraft)」,ブロック（Minecraft）,RAW_ENGLISH_WRAPPER
block_heels,タグ「block heels」,ブロックヒール,RAW_ENGLISH_WRAPPER
blood_edge_(stellar_blade),タグ「blood edge (stellar blade)」,ブラッドエッジ（Stellar Blade）,RAW_ENGLISH_WRAPPER
bloody_footprints,タグ「bloody footprints」,血の足跡,RAW_ENGLISH_WRAPPER
blown_away,タグ「blown away」,吹き飛ばされる,RAW_ENGLISH_WRAPPER
blue_journey_(hololive),タグ「blue journey (hololive)」,Blue Journey（ホロライブ）,RAW_ENGLISH_WRAPPER
blueberry_academy_(emblem),タグ「blueberry academy (emblem)」,ブルーベリー学園の紋章,RAW_ENGLISH_WRAPPER
blur_layer,タグ「blur layer」,ぼかしレイヤー,RAW_ENGLISH_WRAPPER
blurry_edges,タグ「blurry edges」,ぼやけた輪郭,RAW_ENGLISH_WRAPPER
bmw_3_series,タグ「bmw 3 series」,BMW 3シリーズ,RAW_ENGLISH_WRAPPER
bmw_m3,タグ「bmw m3」,BMW M3,RAW_ENGLISH_WRAPPER
boc'z_(umamusume),タグ「boc'z (umamusume)」,BoC'z（ウマ娘）,RAW_ENGLISH_WRAPPER
bodystocking_only,タグ「bodystocking only」,ボディストッキングのみ,RAW_ENGLISH_WRAPPER
boho-chic,タグ「boho-chic」,ボーホーシック,RAW_ENGLISH_WRAPPER
boku_no_hero_academia_2nd_popularity_poll,タグ「boku no hero academia 2nd popularity poll」,僕のヒーローアカデミア 第2回人気投票,RAW_ENGLISH_WRAPPER
bookshelf_pov,タグ「bookshelf pov」,本棚からの視点,RAW_ENGLISH_WRAPPER
border_operator_uniform_(world_trigger),タグ「border operator uniform (world trigger)」,ボーダー隊服（ワールドトリガー）,RAW_ENGLISH_WRAPPER
borrowed_accessory,タグ「borrowed accessory」,借りたアクセサリー,RAW_ENGLISH_WRAPPER
box_truck,タグ「box truck」,箱型トラック,RAW_ENGLISH_WRAPPER
break_action,タグ「break action」,中折れ式（銃器）,RAW_ENGLISH_WRAPPER
breaking_news,タグ「breaking news」,速報,RAW_ENGLISH_WRAPPER
breeches,タグ「breeches」,膝丈ズボン（ブリーチズ）,RAW_ENGLISH_WRAPPER
broken_bridge,タグ「broken bridge」,壊れた橋,RAW_ENGLISH_WRAPPER
broken_cable,タグ「broken cable」,切れたケーブル,RAW_ENGLISH_WRAPPER
broken_furniture,タグ「broken furniture」,壊れた家具,RAW_ENGLISH_WRAPPER
broken_handcuffs,タグ「broken handcuffs」,壊れた手錠,RAW_ENGLISH_WRAPPER
broken_skull,タグ「broken skull」,砕けた頭蓋骨,RAW_ENGLISH_WRAPPER
broken_statue,タグ「broken statue」,壊れた像,RAW_ENGLISH_WRAPPER
broom_guitar,タグ「broom guitar」,ほうきをギターに見立てる,RAW_ENGLISH_WRAPPER
brotherhood_of_steel,タグ「brotherhood of steel」,ブラザーフッド・オブ・スティール,RAW_ENGLISH_WRAPPER
bubble_gun,タグ「bubble gun」,シャボン玉ガン,RAW_ENGLISH_WRAPPER
bucket_of_milk,タグ「bucket of milk」,牛乳入りバケツ,RAW_ENGLISH_WRAPPER
