canonical,old_display_ja,new_display_ja,reason
normal_suit_(metroid),タグ「normal suit (metroid)」,ノーマルスーツ（メトロイド）,RAW_ENGLISH_WRAPPER
normin_(tales),ノルミン（物語）,ノルミン（テイルズ）,SEMANTIC_ERROR
northern_ocean_princess_(cosplay),ノーザンオーシャンプリンセス（コスプレ）,北方棲姫（コスプレ）,SEMANTIC_ERROR
northern_parliament_(emblem),北部議会（エンブレム）,北方連合（エンブレム）,SEMANTIC_ERROR
norwegian_flag_print,norwegian flagの柄,ノルウェー国旗柄,MIXED_ENGLISH_DEBRIS
nose_horn,タグ「nose horn」,鼻の角,RAW_ENGLISH_WRAPPER
nostril_piercing,nostrilのピアス,鼻孔ピアス,MIXED_ENGLISH_DEBRIS
not_present,現在ではない,不在,SEMANTIC_ERROR
notched_ears,notched・耳,切れ込みのある耳,MIXED_ENGLISH_DEBRIS
notched_lapels,平驳领,ノッチドラペル,NON_JAPANESE_RESIDUE
notched_neckline,タグ「notched neckline」,切れ込みのあるネックライン,RAW_ENGLISH_WRAPPER
note_(gatchaman_crowds),タグ「note (gatchaman crowds)」,NOTE（ガッチャマン クラウズ）,RAW_ENGLISH_WRAPPER
notepad_(windows),タグ「notepad (windows)」,メモ帳（Windows）,RAW_ENGLISH_WRAPPER
notes_of_grandeur_(umamusume),タグ「notes of grandeur (umamusume)」,Notes of Grandeur（ウマ娘）,RAW_ENGLISH_WRAPPER
notification,タグ「notification」,通知,RAW_ENGLISH_WRAPPER
novel_cover,ラノベ,小説の表紙,SEMANTIC_NARROWING
novelty_codpiece,タグ「novelty codpiece」,変わった股当て,RAW_ENGLISH_WRAPPER
novelty_sex_toy,タグ「novelty sex toy」,変わった性具,RAW_ENGLISH_WRAPPER
nowhere_(signalis),タグ「nowhere (signalis)」,NOWHERE（SIGNALIS）,RAW_ENGLISH_WRAPPER
nozzle,タグ「nozzle」,ノズル,RAW_ENGLISH_WRAPPER
npc_jail,未実装キャラ一,未実装キャラ置き場,SEMANTIC_ERROR
ntw-20,アイデンティティ(ブルーアーカイブ),NTW-20,SEMANTIC_ERROR
nuclear_weapon,地球はかい爆弾,核兵器,SEMANTIC_NARROWING
nude_guy_wrapped_in_ribbons_standing_(meme),nude guy wrapped in ribbons standing (meme),リボンを巻いて立つ裸の男（ミーム）,CANONICAL_FALLBACK_TRANSLATABLE
nudist_beach_uniform,裸ホルスター,ヌーディスト・ビーチの制服,SEMANTIC_ERROR
nuka-cola,タグ「nuka-cola」,ヌカ・コーラ,RAW_ENGLISH_WRAPPER
number-shaped_hands,number・shaped・両手,数字形の手,MIXED_ENGLISH_DEBRIS
number_background,numberの背景,数字の背景,MIXED_ENGLISH_DEBRIS
number_balloon,タグ「number balloon」,数字バルーン,RAW_ENGLISH_WRAPPER
number_candle,タグ「number candle」,数字キャンドル,RAW_ENGLISH_WRAPPER
number_earrings,numberのイヤリング,数字のイヤリング,MIXED_ENGLISH_DEBRIS
number_four_(asl),タグ「number four (asl)」,数字の4（ASL）,RAW_ENGLISH_WRAPPER
number_glasses,タグ「number glasses」,数字型メガネ,RAW_ENGLISH_WRAPPER
number_print,番号印刷,数字柄,SEMANTIC_ERROR
numbers_above_head,numbers・above・頭,頭上の数字,MIXED_ENGLISH_DEBRIS
nurse_dress,nurse・ドレス,ナースドレス,MIXED_ENGLISH_DEBRIS
nurse_joy_(cosplay),nurse joy (cosplay),ジョーイ（ポケモン）（コスプレ）,CANONICAL_FALLBACK_TRANSLATABLE
nut_hair_ornament,nutの髪飾り,ナッツの髪飾り,MIXED_ENGLISH_DEBRIS
nuzzle,ナズル,頬ずり,SEMANTIC_ERROR
nyan_clan_of_gensokyo_(touhou),nyan clan of gensokyo (touhou),幻想郷の猫一族（東方）,CANONICAL_FALLBACK_TRANSLATABLE
nyan_nyan_nyan_fair_in_gamers,nyan・nyan・nyan・fairの中のgamers,ゲーマーズのにゃんにゃんにゃんフェア,MIXED_ENGLISH_DEBRIS
