canonical,old_display_ja,new_display_ja,reason
unequal_popsicle_division,タグ「unequal popsicle division」,不均等に分けたアイスキャンディー,RAW_ENGLISH_WRAPPER
uneven_bangs,タグ「uneven bangs」,不揃いな前髪,RAW_ENGLISH_WRAPPER
uneven_footing,タグ「uneven footing」,不安定な足場,RAW_ENGLISH_WRAPPER
unibrow,连心眉,つながった眉毛,NON_JAPANESE_RESIDUE
unicorn_horn,タグ「unicorn horn」,ユニコーンの角,RAW_ENGLISH_WRAPPER
unicorn_print,unicornの柄,ユニコーン柄,MIXED_ENGLISH_DEBRIS
unicorns_hunter_uniform,unicorns hunterの制服,ユニコーンズハンターの制服,MIXED_ENGLISH_DEBRIS
uniform_vest,均一なベスト,制服のベスト,SEMANTIC_AMBIGUITY
unit_patch,タグ「unit patch」,部隊章,RAW_ENGLISH_WRAPPER
unison_(nanoha),ユニゾン（ナノハ）,ユニゾン（なのは）,TRANSLITERATION_ERROR
unlit_cigarette_in_mouth,unlit・cigaretteの中のmouth,火のついていないタバコを口にくわえる,MIXED_ENGLISH_DEBRIS
unmanned_aerial_vehicle,タグ「unmanned aerial vehicle」,無人航空機,RAW_ENGLISH_WRAPPER
unmanned_ground_vehicle,タグ「unmanned ground vehicle」,無人地上車両,RAW_ENGLISH_WRAPPER
unofficial_precure_costume,プリキュア化,非公式プリキュア衣装,SEMANTIC_NARROWING
unofficial_sailor_senshi_uniform,セーラー戦士化,非公式セーラー戦士制服,SEMANTIC_NARROWING
unplugged,プラグを外します,プラグを抜いた,SEMANTIC_STATE_ACTION_ERROR
unraveling,解明,ほどけている,SEMANTIC_AMBIGUITY
unsheathing,解放されていない,鞘から抜く,SEMANTIC_ERROR
untied_ribbon,タグ「untied ribbon」,ほどけたリボン,RAW_ENGLISH_WRAPPER
untied_shoelaces,解き放たれた履物,ほどけた靴ひも,SEMANTIC_ERROR
untied_swimsuit,解き放たれた水着,ほどけた水着,SEMANTIC_ERROR
untucked,つかまえた,裾を出した,SEMANTIC_ERROR
untying,対照,ほどく,SEMANTIC_ERROR
unused_tire,タイヤ,未使用のタイヤ,SEMANTIC_UNDERSPECIFICATION
unusually_limbed,タグ「unusually limbed」,通常と異なる手足,RAW_ENGLISH_WRAPPER
