identity_key,candidate_cluster,candidate_state,human_intent,review_note
thick_ass_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
thick_back_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
thick_chest_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
thick_leg_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
thick_navel_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
thick_neck,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
thick_tail,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
thigh_marking,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
thighs,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
thighs_together,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
throat_bulge,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
thumb_to_mouth,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
tickling_armpits,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
tickling_feet,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
toe_claws,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
toe_grab,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
toe_scrunch,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
toe_seam,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
toes,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
toes_up,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
tongue,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
tongue_out,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
tongue_piercing,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
tongue_suck,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
tongue_tattoo,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
tongue_wrap,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
toothbrush_in_mouth,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
touching_toes,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
twitching_womb,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
underbust,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
veiny_belly,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
veiny_feet,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
veiny_pectorals,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
veiny_thighs,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
very_long_tongue,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
very_sweaty,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
webbed_feet,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
white_armpit_hair,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
wide_hips,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
x_mouth,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
x_navel,GENERAL_ONLY|BODY_PART|NONE,FULL_REVIEW_GENERAL_BODY_PART_NONE_V68_BATCH3,,
