cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,review_status,review_reason,evidence_refs,audit_note
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-003054,richard_i_(fate),Character,1103,REVIEWED_UNRESOLVED,Official Japanese character-name evidence not established at required confidence,,Do not promote third-party character databases to official-name evidence.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-003075,hebi_nyoubou_(fate),Character,1094,REVIEWED_UNRESOLVED,Fan/descriptive identity requires stronger official-name evidence,,Current 蛇女房 rendering may be community usage; official identity not safely established.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-003078,yuu_(twisted_wonderland),Character,1094,REVIEWED_UNRESOLVED,Player-protagonist fan name is not safely established as an official Japanese character name,,Avoid promoting ユウ as official without first-party naming evidence.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-003086,abigail_williams_(third_ascension)_(fate),Character,1091,REVIEWED_UNRESOLVED,Official source confirms base character but not this Danbooru form identity as a standalone official name,https://news.fate-go.jp/2025/2025_lancer_extra_pu/,Base name is official; exact third-ascension tag display remains unsafe to resolve as a named character identity.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-003102,randal_ivory,Character,1085,REVIEWED_UNRESOLVED,No trustworthy first-party Japanese naming evidence established,,Preserve unresolved rather than transliterating from weak sources.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-003126,yorick_(shiori_novella),Character,1078,REVIEWED_UNRESOLVED,No trustworthy first-party Japanese character-name evidence established,,Association with Shiori Novella does not by itself establish official Japanese display.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-003163,sameko_saba_(1st_costume),Character,1066,REVIEWED_UNRESOLVED,Costume-form label appears descriptive and lacks official standalone character naming evidence,,Do not promote a fan costume label as an official character name.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-003176,male_byleth_(awakened)_(fire_emblem),Character,1062,REVIEWED_UNRESOLVED,Form-specific fan tag requires first-party Japanese naming evidence,,Base character identity is insufficient to validate the awakened-form display.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-003203,guoba_(genshin_impact),Character,1051,REVIEWED_UNRESOLVED,Japanese official rendering not established from first-party evidence in this pass,,Current グゥオパァー is plausible but not promoted without reliable official evidence.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-037120,tolkien's_legendarium,Copyright,1001,REVIEWED_UNRESOLVED,Umbrella franchise/literary-universe tag has no single safely established official Japanese title,,Keep broad identity unresolved rather than narrowing to one work or fan translation.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-037217,motto!_haramase!_(series),Copyright,908,REVIEWED_UNRESOLVED,Series umbrella title requires reliable publisher/developer evidence,,Do not infer formal series punctuation or scope from canonical tag alone.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-037321,morenatsu,Copyright,810,REVIEWED_UNRESOLVED,Official Japanese title evidence not safely established,,Current display may be established fan/project usage but lacks adequate first-party evidence in this pass.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-037370,the_scum_villain's_self-saving_system,Copyright,760,REVIEWED_UNRESOLVED,Japanese-market official title versus original Chinese title not safely established,,Avoid substituting a Chinese original title where Japanese display policy requires verified rendering.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-037506,gekitotsu!_joshikousei_oiroke_sensha_gundan,Copyright,668,REVIEWED_UNRESOLVED,Formal title and punctuation not established from reliable first-party evidence,,Current rendering is plausible but not promoted without source evidence.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-037553,xxl_woofia,Copyright,639,REVIEWED_UNRESOLVED,Property identity and official Japanese title are unclear,,Current Chinese rendering cannot be promoted as Japanese display without authoritative localization evidence.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-037779,enjo_kouhai,Copyright,538,REVIEWED_UNRESOLVED,Formal property title cannot be distinguished safely from descriptive wording,,Avoid guessing title orthography or meaning.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-037837,yappari_chinchirando,Copyright,515,REVIEWED_UNRESOLVED,Formal official title evidence not established,,Current rendering remains plausible but unverified.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-037904,reitaisai_10_contest,Copyright,490,REVIEWED_UNRESOLVED,Contest tag may denote an event subset rather than a formal standalone property title,,Need first-party event naming evidence before deciding display/search semantics.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-037939,zhu_xian,Copyright,479,REVIEWED_UNRESOLVED,Multiple adaptations/localizations make the intended property scope ambiguous,,Do not narrow umbrella identity or choose a Japanese localization without stronger evidence.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038004,jingling_zhi_dan,Copyright,457,REVIEWED_UNRESOLVED,Property identity and Japanese localization not established,,Current Chinese title cannot be promoted as Japanese display without authoritative evidence.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-046546,shigatake,Artist,557,REVIEWED_UNRESOLVED,No sufficiently authoritative identity source established in this pass,,Canonical handle remains identity-safe but current Japanese display is not promoted without reliable profile/credit evidence.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-047552,tokumi_yuiko,Artist,452,REVIEWED_UNRESOLVED,No sufficiently authoritative profile or credit source established in this pass,,Do not infer reading beyond available evidence.
cycle-0002,5,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-048498,choborau_nyopomi,Artist,388,REVIEWED_UNRESOLVED,No sufficiently authoritative identity source established in this pass,,Current display is plausible but remains unresolved under HIGH-confidence evidence policy.
