row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-003054,richard_i_(fate),Character,1103,リチャード一世,リチャード一世 | セイバー(strange Fake),,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-003062,doro_(nikke),Character,1101,ドロ,ドロ | Doro | NIKKE,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-003075,hebi_nyoubou_(fate),Character,1094,蛇女房,蛇女房 | おみぃさん | Mrs. Snake,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-003078,yuu_(twisted_wonderland),Character,1094,ユウ,ユウ | ユウ(ツイステ) | 監督生,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-003086,abigail_williams_(third_ascension)_(fate),Character,1091,アビゲイル・ウィリアムズ（第3再臨）,アビゲイル・ウィリアムズ | 第3再臨,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-003087,bomb_hybrid_(chainsaw_man),Character,1091,爆弾の悪魔,爆弾の悪魔 | 爆弾の武器人間 | レゼ,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-003102,randal_ivory,Character,1085,ランダル・アイボリー,ランダル・アイボリー | Randal Ivory,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-003126,yorick_(shiori_novella),Character,1078,ヨリック,ヨリック | Yorick | Shiori Novella,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-003163,sameko_saba_(1st_costume),Character,1066,さめこさば（通常衣装）,さめこさば | Sameko Saba | 通常衣装,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-003170,mem_(honkai:_star_rail),Character,1065,ミュリオン,ミュリオン | Mem,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-003176,male_byleth_(awakened)_(fire_emblem),Character,1062,ベレト（覚醒）,ベレト | ベレト(覚醒) | 男主人公,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-003203,guoba_(genshin_impact),Character,1051,グゥオパァー,グゥオパァー | Guoba | 鍋巴,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-037120,tolkien's_legendarium,Copyright,1001,トールキンの伝説体系,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037217,motto!_haramase!_(series),Copyright,908,もっと！孕ませ！シリーズ,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037321,morenatsu,Copyright,810,漏れなつ。,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037370,the_scum_villain's_self-saving_system,Copyright,760,人渣反派自救系统,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037506,gekitotsu!_joshikousei_oiroke_sensha_gundan,Copyright,668,ゲキトツ！女子高生お色気戦車軍団,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037553,xxl_woofia,Copyright,639,XXL同伴集結,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037779,enjo_kouhai,Copyright,538,援助交配,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037837,yappari_chinchirando,Copyright,515,やっぱりチンチランド,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037904,reitaisai_10_contest,Copyright,490,博麗神社例大祭10コンテスト,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037939,zhu_xian,Copyright,479,誅仙,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037997,pornhub,Copyright,459,Pornhub,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038004,jingling_zhi_dan,Copyright,457,精灵之蛋,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-045577,morikura_en,Artist,752,森倉円,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-046080,honjou_raita,Artist,631,本庄雷太,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-046527,sadamoto_yoshiyuki,Artist,560,貞本義行,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-046546,shigatake,Artist,557,しがたけ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-047090,shizuma_yoshinori,Artist,495,しずまよしのり,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-047535,itolife,Artist,453,伊東ライフ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-047547,nishida_asako,Artist,452,西田亜沙子,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-047552,tokumi_yuiko,Artist,452,とくみゆいこ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-047556,kazuma_kaneko,Artist,451,金子一馬,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-047585,koyama_hirokazu,Artist,448,こやまひろかず,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-048003,tokyogenso,Artist,419,東京幻想,,"semantic translation: artist identity preserved; known Japanese credit used when clear, otherwise canonical handle retained without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-048498,choborau_nyopomi,Artist,388,ちょぼらうにょぽみ,,"semantic translation: artist identity preserved; known Japanese credit used when clear, otherwise canonical handle retained without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
