identity_key,candidate_state,human_intent,review_note
anvil_position,FULL_REVIEW_SPECIAL_NONE_V37,,
armpit_licking,FULL_REVIEW_SPECIAL_NONE_V37,,
arms_bound,FULL_REVIEW_SPECIAL_NONE_V37,,
arms_tied,FULL_REVIEW_SPECIAL_NONE_V37,,
artificial_tentacles,FULL_REVIEW_SPECIAL_NONE_V37,,
ashikoki,FULL_REVIEW_SPECIAL_NONE_V37,,
ass-up_head-down,FULL_REVIEW_SPECIAL_NONE_V37,,
assertive_trap,FULL_REVIEW_SPECIAL_NONE_V37,,
asshole,FULL_REVIEW_SPECIAL_NONE_V37,,
backjob,FULL_REVIEW_SPECIAL_NONE_V37,,
ball_bite,FULL_REVIEW_SPECIAL_NONE_V37,,
ball_biting,FULL_REVIEW_SPECIAL_NONE_V37,,
ball_caress,FULL_REVIEW_SPECIAL_NONE_V37,,
ball_squeeze,FULL_REVIEW_SPECIAL_NONE_V37,,
beheading,FULL_REVIEW_SPECIAL_NONE_V37,,
bisexual_(female),FULL_REVIEW_SPECIAL_NONE_V37,,
bisexual_(male),FULL_REVIEW_SPECIAL_NONE_V37,,
bitch_brat,FULL_REVIEW_SPECIAL_NONE_V37,,
blindfolded,FULL_REVIEW_SPECIAL_NONE_V37,,
body_mutilation,FULL_REVIEW_SPECIAL_NONE_V37,,
bound_elbows,FULL_REVIEW_SPECIAL_NONE_V37,,
bound_hands,FULL_REVIEW_SPECIAL_NONE_V37,,
brainwashing,FULL_REVIEW_SPECIAL_NONE_V37,,
braless,FULL_REVIEW_SPECIAL_NONE_V37,,
bralift,FULL_REVIEW_SPECIAL_NONE_V37,,
breastless_clothing,FULL_REVIEW_SPECIAL_NONE_V37,,
breeding,FULL_REVIEW_SPECIAL_NONE_V37,,
bulge_grab,FULL_REVIEW_SPECIAL_NONE_V37,,
butt_cheeks,FULL_REVIEW_SPECIAL_NONE_V37,,
cfnf,FULL_REVIEW_SPECIAL_NONE_V37,,
cfnm,FULL_REVIEW_SPECIAL_NONE_V37,,
cheating,FULL_REVIEW_SPECIAL_NONE_V37,,
child_body,FULL_REVIEW_SPECIAL_NONE_V37,,
childlike,FULL_REVIEW_SPECIAL_NONE_V37,,
cleavegag,FULL_REVIEW_SPECIAL_NONE_V37,,
clevage,FULL_REVIEW_SPECIAL_NONE_V37,,
clothes_aside,FULL_REVIEW_SPECIAL_NONE_V37,,
clothes_removed,FULL_REVIEW_SPECIAL_NONE_V37,,
clothing_down,FULL_REVIEW_SPECIAL_NONE_V37,,
clothing_removed,FULL_REVIEW_SPECIAL_NONE_V37,,
cmnf,FULL_REVIEW_SPECIAL_NONE_V37,,
cmnm,FULL_REVIEW_SPECIAL_NONE_V37,,
coat_open,FULL_REVIEW_SPECIAL_NONE_V37,,
cock-tail,FULL_REVIEW_SPECIAL_NONE_V37,,
coming,FULL_REVIEW_SPECIAL_NONE_V37,,
cooperative_grinding,FULL_REVIEW_SPECIAL_NONE_V37,,
coprophagia,FULL_REVIEW_SPECIAL_NONE_V37,,
cowgirl,FULL_REVIEW_SPECIAL_NONE_V37,,
cross_section,FULL_REVIEW_SPECIAL_NONE_V37,,
cross_section_view,FULL_REVIEW_SPECIAL_NONE_V37,,
crossdress,FULL_REVIEW_SPECIAL_NONE_V37,,
cutaway,FULL_REVIEW_SPECIAL_NONE_V37,,
cutaway_view,FULL_REVIEW_SPECIAL_NONE_V37,,
daisy_chain,FULL_REVIEW_SPECIAL_NONE_V37,,
defecation,FULL_REVIEW_SPECIAL_NONE_V37,,
descensored,FULL_REVIEW_SPECIAL_NONE_V37,,
dickhead,FULL_REVIEW_SPECIAL_NONE_V37,,
dismembered,FULL_REVIEW_SPECIAL_NONE_V37,,
dissection,FULL_REVIEW_SPECIAL_NONE_V37,,
doggy,FULL_REVIEW_SPECIAL_NONE_V37,,
double_grinding,FULL_REVIEW_SPECIAL_NONE_V37,,
down_blouse,FULL_REVIEW_SPECIAL_NONE_V37,,
dp,FULL_REVIEW_SPECIAL_NONE_V37,,
explicit,FULL_REVIEW_SPECIAL_NONE_V37,,
exposed_guts,FULL_REVIEW_SPECIAL_NONE_V37,,
exposed_organs,FULL_REVIEW_SPECIAL_NONE_V37,,
extreme_stretching,FULL_REVIEW_SPECIAL_NONE_V37,,
eye_gouging,FULL_REVIEW_SPECIAL_NONE_V37,,
fecal,FULL_REVIEW_SPECIAL_NONE_V37,,
feces,FULL_REVIEW_SPECIAL_NONE_V37,,
fire_play,FULL_REVIEW_SPECIAL_NONE_V37,,
gape,FULL_REVIEW_SPECIAL_NONE_V37,,
garterbelt,FULL_REVIEW_SPECIAL_NONE_V37,,
gory,FULL_REVIEW_SPECIAL_NONE_V37,,
grinding,FULL_REVIEW_SPECIAL_NONE_V37,,
guts,FULL_REVIEW_SPECIAL_NONE_V37,,
handbra,FULL_REVIEW_SPECIAL_NONE_V37,,
handgag,FULL_REVIEW_SPECIAL_NONE_V37,,
hands_bound,FULL_REVIEW_SPECIAL_NONE_V37,,
hands_tied,FULL_REVIEW_SPECIAL_NONE_V37,,
hardcore,FULL_REVIEW_SPECIAL_NONE_V37,,
heart_ass_cutout,FULL_REVIEW_SPECIAL_NONE_V37,,
hoodie_open,FULL_REVIEW_SPECIAL_NONE_V37,,
hysterectomy,FULL_REVIEW_SPECIAL_NONE_V37,,
ice_play,FULL_REVIEW_SPECIAL_NONE_V37,,
impalement,FULL_REVIEW_SPECIAL_NONE_V37,,
implied_self-mutilation,FULL_REVIEW_SPECIAL_NONE_V37,,
incontinence,FULL_REVIEW_SPECIAL_NONE_V37,,
innuendo,FULL_REVIEW_SPECIAL_NONE_V37,,
insert,FULL_REVIEW_SPECIAL_NONE_V37,,
internal_anatomy,FULL_REVIEW_SPECIAL_NONE_V37,,
internal_view,FULL_REVIEW_SPECIAL_NONE_V37,,
jacket_open,FULL_REVIEW_SPECIAL_NONE_V37,,
judas_cradle,FULL_REVIEW_SPECIAL_NONE_V37,,
kimono_down,FULL_REVIEW_SPECIAL_NONE_V37,,
kimono_open,FULL_REVIEW_SPECIAL_NONE_V37,,
knotgag,FULL_REVIEW_SPECIAL_NONE_V37,,
legs_spread,FULL_REVIEW_SPECIAL_NONE_V37,,
lift_shirt,FULL_REVIEW_SPECIAL_NONE_V37,,
lift_skirt,FULL_REVIEW_SPECIAL_NONE_V37,,
load,FULL_REVIEW_SPECIAL_NONE_V37,,
loli_in_a_bag,FULL_REVIEW_SPECIAL_NONE_V37,,
male_ryona,FULL_REVIEW_SPECIAL_NONE_V37,,
mechanical_tentacle,FULL_REVIEW_SPECIAL_NONE_V37,,
milking_device,FULL_REVIEW_SPECIAL_NONE_V37,,
minor,FULL_REVIEW_SPECIAL_NONE_V37,,
mouth_with_tentacles,FULL_REVIEW_SPECIAL_NONE_V37,,
multiple_tentacles,FULL_REVIEW_SPECIAL_NONE_V37,,
muscular_loli,FULL_REVIEW_SPECIAL_NONE_V37,,
muscular_shota,FULL_REVIEW_SPECIAL_NONE_V37,,
mushikan,FULL_REVIEW_SPECIAL_NONE_V37,,
naughty_smile,FULL_REVIEW_SPECIAL_NONE_V37,,
need_to_pee,FULL_REVIEW_SPECIAL_NONE_V37,,
newhalf,FULL_REVIEW_SPECIAL_NONE_V37,,
nippleless,FULL_REVIEW_SPECIAL_NONE_V37,,
no_briefs,FULL_REVIEW_SPECIAL_NONE_V37,,
non_con,FULL_REVIEW_SPECIAL_NONE_V37,,
non_consensual,FULL_REVIEW_SPECIAL_NONE_V37,,
noncon,FULL_REVIEW_SPECIAL_NONE_V37,,
nopan,FULL_REVIEW_SPECIAL_NONE_V37,,
nosejob,FULL_REVIEW_SPECIAL_NONE_V37,,
novagina,FULL_REVIEW_SPECIAL_NONE_V37,,
nsfw,FULL_REVIEW_SPECIAL_NONE_V37,,
oneshota,FULL_REVIEW_SPECIAL_NONE_V37,,
oophorectomy,FULL_REVIEW_SPECIAL_NONE_V37,,
open_cup,FULL_REVIEW_SPECIAL_NONE_V37,,
open_legs,FULL_REVIEW_SPECIAL_NONE_V37,,
oppai,FULL_REVIEW_SPECIAL_NONE_V37,,
oral_object_insertion,FULL_REVIEW_SPECIAL_NONE_V37,,
orchiectomy,FULL_REVIEW_SPECIAL_NONE_V37,,
oshikko,FULL_REVIEW_SPECIAL_NONE_V37,,
overboob,FULL_REVIEW_SPECIAL_NONE_V37,,
overflow,FULL_REVIEW_SPECIAL_NONE_V37,,
oviposition,FULL_REVIEW_SPECIAL_NONE_V37,,
panchira,FULL_REVIEW_SPECIAL_NONE_V37,,
pantsu,FULL_REVIEW_SPECIAL_NONE_V37,,
pantyhose_down,FULL_REVIEW_SPECIAL_NONE_V37,,
pantyhosepull,FULL_REVIEW_SPECIAL_NONE_V37,,
pantyless,FULL_REVIEW_SPECIAL_NONE_V37,,
pantypull,FULL_REVIEW_SPECIAL_NONE_V37,,
pee_drink,FULL_REVIEW_SPECIAL_NONE_V37,,
pee_tube,FULL_REVIEW_SPECIAL_NONE_V37,,
peeing_on_another,FULL_REVIEW_SPECIAL_NONE_V37,,
peeing_pants,FULL_REVIEW_SPECIAL_NONE_V37,,
penectomy,FULL_REVIEW_SPECIAL_NONE_V37,,
penetrate,FULL_REVIEW_SPECIAL_NONE_V37,,
penetrated,FULL_REVIEW_SPECIAL_NONE_V37,,
piledriver,FULL_REVIEW_SPECIAL_NONE_V37,,
piss,FULL_REVIEW_SPECIAL_NONE_V37,,
pissing,FULL_REVIEW_SPECIAL_NONE_V37,,
pleasure_face,FULL_REVIEW_SPECIAL_NONE_V37,,
pooping,FULL_REVIEW_SPECIAL_NONE_V37,,
pooping_self,FULL_REVIEW_SPECIAL_NONE_V37,,
pov_ass,FULL_REVIEW_SPECIAL_NONE_V37,,
preteen,FULL_REVIEW_SPECIAL_NONE_V37,,
princess_plug,FULL_REVIEW_SPECIAL_NONE_V37,,
prostate_massage,FULL_REVIEW_SPECIAL_NONE_V37,,
public_exposure,FULL_REVIEW_SPECIAL_NONE_V37,,
puke,FULL_REVIEW_SPECIAL_NONE_V37,,
questionable,FULL_REVIEW_SPECIAL_NONE_V37,,
r-18,FULL_REVIEW_SPECIAL_NONE_V37,,
rainbow_vomit,FULL_REVIEW_SPECIAL_NONE_V37,,
rectal_prolapse,FULL_REVIEW_SPECIAL_NONE_V37,,
red_butt,FULL_REVIEW_SPECIAL_NONE_V37,,
ropes,FULL_REVIEW_SPECIAL_NONE_V37,,
rori,FULL_REVIEW_SPECIAL_NONE_V37,,
salpingectomy,FULL_REVIEW_SPECIAL_NONE_V37,,
schoolboy,FULL_REVIEW_SPECIAL_NONE_V37,,
seethrough,FULL_REVIEW_SPECIAL_NONE_V37,,
self-mutilation,FULL_REVIEW_SPECIAL_NONE_V37,,
self_stimulation,FULL_REVIEW_SPECIAL_NONE_V37,,
sensitive,FULL_REVIEW_SPECIAL_NONE_V37,,
severed_body_parts,FULL_REVIEW_SPECIAL_NONE_V37,,
severed_limbs,FULL_REVIEW_SPECIAL_NONE_V37,,
shemale,FULL_REVIEW_SPECIAL_NONE_V37,,
shirikoki,FULL_REVIEW_SPECIAL_NONE_V37,,
shirt_no,FULL_REVIEW_SPECIAL_NONE_V37,,
shirt_open,FULL_REVIEW_SPECIAL_NONE_V37,,
shirt_up,FULL_REVIEW_SPECIAL_NONE_V37,,
shirtless,FULL_REVIEW_SPECIAL_NONE_V37,,
shirtlift,FULL_REVIEW_SPECIAL_NONE_V37,,
shit,FULL_REVIEW_SPECIAL_NONE_V37,,
shoe_pull,FULL_REVIEW_SPECIAL_NONE_V37,,
shorts_open,FULL_REVIEW_SPECIAL_NONE_V37,,
sideboobs,FULL_REVIEW_SPECIAL_NONE_V37,,
skirt_up,FULL_REVIEW_SPECIAL_NONE_V37,,
skirtlift,FULL_REVIEW_SPECIAL_NONE_V37,,
slap_mark_on_ass,FULL_REVIEW_SPECIAL_NONE_V37,,
slapping_own_ass,FULL_REVIEW_SPECIAL_NONE_V37,,
soiled_diaper,FULL_REVIEW_SPECIAL_NONE_V37,,
sounding_rod,FULL_REVIEW_SPECIAL_NONE_V37,,
