identity_key,general_path,cluster_key,old_lex_flags,redteam_flags,candidate_state
100kg_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
114514_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
500_dollar_four_foot_tall_mareep_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,"learned_risk_token:foot,meme",REDTEAM_REVIEW
67_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
69_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
absolute_cinema_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
ackchyually_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
agemasen!_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
ah_eto..._bleh_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
ai_drawing_anime_characters_eating_ramen_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
alienposting_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
anatomy_of_a_gamer_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
animation_meme,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
ankha_zone_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
another_ship_dynamic_i_enjoy_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,"learned_risk_token:another,meme",REDTEAM_REVIEW
anya's_heh_face_(meme),EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,"learned_risk_token:face,meme",REDTEAM_REVIEW
aprob_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
apu_spills_his_tendies_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
are_you_a_virgin?_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
ash_baby_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
awesome_face,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:face,REDTEAM_REVIEW
ayanami_barrage_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
bad_ass,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:ass,REDTEAM_REVIEW
bad_face,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:face,REDTEAM_REVIEW
bad_feet,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:feet,REDTEAM_REVIEW
bad_hands,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:hands,REDTEAM_REVIEW
bad_leg,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:leg,REDTEAM_REVIEW
baking_my_long_distance_bf_into_a_cookie_because_i_miss_him_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
bakushin_o_armpit_gif_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,"learned_risk_token:armpit,meme",REDTEAM_REVIEW
barbie_mugshot_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
before_and_after,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:after,REDTEAM_REVIEW
blinking_inside_eyes,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:inside,REDTEAM_REVIEW
blush_visible_through_clothes,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,"learned_risk_token:clothes,through",REDTEAM_REVIEW
blush_visible_through_hair,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:through,REDTEAM_REVIEW
blush_visible_through_hands,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,"learned_risk_token:hands,through",REDTEAM_REVIEW
bongo_cat_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
booba_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
broly_culo_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
but_you_can't_prove_it_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
buttercup_redraw_challenge_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,"learned_risk_token:challenge,meme",REDTEAM_REVIEW
camellya_mascot_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
cammy_stretch_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
can't_show_this_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
captured_alien_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
cat_covering_ears_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,"learned_risk_token:covering,meme",REDTEAM_REVIEW
cat_refusing_to_be_petted_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
cat_under_faucet_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,"learned_risk_token:meme,under",REDTEAM_REVIEW
censored_feet,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:feet,REDTEAM_REVIEW
censored_gesture,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:gesture,REDTEAM_REVIEW
chari_de_kita_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
charo_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
chipi_chipi_chapa_chapa_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
chopper_crying_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
color_wheel_challenge,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:challenge,REDTEAM_REVIEW
crying_aqua_(meme),EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
crying_cat_(meme),EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
crying_with_eyes_open,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:open,REDTEAM_REVIEW
double_entendre,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:double,REDTEAM_REVIEW
double_exposure,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:double,REDTEAM_REVIEW
double_helix,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:double,REDTEAM_REVIEW
double_horizontal_stripe,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:double,REDTEAM_REVIEW
double_vertical_stripe,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:double,REDTEAM_REVIEW
draw_this_in_your_style_challenge,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:challenge,REDTEAM_REVIEW
drip_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
expressive_clothes,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:clothes,REDTEAM_REVIEW
face_filter,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:face,REDTEAM_REVIEW
facing_viewer,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,learned_risk_token:viewer,REDTEAM_REVIEW
feet_burger_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,"learned_risk_token:feet,meme",REDTEAM_REVIEW
figure_four_standing,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:standing,REDTEAM_REVIEW
flushed_face_emoji,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:face,REDTEAM_REVIEW
followers_favorite_challenge,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:challenge,REDTEAM_REVIEW
foot_blush,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:foot,REDTEAM_REVIEW
footprint_on_body,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:body,REDTEAM_REVIEW
forced_smile,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:forced,REDTEAM_REVIEW
full-body_blush,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:body,REDTEAM_REVIEW
gif_caption_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
image_macro_(meme),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
insulting_viewer,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:viewer,REDTEAM_REVIEW
lenny_face,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:face,REDTEAM_REVIEW
