row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-002235,enemy_aircraft_(kancolle),Character,1516,敵航空機,敵航空機,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002236,firefly_(spring_missive)_(honkai:_star_rail),Character,1516,ホタル（春の贈り物）,ホタル（春の贈り物）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002293,tailless_(zenless_zone_zero),Character,1473,無尾,無尾,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002312,clumsy_nun_(diva),Character,1458,不器用な修道女,不器用な修道女,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002314,red_soul_(utdr),Character,1457,赤いソウル,赤いソウル,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002379,kama_(teenager)_(fate),Character,1423,カーマ（少女）,カーマ（少女）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002385,wei_wuxian_(yiling_laozu),Character,1420,魏無羨（夷陵老祖）,魏無羨（夷陵老祖）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002438,evanescia_(honkai:_star_rail),Character,1389,緋英,緋英,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002455,lucia_(pgr),Character,1381,ルシア,ルシア,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002466,adashino_adami,Character,1374,化野あだみ,化野あだみ,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002502,indou_hikaru,Character,1355,ヒカル,ヒカル | インドウヒカル,既存候補は確認できるが漢字表記の確証が不足するため要確認,character_review_final_batch061.csv,,,,,,,,,,
I70-002511,orphie_magnusson,Character,1349,オルペウス・マグヌッソン,オルペウス・マグヌッソン | オルフィー・マグヌッソン,Alias と既存候補に表記差の余地があるため公式日本語表記の再確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-044542,sayori_(neko_works),Artist,2060,さより（NEKO WORKs）,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044546,yamamoto_souichirou,Artist,2036,山本崇一朗,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044559,fujima_takuya,Artist,1959,藤真拓哉,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044586,koruri,Artist,1772,こるり,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044603,ishikei,Artist,1708,石恵,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044604,piromizu,Artist,1708,ぴろ水,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044614,shiromanta,Artist,1676,しろまんた,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044627,murakami_suigun,Artist,1640,村上水軍,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044633,asanagi,Artist,1628,朝凪,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044643,satou_kuuki,Artist,1609,佐藤空気,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044702,happoubi_jin,Artist,1458,八宝備仁,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-044723,watanabe_akio,Artist,1417,渡辺明夫,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-038696,detective_pikachu_(series),Copyright,301,名探偵ピカチュウ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.pokemon.co.jp/ex/meitantei_pikachu/,Pokemon official first-game site uses 名探偵ピカチュウ and the sequel continues the same property identity; existing series display is safe.,,,,
I70-038702,eshi_100_nin_ten,Copyright,300,絵師100人展,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.eshi100.com/,Official exhibition site uses 絵師100人展 exactly.,,,,
I70-038713,digimon_world_re:digitize,Copyright,298,デジモンワールド,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_DISPLAY,デジモンワールド リ：デジタイズ,,https://digimon-gameportal.bn-ent.net/product/world_re_digitize/top.html,Bandai Namco official product site uses デジモンワールド リ：デジタイズ; current デジモンワールド is too broad.,,,,
I70-038722,alien_(1979),Copyright,297,エイリアン,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.20thcenturystudios.jp/movies/alien,20th Century Studios Japan official page uses エイリアン for the 1979 first film; existing display is exact.,,,,
I70-038752,akatsuki_records,Copyright,292,暁Records,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://www.youtube.com/channel/UCZaFfDBBCqmYdfp6DJl0cRw,暁Records Official Artist Channel self-identifies as 暁Records; current display is exact.,,,,
I70-038761,kemono_jihen,Copyright,291,怪物事変,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://kemonojihen-anime.com/,Official anime site identifies the source work as 怪物事変; existing display is exact.,,,,
I70-038769,wild_and_horned_hermit,Copyright,291,東方茨歌仙,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://www.kadokawa.co.jp/product/322004000448/,KADOKAWA official page explicitly identifies 東方茨歌仙 as an official Touhou manga; current display is exact.,,,,
I70-038780,busou_renkin,Copyright,289,武装錬金,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://www.shueisha.co.jp/books/items/contents.html?jdcn=08873557873557315501,Shueisha official publication page uses 武装錬金; current display is exact.,,,,
I70-038796,gimai_seikatsu,Copyright,287,義妹生活,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://gimaiseikatsu-anime.com/,Official anime site uses 義妹生活 and credits the KADOKAWA source work; existing display is exact.,,,,
I70-038797,legend_of_mana,Copyright,287,聖剣LOM,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_BOTH,聖剣伝説 Legend of Mana,聖剣LOM | レジェンド オブ マナ,https://www.jp.square-enix.com/seiken_lom/,Square Enix official product site uses 聖剣伝説 Legend of Mana; keep established abbreviations and reading as search aliases.,,,,
I70-038805,kaitou_tenshi_twin_angel,Copyright,286,ツインエンジェル,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_DISPLAY,快盗天使ツインエンジェル,,https://twin-angel.com/news/6893/,Twin Angel official site explicitly identifies the original anime as 快盗天使ツインエンジェル; current display is too broad.,,,,
I70-038813,artery_gear,Copyright,284,アーテリーギア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_BOTH,アーテリーギア-機動戦姫-,アーテリーギア,https://www.youtube.com/channel/UCiGYDPF-cYJaqIqmaQE3eMg,Official game channel uses アーテリーギア-機動戦姫-; retain short アーテリーギア for search.,,,,
